;Level;Stance;Claim;Votes;Comments;Depth
26;1.1.1.2.2.5;con;The laws of naturel leave a lot of room to act. Apart from breaking them people can do anything with sufficient knowledge.;['1', '0', '0', '0', '0']; 2;5
27;1.1.1.2.2.5.1;con;If the laws of nature are deterministic they leave only one way to act and thus no room to act. If the laws of nature are probabilistic than we have no control over the quantum randomness and thus we can't make use of this room to act as we have no influence on what one path in this room we shall take.;['0', '0', '0', '0', '0']; ;6
28;1.1.1.2.3;con;The research (tests which showed brain activity, before people could report the conscious thought) on which some of the deterministic arguments are based on, is proven to be flawed. Scientific America;['0', '0', '0', '0', '0']; 7;4
29;1.1.1.2.3.1;pro;The claim that free will is incompatible with our understanding of the machanations of the universe doesn't depend on the results of the cited experiments;['0', '0', '0', '0', '0']; ;5
30;1.1.1.2.4;con;There is no scientific (or otherwise) model of the mechanisms that govern the universe that is not compatible with the agency of free actors.;['0', '0', '0', '0', '0']; 1;4
31;1.1.1.2.4.1;con;"Agency is not free will. ""Free actors"" is not defined, and asserting that we are ""free actors"" appears to beg the question.";['0', '0', '0', '0', '1']; ;5
32;1.1.1.2.5;con;The Earth orbiting around the Sun was not compatible with our understanding of the mechanisms that govern the universe less than 500 years ago, yet is now accepted as fact.;['2', '0', '0', '0', '0']; 3;4
33;1.1.1.2.5.1;con;Just because it's not compatible with our understanding of the universe doesn't mean it's impossible. But it does mean that we have absolutely no reason to think that it is in fact possible.;['0', '0', '0', '0', '0']; 4;5
34;1.1.1.2.5.1.1;pro;Saying that our understanding could one day shift to allow for the existence of free will is a poor argument. One could say the same thing about anything from telepathy to tarot reading.;['0', '0', '0', '0', '0']; ;6
35;1.1.1.2.6;con;Determinism is not compatible with our understanding of the mechanisms that govern the universe either (i.e. quantum physics).;['1', '0', '1', '0', '2']; ;4
36;1.1.1.2.6.1;con;Determinism is not required to negate any rational conception of free will. It's not relevant that the universe isn't deterministic. Random, non-deterministic events do not lend any support to the existence of free will.;['0', '0', '0', '0', '1']; ;5
37;1.1.1.2.6.1.1;con;"""Free"" and ""random"" are, on their lowest level, indistinguishable concepts and the contrary of determinism.";['0', '0', '0', '0', '0']; ;6
38;1.1.1.3;pro;Free will presupposes that the 'self' is a metaphysical being acting on the physical brain. There is no evidence for this.;['0', '0', '0', '1', '0']; 7;3
39;1.1.1.3.1;pro;"Even if there is a ""self,"" defined purely as the ""thing making the choices,"" one logically cannot choose what that self is, and so ultimately any subsequent choices are not ""free""";['0', '0', '0', '0', '0']; ;4
40;1.1.1.3.2;con;Even from a materialist perspective, the human brain is the thing in question which may or may not exhibit free will.;['0', '0', '0', '0', '0']; 4;4
41;1.1.1.4;con;Since current scientific knowledge is insufficient to support either argument, all arguments of value are logical, metaphysical, moral or religious.;['1', '0', '0', '1', '0']; 4;3
42;1.1.1.4.1;pro;Free will could be the result of intrinsic indeterminism, like in quantum theory, not just unpredictability.;['0', '2', '0', '0', '2']; ;4
43;1.1.1.4.1.1;con;Mathematical and physical models will always improve our understanding of how we perceive parts of reality, but models are not reality. Thus, we cannot conclude anything substantial about if the universe is (D) or (FW) from models.;['0', '0', '0', '0', '0']; 6;5
44;1.1.1.4.1.2;con;Quantum theory is not distinguishable from stochastic randomness. Stochastic randomness cannot be subject to will and thus cannot be a mechanism or analog for free will.;['0', '0', '0', '0', '0']; 1;5
45;1.1.1.4.2;pro;"There is no scientific experiment that can determine whether or not we have free will, making the claim that ""free will does not exist"" empirically unsupported.";['0', '0', '0', '0', '0']; 8;4
46;1.1.1.4.2.1;pro;If I ran an experiment where a monkey can choose a banana or a mango, the monkey reaching out for one doesn't prove that s/he could have chosen the other. Proving that any agent could have chosen something they didn't would require going back in time, which science has shown to be impossible.;['0', '0', '0', '0', '0']; ;5
47;1.1.1.4.2.2;pro;It is still not understood how human consciousness work exactly, even if sub-consciousness influence has been proven.;['1', '0', '1', '0', '0']; ;5
48;1.1.1.4.2.3;pro;The inexistence of free will cannot be scientifically proven as it would be impossible to put two distinct human beings in exactly the same conditions twice and observe their decisions.;['2', '0', '0', '1', '2']; 7;5
49;1.1.1.4.2.3.1;pro;Hardly any claim regarding free will (for or against it) is provable, for this very reason.;['0', '0', '0', '1', '0']; ;6
50;1.1.1.4.2.3.2;pro;To design a study that would investigate the physical state of a person taking important decisions for his life or the life of another person would be close to impossible or unethical.;['0', '0', '0', '0', '0']; ;6
51;1.1.1.4.2.3.2.1;pro;Outside of real-life, in a computer game or in a lab, a person's decisions are not necessarily freely willed but most likely made out of mood, physical feelings and simply not deeply thought of.;['0', '0', '0', '0', '0']; ;7
52;1.1.1.4.2.3.2.2;pro;The devices needed to investigate brain activity prior to a decision is not discreet and are not portable, making it hard to wear or use during real-life activities.;['0', '0', '0', '0', '0']; ;7
53;1.1.1.4.2.3.2.3;pro;A person knowing that his brain activity is monitored for some research experience would probably be influenced in his decisions and may regret taking them, making the research unethical and judiciary risky for impactful decisions.;['0', '0', '0', '0', '0']; ;7
54;1.1.1.4.2.3.3;con;Sciences (physics, chemistry, etc.) are all based on determination. So if determination itself cannot be proven, nothing at all can be scientifically proven.;['0', '2', '0', '0', '0']; 1;6
55;1.1.1.4.2.3.3.1;con;Whereas human determination cannot be definitely proven, science explores many material situations in which conditions are controlled enough to establish reproducibility and therefore determination.;['0', '0', '0', '0', '2']; ;7
56;1.1.1.4.2.3.3.2;con;Science is not immutable. Scientific laws are not actual laws of nature but a human model of natural laws and are always subject to observation.;['0', '0', '0', '0', '0']; 1;7
57;1.1.1.4.2.4;pro;"The rigorous test of the existence of ""free will"" require to consider the possibility of a supernatural, metaphysical or non-natural cause for human decisions. Thus, to avoid supernatural arguments for the existence of free will quenches any debate on free will.";['1', '0', '0', '1', '0']; 5;5
58;1.1.1.4.2.4.1;pro;"If there is a natural cause to your will, it is not ""free"".";['0', '0', '1', '0', '1']; ;6
59;1.1.1.4.2.4.2;con;Concepts such as 'supernatural' or 'not-natural' are meaningless. Either something exists or it does not exist. For example, fairies are not supernatural, they just don't exist.;['1', '0', '0', '0', '1']; 6;6
60;1.1.1.4.2.4.2.1;con;The verification principle deals only in the domain of materialism, and the original claim is regarding a proposed feature of consciousness. As consciousness itself is a meaningless concept by the yardstick of the verification principle, it is not an effective tool for discovery on the topic.;['0', '0', '0', '0', '0']; ;7
61;1.1.1.4.2.4.2.1.1;con;If conscience is deterministic, there should be evidence of processes that lead to decisions in that process, such as the chemical processes that go on in the brain.;['0', '0', '0', '0', '0']; ;8
62;1.1.1.4.2.4.2.2;con;"There are discrepancies in the ""exists/doesn't exist"" dichotomy proposed. Our physics paradigm is incomplete, and there are concepts that are mathematically necessary to our understanding of the universe that nonetheless cannot be verified by observation. Dark matter is one such concept.";['0', '0', '0', '0', '0']; ;7
63;1.1.1.4.2.4.2.2.1;con;There is a difference between evidence pointing to something that we currently don't understand (such as dark matter) and stuff that there is no evidence for (faeries).;['0', '0', '0', '0', '1']; 1;8
64;1.1.1.4.2.4.2.2.2;con;Dark matter is verified by observation (observation of galaxy clusters and of general gravitational patterns), just not by direct observation (of dark matter - whatever dark matter truly is).;['0', '0', '0', '0', '0']; 1;8
65;1.1.1.4.2.4.2.2.2.1;pro;Dark matter has been discovered by updated models of space distribution. This observation presents the opportunity for dark matter to exist. With near certainty we can prove this, sadly we have not created the proper technology required to directly observe this.;['0', '0', '0', '0', '0']; 1;9
66;1.1.1.4.2.4.2.3;con;'Not natural' is a broad concept, including non-obvious, artificial and non-described. Things that exist or not can be rightfully described as 'not natural'.;['0', '0', '0', '0', '0']; ;7
67;1.1.1.4.2.5;con;"If there is no empirically verifiable way of proving there is free will, then, according to the verification principle, free will as a concept is ""meaningless"" and cannot be meaningfully discussed.";['1', '0', '0', '1', '3']; ;5
68;1.1.1.4.2.5.1;pro;"Concepts of a high level of abstraction (""theories"") cannot be tested in a single experiment, however must be empirically supported by a set of experiments.";['0', '0', '0', '0', '0']; ;6
69;1.1.1.4.2.5.1.1;pro;"There is no single experiment that can prove by itself the paradigm of ""evolution"", neither of ""creation"" or other sets of theories explaining the origin of species.";['0', '0', '0', '0', '0']; ;7
70;1.1.1.4.2.5.1.2;pro;There is no single experiment to prove the theory of relativity by itself.;['0', '0', '0', '0', '0']; ;7
71;1.1.1.4.2.5.2;pro;Falsifiability is the defining characteristic that distinguishes science from pseudo-science. Falsifiability in wikipedia;['1', '0', '0', '0', '0']; ;6
72;1.1.1.4.2.5.3;con;The verification principle is self-refuting, for the verification principle itself is neither a tautology nor empirically verifiable.;['0', '0', '0', '0', '1']; ;6
73;1.1.1.4.2.5.4;con;Scientific experiments are not the only way to empirically verify a concept.;['0', '0', '0', '0', '1']; ;6
74;1.1.1.4.2.5.4.1;con;If there is another way, and it is independently recreateable then it will become part of science.;['0', '0', '0', '0', '0']; ;7
75;1.1.1.4.2.6;con;Science has shown determinism in all physical phenomena that make up human body and mind. This is reason enough to take a scientific view.;['0', '0', '0', '1', '0']; ;5
76;1.1.1.4.2.6.1;pro;The human brain is an organ which processes externally acquired information through bioelectrical and chemical signals. It's processes are extremely complex but deterministic.;['0', '0', '0', '0', '0']; ;6
77;1.1.1.4.2.6.2;con;Science has not proven that the mind is completely deterministic because while the brain is physical, the mind processes, considers, and weighs ideas, which are not physical and thus not bound to physically deterministic laws.;['0', '0', '0', '0', '0']; 6;6
78;1.1.1.4.2.8;con;Science is one avenue to discovering truth about the human condition, but certainly not the only one.;['0', '0', '0', '0', '0']; ;5
79;1.1.1.4.3;pro;Science cannot measure philosophical concepts like free will.;['2', '0', '0', '0', '0']; ;4
80;1.1.1.4.4;con;The existence of free will is not a question of values. It is a factual claim about the origins of people's choices. As such, it can be analyzed through empirical science.;['1', '1', '0', '2', '2']; ;4
81;1.1.1.4.4.1;con;The parent is not saying that the argument is one of values, they are saying that the only valuable arguments are those of logic, metaphysics, etc.;['0', '0', '0', '0', '0']; ;5
82;1.1.1.4.5;con;Current scientific knowledge is one-sided in its support for determinism (atoms, brain signals, evolutionary psychology, etc.).;['2', '0', '0', '0', '3']; 1;4
83;1.1.1.4.6;con;Respected fields such as analyzing buisiness incentives for example use a method that essentially ignores religous, demographic, ethical context, etc, taking into account only the incentives (and artifical consequenses estabished by the buisiness), and can accurately predict what the pattern of employee behavior will look like.;['1', '1', '0', '2', '0']; 8;4
84;1.1.1.5;con;Some scientific concepts and observations cannot be explained without the existence of free will.;['1', '0', '0', '0', '1']; 11;3
85;1.1.1.5.1;pro;"The multiverse theory implies that one's own eventual ""fate"" is governed entirely by the choices made by the individual. Destiny depends on free will.";['2', '0', '0', '0', '0']; 12;4
86;1.1.1.5.2;pro;The natural selection of some mental features through evolution suggests the existence of free will.;['2', '0', '0', '0', '0']; ;4
87;1.1.1.5.2.1;pro;The existence of doubt, reflection, and self criticism support the existence of agency. The existence of worry and anxiety support the existence of agency. There would be no evolutionary basis for these emotions if we were not able to select behavior from a variety of options.;['0', '0', '0', '0', '0']; 5;5
88;1.1.1.5.2.1.1;con;"Anxiety is triggered by certain kind of stimuli or thought like a spider or the thought of death. It's rather a mechanical psychic process, it'd rather be an argument against free will. Anxiety is triggered as a aversive stimuli when a nefarious stimuli is encountered to avoid it. It's rather in favor of a ""program line"" coded into the brain.";['0', '0', '0', '0', '0']; 2;6
89;1.1.1.5.2.2;pro;Pain would have no reason to exist if there were not free will. Pain teaches animals about certain kinds of dangers.;['1', '0', '0', '0', '0']; ;5
90;1.1.1.5.2.2.1;con;Pain is an intrinsic neurological response that serves to protect us from elements that cause physical and/or mental harm and as such serves as an instinctual survival trait. An animal's reaction to avoid pain is not proof that it has free will but is a conditioned response born from its experiential history.;['0', '0', '1', '0', '2']; ;6
91;1.1.1.5.2.2.2;con;Pain and aversive reinforcement are two component mechanisms of the system that makes our actions deterministic.;['0', '0', '0', '0', '1']; ;6
92;1.1.1.5.2.3;con;Evolution can be entirely deterministic and still work.  The weaker of the species always die out and the stronger thrive.  Computer simulation with fixed seeds show this.;['0', '0', '0', '0', '0']; ;5
93;1.1.1.6;con;Science can only help to understand the deterministic component of the brain. Tests and empirical evidence fails to test metaphysical theories.;['0', '1', '0', '0', '0']; ;3
94;1.1.1.6.1;con;Topics of metaphysical investigation include existence, objects and their properties, space and time, cause and effect, and possibility. Science is just human kind of incremental acquisition of understanding through observation of those things.;['0', '0', '0', '0', '0']; ;4
95;1.1.2;pro;There is no evidence that humanity is a special exemption from an otherwise universally deterministic universe.;['3', '3', '1', '7', '8']; ;2
96;1.1.2.1;con;There is currently very limited evidence that the actions of other species are deterministic.;['0', '0', '0', '0', '0']; ;3
97;1.1.2.2;con;Consciousness may be a unique human characteristic.  Consciousness is evidenced by all humans experiencing consciousness.;['2', '0', '0', '1', '0']; ;3
98;1.1.2.2.1;con;Free will's non-existence is not incompatible with consciousness.;['0', '0', '0', '0', '0']; 4;4
99;1.1.2.3;con;In a theistic universe, free will is plausibly the result of the interaction between an immaterial soul and the human brain. As half of this equation is immaterial, it is not subject to scientific investigation. Therefore, the lack of such evidence in a theistic universe is unsurprising.;['0', '1', '0', '0', '2']; ;3
100;1.1.2.3.1;pro;The relationship between the universe / world and the soul is unidirectional. While the soul can causally influence the body, the body and world cannot act upon the soul.;['0', '0', '0', '0', '0']; 8;4
101;1.1.2.3.1.1;pro;Souls are immaterial and immutable.;['0', '0', '0', '0', '0']; ;5
102;1.1.2.3.1.2;pro;Similar to a puppeteer is causal in the puppets action but the puppet cannot move the puppeteer.  In the case of the soul there is no physically scientifically observable string.;['0', '0', '0', '0', '0']; ;5
103;1.1.2.3.2;con;Anything that can be interacted with can be studied in science. At best, the lack of science scientific results in this area suggested there is no such thing as a soul.;['0', '0', '0', '1', '1']; ;4
104;1.1.2.3.3;con;No plausible interaction between an immaterial soul and a human brain has been described that would result in free will.;['0', '0', '0', '1', '0']; ;4
105;1.1.2.4;con;The universe is not deterministic at the atomic level.;['2', '0', '1', '0', '5']; 1;3
106;1.1.2.4.1;pro;This claim is supported by the Heisenberg Uncertainty Principle.;['1', '0', '0', '0', '1']; ;4
107;1.1.2.4.2;pro;As the macro-scale universe is a aggregation of micro-scale interactions, it follows that the macro-scale universe is similarly not deterministic.;['1', '0', '0', '0', '0']; ;4
108;1.1.2.4.3;con;There is no mix of determinism and indeterminism that allows for a coherent notion of free will;['0', '0', '0', '0', '0']; 4;4
109;1.1.2.4.3.1;pro;Choices made at random are no more free than those that are determined by prior events. No mixture of randomness and determination is equivalent to having free will.;['0', '0', '0', '0', '0']; ;5
110;1.1.2.4.4;con;It is a common misunderstanding about Quantum Mechanics that we can't have a deterministic theory. There are deterministic interpretations of QM. At the moment we only know we can't have a deterministic theory with locality.;['0', '0', '0', '0', '0']; 3;4
111;1.1.2.5;con;A supposed lack of evidence does not indicate that no evidence exists.;['1', '0', '0', '1', '1']; ;3
112;1.1.2.5.1;con;No, but it leaves the argument unsupported.;['0', '0', '0', '0', '1']; 1;4
113;1.1.3;pro;To have a truly ‘free will’, means to be free from external influence. If there exists any factor which originated outside of the individuals own mind, then it is a will bound by external factors/limitations.;['3', '0', '1', '1', '3']; 2;2
114;1.1.3.1;pro;Choices are based on the intrinsic nature of a person and their experiences. Neither of these are a person's choice. Therefore, a person's mechanism of choosing is the result of external factors entirely.;['3', '0', '3', '0', '2']; ;3
115;1.1.3.1.1;pro;If a person's actions cause them to change as a person, that change is still resultant of outside influences, since any action of a person results from external factors.;['0', '0', '1', '0', '0']; ;4
116;1.1.3.1.2;con;"The two factors ""intrinsic nature, and Personal experience"" are internal not external factors. The conclusion that the mechanisms are thus the result of external factors, does not follow logically.";['0', '0', '0', '0', '0']; 3;4
117;1.1.3.1.3;con;This argument suffers from the logical fallacy: Circular Reasoning. It assumes there is no third factor, namely free will, to prove that there is no free will.;['0', '0', '0', '0', '0']; ;4
118;1.1.3.1.4;con;This argument neglects that the intrinsic nature of a person may be to have choice in spite of their experiences.;['0', '0', '0', '0', '1']; 1;4
119;1.1.3.1.5;con;This is a strange claim insofar as it proports that choices do not have an effect on the nature and/or experiences of a person.;['1', '0', '0', '1', '0']; 25;4
120;1.1.3.1.5.1;pro;Niether Nature nor experience is intrinsically static.;['0', '0', '0', '0', '0']; 5;5
121;1.1.3.1.5.2;con;A person's nature and environment determines their choices. Even if the result of these choices further influences their nature, and consequently future choices, it still isn't because of some innate freedom of will. It's just a propagation of choices effecting future choices. If this were a proof by induction, it would be lacking a base case.;['0', '0', '0', '0', '0']; ;5
122;1.1.3.1.5.3;con;The natures of all people are static. An evil person cannot decide to be good, niether can a good person decide to be evil. And if you are somewhere inbetween, there you will stay forever.;['0', '0', '0', '0', '0']; 21;5
123;1.1.3.1.5.4;con;The claim in no way states that choices do not have an effect on a person.;['0', '0', '0', '0', '0']; 42;5
124;1.1.3.2;pro;No action can be the cause of itself, which is the foundational requirement for free will. Therefore free will cannot exist.;['0', '0', '0', '0', '2']; 2;3
125;1.1.3.2.1;con;Retrocausality is potentially possible in quantum physics.;['0', '1', '0', '0', '2']; 5;4
126;1.1.3.2.1.1;con;However, retrocausality still requires the same deterministic sequence of events to occur in series, regardless of which direction in time they are moving.;['0', '0', '0', '0', '0']; ;5
127;1.1.3.2.2;con;"""No action can be the cause of itself"" is an assumption, not a fact.";['2', '0', '0', '2', '0']; 1;4
128;1.1.3.2.2.1;con;As far as we know in physics, and quantum physics/string theory, nothing exists in and of itself without an apparent accompanying cause, except all of reality itself.;['0', '0', '0', '0', '1']; ;5
129;1.1.3.2.3;con;This means we are influenced by things, not that we don't have free will.;['1', '0', '0', '0', '4']; ;4
130;1.1.3.2.3.1;con;The concept of influence or manipulation in itself, implies somehow changing an outcome, which means if someone has made a choice (even if it was of their apparent own free will) and there has been an outside influence that contributed to them making that choice, then the choice was not entirely theirs. Or you could say that it was 'determined' by an outside factor.;['0', '0', '0', '0', '0']; 3;5
131;1.1.3.3;pro;We act out belief and are unable to control what we believe.;['0', '1', '0', '0', '1']; 2;3
132;1.1.3.3.1;pro;When presented with the right evidence, we have no choice but to believe what we believe (e.g. that 2+2=4 or that this screen is powered by electricity).;['0', '0', '1', '0', '0']; ;4
133;1.1.3.3.1.1;pro;Additionally, this argument extends much further into the realm of morality and philosophy. We are unable to change the pain or pleasure we feel for certain actions/things.;['0', '0', '0', '0', '0']; 1;5
134;1.1.3.3.1.2;con;People often hold on to an incorrect belief, even when presented with sufficient evidence to the contrary.;['0', '0', '0', '1', '0']; ;5
135;1.1.3.3.2;con;"Attention is not caused by or necessarily related to a previously ""attention thought"".";['1', '0', '0', '0', '0']; 15;4
136;1.1.3.3.2.1;pro;Attention can be both reactive and proactive.;['1', '0', '1', '0', '0']; 2;5
137;1.1.3.3.2.1.1;con;Claiming that attention is free is begging the question. The ways in which a person directs their attention could themselves be determined.;['1', '0', '0', '1', '0']; ;6
138;1.1.3.3.2.2;pro;"A person is pulled into attention, like a magnet, during a traumatic event. In other words, ""Traumatic Attention"" is viewed whether or not the witness wants to See/Participate, or not.";['0', '0', '0', '0', '1']; 1;5
139;1.1.3.3.2.2.1;pro;"""Techniques"" then must be created to learn how to properly ""view"" the ""traumatic attention"" or analyze the viewed data, before proper emotional responses are given.";['0', '0', '0', '0', '0']; ;6
140;1.1.3.3.2.2.1.1;pro;"Once the ""appropriate view"" is established, an appropriate reaction"" can be made.";['0', '0', '0', '0', '0']; ;7
141;1.1.3.3.2.3;con;Attention is a reflexive reaction to stimuli that we do not control (e.g. an explosion will catch your attention regardless of your will).;['0', '0', '0', '0', '0']; ;5
142;1.1.3.3.2.3.1;con;It is possible to desensitize oneself to reflexive responses.;['0', '0', '0', '0', '0']; 4;6
143;1.1.3.3.2.3.1.1;con;Desensitizing against one impulsive input would just shift attention to the next impulse. Desensitization to all inputs would undermine one's attention.;['0', '0', '0', '0', '0']; 6;7
144;1.1.3.3.2.4;con;It would still be determined that you teach them these techniques.;['1', '0', '0', '0', '0']; ;5
145;1.1.3.3.2.4.1;con;Nobody taught the first person. He learned through experience and observation (paying attention).;['0', '0', '0', '0', '0']; ;6
146;1.1.3.3.2.4.1.1;con;Besides the fact that there was not really a 'first' person, the experience and observation such a person would have gone through would still have been determined by forces outside their control (genes, environment, etc.).;['0', '0', '0', '0', '0']; ;7
147;1.1.3.4;pro;Unless a being is omnipotent, its will is restricted to a certain extent.;['2', '1', '0', '2', '1']; 4;3
148;1.1.3.4.1;con;The will has always been understood to exist with regards to available actions in any given situation, not omnipotency. Freedom does not have to be infinite to be freedom.;['0', '0', '0', '0', '2']; ;4
149;1.1.3.4.2;con;"Where there is existence there are consequences, therefore action is restricted. But restrictions on action do not restrict ""will"", even when the influence they have is strong.";['0', '0', '0', '0', '0']; 2;4
150;1.1.3.5;con;Just because a will is influenced by outside factors doesn't mean there is no element of choice. To some extent I can choose how I react to what I encounter in the world.;['2', '2', '2', '2', '7']; ;3
151;1.1.3.5.1;pro;"Social context, culture or the way one has been raised may influence moral 'truths' and decision making processes. However, this does not disprove at least some base elements of agency, ie; refraining from suicide.";['2', '0', '0', '0', '0']; ;4
152;1.1.3.5.1.1;con;Having agency isn't having free will. A decision to refrain from suicide is caused by outside factors - genes and environment- just like all other decisions we make.;['0', '0', '0', '0', '2']; ;5
153;1.1.3.5.2;pro;Humans create new knoweledge to solve problems. Because of this their influence is potentially endless and needs to be distinguished from other objects with the concept of free will.;['1', '0', '1', '0', '0']; 2;4
154;1.1.3.5.2.1;con;Being unpredictable by definition still does not grant an individual free will. Just because we cannot predict the outcome of a process doesn't mean that the process is not strictly determined.;['0', '0', '0', '0', '0']; ;5
155;1.1.3.5.3;con;But also, your choices will always depend on the social context, the way you've been raised, culture, so you cannot control them in an absolute manner. Realising or not, you opinion might have been shaped by some books you read or thoughts you heard;['0', '0', '0', '1', '1']; 1;4
156;1.1.3.5.4;con;An 'element of choice doesn't establish that a free will exists. Simply making decisions/choices is not the same making decisions/choices freely.;['1', '0', '0', '1', '2']; ;4
157;1.1.3.6;con;No person lives whose will was not influenced by externalites. But freedom of will is not the right or state of being left alone, rather it is the right to exercise ones faculties without being immediately destroyed.;['0', '1', '0', '0', '0']; ;3
158;1.1.3.7;con;Free Will does not require a lack of consequence. Otherwise there would only be free will in the realm of a lone conscience without any outside reality or existence.;['0', '0', '0', '0', '0']; ;3
159;1.1.3.8;con;External influence didn't limit your free will, it just put you in a position to choose something.;['0', '0', '1', '0', '0']; 3;3
160;1.1.3.9;con;Only if external factors alone determine a response is it bound by external factors.;['1', '1', '1', '1', '2']; ;3
161;1.1.3.9.1;con;All internal factors are determined by external factors.;['2', '0', '0', '0', '0']; ;4
162;1.1.4;con;Determinism based on physics doesn't support the common understanding of determinism, and doesn't stand in the way of free will.;['0', '0', '0', '0', '0']; 3;2
163;1.1.4.1;pro;"We think of dice as being random, and empirical observation confirms this.  We encounter probabilistic processes all the time in nature.  For all we know this probabilistic behavior goes ""all the way down"".";['0', '0', '0', '0', '0']; 1;3
164;1.1.4.2;pro;"Determinism based on physical causation inherits the philosophical doubt about causality expressed most famously by Hume: we can't in the end tell the difference between ""A causes B"" and ""A happens then B happens"".";['0', '0', '0', '0', '0']; ;3
