;Level;Stance;Claim;Votes;Comments;Depth
26;1.1.1.3.2.2.5;con;The revenues from the Crown Estate given to the Government are a historical trade-off that former King George III established: in exchange for an income, the monarch offered the government the management of royal land.;['0', '8', '1', '0', '1']; ;6
27;1.1.1.3.2.3;con;Such a move would necessarily privatize what is essentially state property, erasing public property for a one-time budget boost.;['0', '1', '2', '0', '2']; ;5
28;1.1.1.3.2.3.1;pro;Selling off everything might sound like a budget-boost. But due to free markets the actual sell value would probably be much lower, resulting in a diminishable boost on a country's budget.;['0', '0', '1', '0', '0']; ;6
29;1.1.3;pro;Unlike any other citizen, monarchs are often exempted from paying taxes.;['2', '6', '6', '7', '4']; 14;2
30;1.1.3.1;pro;King Willem-Alexander of the Netherlands receives a salary that is not taxed and does not have to pay gift or inheritance taxes.;['0', '0', '4', '7', '0']; ;3
31;1.1.3.1.1;pro;It is estimated that King Willem-Alexander will get a tax-free allowance of £4.9 million covered by taxpayers’ money in 2017.;['0', '0', '3', '8', '1']; ;4
32;1.1.3.1.2;con;The Dutch royal family has been obliged to pay taxes on their personal assets since 1973.;['0', '8', '2', '0', '0']; ;4
33;1.1.3.1.2.1;con;The Dutch royal family receives financial compensation for the tax they pay over their income from assets.;['0', '0', '2', '8', '0']; ;5
34;1.1.3.2;pro;King Harald V of Norway does not pay any tax on his wealth.;['0', '1', '4', '6', '0']; ;3
35;1.1.3.3;pro;The British Monarchy does not pay all the same taxes compared to regular citizens.;['1', '0', '1', '10', '0']; 7;3
36;1.1.3.3.1;pro;Unlike everybody else in the UK, the British monarchy is not legally bound to pay inheritance tax. It is one rule for the monarchs, and another rule for everybody else.;['0', '0', '2', '8', '2']; 5;4
37;1.1.3.3.1.1;con;The rationale behind this is that the Monarch is not able to work or trade and therefore is not able to “grow” their estate in the conventional ways many of us do throughout our lifetimes;['0', '0', '1', '0', '0']; ;5
38;1.1.3.3.1.2;con;This applies only to her direct successor, gifts left to other children or relatives will be taxed in the usual way;['0', '0', '1', '0', '0']; ;5
39;1.1.3.3.2;con;The Queen's income from Duchy Of Lancaster is taxed.;['0', '0', '0', '0', '1']; ;4
40;1.1.3.3.3;con;Prince Charles pays income tax on his income from the Duchy of Cornwall.;['0', '6', '5', '0', '2']; 2;4
41;1.1.3.3.3.1;con;The Queen and The Prince of Wales make voluntary payments instead of tax to compensate for their tax exemption. The are not legally obligated to do so.;['1', '0', '2', '8', '0']; ;5
42;1.1.3.3.4;con;The Queenhas always been subject to Value Added Tax.;['0', '0', '0', '0', '1']; ;4
43;1.1.3.3.5;con;Since 1993, Queen Elizabeth's personal income has been taxable as is the case for any other tax payer.;['0', '5', '6', '0', '2']; 7;4
44;1.1.3.3.6;con;The Queen pays Council Tax;['0', '0', '0', '0', '1']; ;4
45;1.1.3.3.7;con;The Queen and Prince Charles pay Capital Gains Tax;['0', '0', '0', '0', '1']; ;4
46;1.1.3.4;pro;In contrast, republics treat the presidents and prime ministers as regular residents for tax purposes and do not apply a highly preferential tax-free regime.;['0', '0', '3', '7', '1']; 19;3
47;1.1.3.4.1;pro;The monthly gross salary and residence allowance received by the president and the prime minister of France are subject to income tax.;['0', '0', '5', '5', '1']; ;4
48;1.1.3.4.2;pro;In most European countries, there are no specific laws exempting Head of States from income tax. Without a specific exemption, it means that they are taxed each year the same as regular citizens.;['0', '0', '1', '8', '1']; ;4
49;1.1.3.4.2.1;pro;The German and French Presidents do not enjoy any special tax benefits. (Pg.261);['0', '1', '2', '1', '0']; 2;5
50;1.1.3.4.3;pro;Tax breaks are extremely limited in republics but not in monarchies.;['0', '1', '2', '2', '1']; ;4
51;1.1.3.4.3.1;pro;The Royal Family of Belgium only pays tax on income from private sources. The civil list and the people who get allocations are exempt from tax. (Pg.256);['0', '1', '3', '1', '0']; 4;5
52;1.1.3.4.3.2;pro;The King, the Queen, the Crown Prince, and the latter's wife are exempt from taxation in Norway. (Pg.247);['0', '0', '4', '1', '0']; ;5
53;1.1.3.4.3.3;pro;In the Netherlands, the three persons who currently receive an allocation are exempt from paying tax on the allocations made for them in the budget. They are also exempt from traffic and inheritance tax. (Pg.252);['0', '1', '3', '1', '0']; ;5
54;1.1.3.4.3.4;pro;The Grand Duke and his family are exempt from private income tax and the wealth tax in Luxembourg. (Pg.260);['0', '0', '4', '1', '0']; ;5
55;1.1.3.4.3.5;pro;The Queen, the Prince Consort, the Queen’s sister, Crown Prince  and the Crown Princess are exempt from personal income tax and traffic taxes in Denmark. (Pg.257);['0', '0', '4', '1', '0']; ;5
56;1.1.3.4.3.6;con;The civil list beneficiaries of Sweden and Spain are not allowed any tax privileges. (Pg.259,245);['0', '1', '3', '1', '0']; ;5
57;1.1.3.4.3.6.1;pro;All members of the Spanish royal family are subject to taxation and annually submit Income Tax and Wealth Tax returns.;['0', '0', '3', '2', '0']; ;6
58;1.1.3.4.4;con;The Prime Minister of the UK is eligible for a 'prime ministerial expenses deduction' of £20,000 tax-free income, which no other citizen receives.;['0', '2', '9', '0', '0']; ;4
59;1.1.3.6;con;Belgium's royal family pays income and value-added tax.;['0', '2', '9', '1', '1']; ;3
60;1.1.4;pro;The cost of monarchy is attributable to costs such as the upkeep of buildings, the number of staff, official ceremonies, travels and security details.;['0', '4', '11', '3', '2']; 4;2
61;1.1.4.3;con;The buildings, staff, ceremonies, travel, and security details don't generally go away in a presidential-style democracy either.;['0', '1', '1', '8', '4']; 3;3
62;1.1.4.3.1;pro;Monarchies aren’t inherently more expensive than other forms of head of state.;['1', '0', '7', '3', '0']; 3;4
63;1.1.4.3.1.1;pro;The entire reign of Queen Beatrix of The Netherlands was cheaper than the money spent on the 2016 congressional and presidential election in the USA. The entire reign of Queen Beatrix was 3.762.000.000 euros ($4.429.002.600) and the US election a total of $6,444,253,265. And she brought in 148,5 billions of Euros of profit from trade.;['0', '0', '0', '0', '0']; 2;5
64;1.1.4.3.1.1.1;con;However, it is calculated that the Dutch royal family cost its citizens €41 millions in 2017. And considering all the costs, the average cost is around 30 million euros annually. In fact, nowadays, Dutch royals are the most expensive monarchy, surpassing the UK.;['0', '0', '0', '0', '0']; ;6
65;1.1.4.3.1.2;pro;The German president, which cost 25million euros in 2016, costs twice as much as the monarchies of Denmark, Sweden, Belgium, Luxembourg and Spain.;['1', '0', '6', '4', '1']; ;5
66;1.1.4.3.1.2.1;con;This should be looked at as a proportion of the country's tax revenue, rather than as a lump sum, as these countries vary greatly in size and economic wealth.;['0', '0', '1', '2', '1']; 4;6
67;1.1.4.3.1.2.1.1;pro;25 million euros is just 0.00002% of Germany's tax revenue in 2015.;['0', '0', '1', '1', '0']; ;7
68;1.1.4.3.1.2.1.2;pro;Germany's tax revenue for 2015 was 9 times higher than Denmark's, 6 times higher than Belgium's and Sweden's and 56 times higher than Luxembourg's.;['0', '0', '1', '1', '0']; ;7
69;1.1.4.3.1.3;pro;In 2013 the President of France cost taxpayers £91 million.;['0', '2', '7', '3', '0']; 4;5
70;1.1.4.3.1.4;pro;The Queen of the UK is the most expensive monarch in Europe but not the most expensive head of state. In 2013 the British Monarchy cost taxpayers £35.7 million.;['0', '4', '5', '2', '0']; ;5
71;1.1.4.3.1.4.1;con;That is only because the official figure for the cost of the British monarchy excludes a number of costs, including round-the-clock security, lavish royal visits and lost revenue from the Duchies of Lancaster and Cornwall. Considering all these extra costs, the British monarch is likely to be a more expensive Head of State.;['0', '0', '5', '5', '1']; 8;6
72;1.1.4.3.1.4.1.1;pro;Taxpayers are kept in the dark about the exact cost of the British monarchy, due to the royal household's exemption from the Freedom of Information Act and widespread misunderstanding about the nature of the royal family's finances.;['0', '0', '5', '4', '0']; 1;7
73;1.1.4.3.1.5;pro;In 2013 the Italian President cost the taxpayers £181.5 million.;['1', '0', '3', '7', '0']; ;5
74;1.1.4.3.1.6;con;Comparative research concludes that monarchs as heads of state are generally more costly, monarchies' budgets tend to be less transparent (and are therefore more difficult or impossible to compare) and have allocations to family members (Matthijs, p. 265).;['0', '0', '6', '4', '2']; 2;5
75;1.1.4.3.1.6.1;pro;Often members of the royal family are also entitled to an allocation or inclusion in the civil list (government payments to the head of state) in a monarchy. In republics, however, an allocation is only made to the President.;['0', '0', '2', '3', '1']; ;6
76;1.1.4.3.1.6.1.1;pro;Belgium and Denmark use a very extensive system of allocations and all the children of the head of state are entitled to an allocation. (Pg. 255, 257);['0', '0', '2', '3', '0']; ;7
77;1.1.4.3.1.6.1.2;pro;In the Netherlands, the regnant monarch and the crown prince are included in the civil list. There’s also a possibility of allocations to the former monarch and their spouse (Pg.249). A similar arrangement is also practised in Norway (Pg.247) and Luxembourg (Pg.259).;['0', '0', '2', '3', '0']; ;7
78;1.1.4.3.1.6.1.3;pro;A lump sum is set aside for the Royal Couple and Crown Prince and Princess in Spain and Sweden.(Pg.246, 258);['0', '0', '2', '3', '0']; ;7
79;1.1.4.3.1.6.2;pro;Some of the actual costs of the Spanish monarchy are included in other chapters of the state budget, making its true cost around €60 million (Matthijs, p. 247);['0', '0', '0', '0', '0']; 9;6
80;1.1.4.3.1.6.4;pro;Republics offer greater budgetary openness as compared to monarchies.;['0', '0', '2', '3', '1']; ;6
81;1.1.4.3.1.6.4.1;pro;Budgetary systems that merely specify sums of money are used in Belgium,Luxembourg, Denmark, Spain and Sweden. (Pg.255, 259, 257, 245, 258);['0', '1', '3', '2', '0']; 1;7
82;1.1.4.3.1.6.4.2;pro;In Germany, the federal budget presents the costs of the President in detail and makes a distinction between the costs for the office of the President and costs related to the administration of the head of state .The Federal Audit Office is responsible for the external auditing of the budget. (Pg.261);['0', '0', '3', '2', '1']; ;7
83;1.1.4.3.1.6.4.4;pro;All expenditure related to the presidency is consolidated in a single budget in France and discussed in the standing parliamentary commission for finance. A detailed overview of all the receipts and expenses that have to do with the functioning of the head of state are given by the French state budget and the audit of the accounts of the Presidency by France’s Court of Accounts. (Pg.262);['0', '0', '3', '2', '1']; ;7
84;1.1.4.3.1.6.4.4.1;pro;There is a strict distinction between the public and private expenditure of the President of France and the President bears his personal expenditure himself.;['0', '0', '3', '2', '0']; ;8
85;1.1.4.3.1.6.4.5;pro;The functioning of the head of state in republics is the subject of an annual report containing details about the presidential finances. There is a legal framework for this purpose in France and Germany. (Pgs. 262,261);['0', '0', '3', '2', '1']; ;7
86;1.1.4.3.1.6.4.5.1;con;Royal finances are also the subject of an annual report. This is the case in Norway, the Netherlands, United Kingdom, Sweden and Denmark. (Pg. 248, 252, 253,258, 257);['0', '1', '3', '1', '0']; ;8
87;1.1.4.3.1.6.4.5.1.1;con;The Grand Duchy of Luxembourg, Spain and Belgium do not publish annual reports related to royal finances. (Pg. 259, 245, 255);['0', '1', '4', '0', '0']; ;9
88;1.1.4.3.1.6.4.6;con;Greater budgetary openness is no guarantee or argument for being cheaper.;['0', '0', '0', '0', '0']; ;7
89;1.1.4.3.1.6.4.6.1;con;The question of the state's cost in democracies is not only about the cost itself, which differs greatly among countries, but the level of transparency, which is a key element in any democratic system.;['0', '0', '0', '0', '0']; ;8
90;1.1.4.3.1.6.4.6.2;con;Since state budgets in democracies are funded through taxes, it is imperative that citizens can know where and how is their money spent, regardless if more or less money is actually spent.;['0', '0', '0', '0', '0']; ;8
91;1.1.4.3.1.6.5;con;The research doesn't take the increase in GDP through monarchy into account. One can only say that a monarchy is more expensive when the net profits are lower than a republic.;['0', '0', '0', '0', '0']; ;6
92;1.1.4.3.1.6.6;con;The costliness of a government is no reason for its abolition.  Governments should be maintained if they are legitimate no matter the cost (imagine  a very expensive democracy). Most monarchies are indeed legitimate because monarchs have legitimate claims to ownership of the land they control.  Hence monarchies should not be abolished.;['0', '0', '0', '0', '0']; ;6
93;1.1.4.3.1.6.7;con;The  Swedish monarch's accounts, which was reported at 14.5million euros in 2013, are subject to the scrutiny of the Swedish Court of Audit (Riksrevisionen) and reports are provided each year that describe their finances in great detail.;['0', '0', '0', '0', '0']; ;6
94;1.1.4.3.1.6.8;con;The linked research clearly shows France being double as expensive compared to the most expensive monarchy (p. 264).;['0', '0', '0', '0', '0']; 7;6
95;1.1.4.3.1.7;con;It's not that monarchies are more expensive than other forms of government, but that the cost is in addition to the current government.;['0', '0', '0', '0', '1']; 6;5
96;1.1.5;con;For instance, the Spanish monarchy costs only around €8M (€0.17/person) a year, while the Catalan public TV costs over €300M (€6.38/person). States could reduce a lot of costs before abolishing monarchies. Besides, I believe a presidential republic is more expensive.;['0', '0', '0', '0', '0']; 3;2
97;1.1.6;con;Abolishing monarchies to save public money is useless, as some of the abolished monarchies still have a right to retain some income.;['4', '13', '2', '1', '1']; 8;2
98;1.1.6.1;pro;In Bavaria there is a fund that provides life stipends to former royals, besides the fact that they still retain ownership of various properties in the region (Lieb, p.28).;['0', '2', '7', '0', '0']; ;3
99;1.1.6.1.1;con;The Bavarian case is more an exception than the rule as most former royals (e.g. in Italy, Greece or Portugal) do not receive a stipend from their countries.;['0', '1', '2', '6', '1']; 6;4
100;1.1.6.1.1.1;pro;Until 2002, the Italian constitution even forbade male descendants of the House of Savoy from entering Italy.;['0', '0', '4', '4', '0']; ;5
101;1.1.6.1.1.2;pro;Although Greece’s former king Constatine has been able to return to his country, he was dethroned, stripped of his citizenship and his palaces and estates were expropriated. The European Court of Human Rights ruled that the Greek state had to compensate him in damages but only for a fraction of what he asked for.;['0', '0', '3', '5', '0']; ;5
102;1.1.6.2;con;Parliament could decide to legislate to avoid making payments to former royals.;['0', '1', '3', '5', '1']; ;3
103;1.1.7;con;The practicalities involved in abolishing the monarchy may be more costly than the cost of keeping things as they are.;['3', '3', '8', '4', '1']; 2;2
104;1.1.7.1;pro;They're not causing any problems, so there's no reason to go through the hassle of restructuring them and finding a new place for their family in society.;['1', '0', '2', '1', '0']; ;3
105;1.1.7.1.1;pro;Most European monarchies are still incredibly popular with their citizens, suggesting people do see a place for them in the 21st century. Clearly, they are not regarded as a significant democratic intrusion.;['0', '1', '1', '2', '0']; 4;4
106;1.1.7.1.1.1;pro;The British Monarchy has enjoyed a very high percentage of support for many decades, and republicanism seems to have never risen above 20%.;['0', '1', '5', '5', '0']; ;5
107;1.1.7.1.1.1.1;pro;75% of the British public believes the monarch has an important role to play in the country's future.;['0', '0', '0', '0', '0']; 1;6
108;1.1.7.1.1.1.2;con;The above linked source is possibly unreliable, since it's very pro-royal. yougov.co.uk claims that 23% of people in the UK don't believe the monarchy will be in place in 100 years' time, modest evidence that they may be seen as outdated or a thing of the past by that 23%.;['0', '0', '1', '1', '1']; ;6
109;1.1.7.1.1.2;pro;70% of Dutch were happy with the monarchy in 2016 (ipsos, p. 6);['1', '0', '7', '2', '0']; 11;5
110;1.1.7.1.1.3;pro;70% of Swedes support their monarchy as an institution.;['0', '1', '7', '2', '0']; ;5
111;1.1.7.1.1.4;pro;82% of Norwegians are in favour of keeping the monarchy.;['0', '1', '7', '2', '0']; ;5
112;1.1.7.1.1.5;pro;In a given country where the majority expresses approval for the monarchy, this institution should be maintained as that would be respecting the will of the people.;['0', '0', '0', '0', '0']; 1;5
113;1.1.7.1.1.5.1;con;Current European monarchies have a lack of democratic legitimacy because in a majority of these countries the apparent popularity of monarchy has only ever been measured in opinion polls, never in a formal referendum or election, which is the ultimate expression of democracy.;['0', '0', '0', '0', '0']; 18;6
114;1.1.7.1.1.5.1.1;pro;A referendum on the popularity or future of monarchy has never been held in Britain, Denmark, Holland, Spain, Sweden or the principalities of Liechtenstein and Monaco.;['0', '0', '0', '9', '1']; ;7
115;1.1.7.1.1.5.1.1.1;con;Referenda can be used in a manipulative way by authoritarian or populist politicians.;['0', '0', '0', '0', '0']; ;8
116;1.1.7.1.1.5.1.1.2;con;High popularity ratings suggest there is not a strong need to call an official referendum on the issue.;['0', '6', '3', '1', '1']; 15;8
117;1.1.7.1.1.5.1.1.2.1;pro;For example, the Danish royal family is supported by approximately 71% of the population and only opposed by approximately 15%, according to a 2016 survey.;['0', '0', '0', '0', '0']; 6;9
118;1.1.7.1.1.5.1.1.2.2;con;Opinion polls are consistently unreliable, and sample only a small part of the population. They cannot be considered proof of democratic consent to be subject to a monarchy.;['0', '0', '2', '7', '0']; ;9
119;1.1.7.1.1.5.1.3;con;If monarchies, in general, have not been legitimised through the urns, neither have many republics. One example is Portugal. None of the three republics that rose in the 20th century, in Portugal, were subject to referenda.;['0', '0', '0', '0', '0']; ;7
120;1.1.7.1.1.5.1.4;con;In Norway, the monarchy was endorsed and approved by a referendum. There was a landslide majority for monarchy and the royal house still enjoys a 81% approval in the people.;['0', '0', '0', '0', '0']; 2;7
121;1.1.7.1.1.5.1.5;con;A referendum was held in Luxembourg in 1919 to ask voters about their preferred form of government. A large majority pronounced itself in favour of keeping the monarchy (80%).;['0', '1', '8', '2', '0']; ;7
122;1.1.7.1.1.5.1.5.1;con;Since 2016, the left party Déi Lénk has petitioned for a new referendum so that citizens can decide if the monarch should be kept as the Head of the State or not.;['0', '5', '3', '0', '0']; ;8
123;1.1.7.1.1.5.1.6;con;"Democracy is not the only form of political legitimacy and it is fallacious to make the assumption that ""the will of the people"" is a meaningful or useful measure of selection of leadership.";['0', '0', '0', '0', '0']; ;7
124;1.1.7.1.1.5.1.6.1;pro;"A popular leader is not the same thing as a good leader or a useful leader; electoral history of modern democracies shows this time after time. What a person (or country) wants is not the same thing as what a person (or country) actually needs.";['0', '0', '0', '0', '0']; ;8
125;1.1.7.1.1.5.1.6.2;con;While democratic elected leaders in many countries may have not been the best politicians or have been corrupted or ineffective, authoritarian and totalitarian leaders, have been among the most atrocious leaders, in many cases responsible for wars and genocides.;['0', '0', '0', '0', '0']; ;8
126;1.1.7.1.1.5.1.6.2.1;con;Many authoritarian and totalitarian leaders came to power first through democratic means.;['0', '0', '0', '0', '0']; ;9
127;1.1.7.1.1.5.1.7;con;A referendum was held in Belgium in 1950 and the proposal of restoring Leopold III to the throne was approved by 57.68% of voters.;['0', '8', '2', '1', '0']; ;7
128;1.1.7.1.1.5.1.7.1;con;A referendum was held to give Belgians the option to decide whether King Leopold III could resume his royal powers and duties as King of the Belgians, yet they were not given the possibility to opt out of monarchy.;['0', '0', '3', '5', '0']; 11;8
129;1.1.7.1.1.7;con;The principle of a republic is that the population should be allowed to decide their head of state. This right to choose cannot be denied because of with popular support right now, as future voters may not wish to have a monarch as symbolic head of state. To provide ongoing consent, each head of state should be elected.;['0', '0', '4', '5', '1']; ;5
130;1.1.7.1.1.8;con;Many television shows and comedians are also popular with every day citizens. People are interested in that which is unusual and entertaining. Not every motivation is political.;['0', '1', '1', '2', '0']; ;5
131;1.1.7.1.1.10;con;Following the scandals of the Spanish royal family, support for the monarchy in Spain has fallen.;['0', '3', '6', '1', '0']; ;5
132;1.1.7.1.1.10.1;pro;The Spanish monarchy has been involved in a string of corruption scandals.;['0', '0', '7', '2', '1']; ;6
133;1.1.7.1.1.10.1.1;con;The fact that the Spanish monarchy has been involved in a string of corruption scandals whereas several Northern European monarchies have not suggests that monarchy is not the dependent variable in terms of varying corruption.;['0', '0', '0', '0', '0']; ;7
134;1.1.7.1.2;con;Cost is not the only reason for abolition.;['0', '0', '0', '0', '0']; 5;4
135;1.1.7.1.2.1;pro;The concept of democracy is in definite contrast to monarchy. Conceptually, while the first is a type of government that puts power in the hand of the nation’s people, the second bestows power in the hand of an individual.;['0', '0', '0', '0', '0']; ;5
136;1.1.7.1.2.1.1;pro;Monarchs are symbols of oppression as they acquired their status by violent and immoral means, and maintained it through violence and indefensible concentration of wealth and power.;['0', '0', '0', '0', '0']; 1;6
137;1.1.7.1.2.1.1.1;pro;A significant portion of the Crown Estate has its origins in the Norman conquest of the British Isles. William the Conqueror claimed all land in England as his own.;['0', '0', '0', '0', '0']; ;7
138;1.1.7.1.2.1.1.2;pro;When the British monarch held absolute power, he (or she) could claim any land he (or she) wanted from conquered territories. This land became the primary source of the Royal family's wealth.;['0', '0', '0', '0', '1']; ;7
139;1.1.7.1.2.1.1.2.2;pro;As a means of preserving its control over the land and wealth of Ireland, the British monarchy allowed for the summary execution, without trial, of inhabitants. People without feudal lords were particularly susceptible to such execution.;['0', '0', '0', '0', '1']; ;8
140;1.1.7.1.2.1.1.3;pro;The Netherlands, Belgium, Spain and the UK all have a colonial past that has contributed to their wealth and prosperity.;['0', '0', '0', '0', '0']; ;7
141;1.1.7.1.2.1.1.5;pro;Monarchs in some democratic countries only allowed democracy when confronted with plausible threats of violence or supported undemocratic regimes.;['0', '0', '0', '0', '1']; ;7
142;1.1.7.1.2.1.1.5.1;pro;The British aristocracy, including royals, and in particular Edward VIII, were sympathetic to the Nazi regime.;['0', '1', '0', '0', '1']; ;8
143;1.1.7.1.2.1.1.5.1.1;pro;It is believed that Edward VIII colluded with the Nazis to be made a “puppet monarch” in the event of an invasion.;['0', '1', '4', '5', '1']; 2;9
144;1.1.7.1.2.1.1.5.1.1.1;con;King Edward VIII is not representative of all kings and queens of the United Kingdom, neither he is of royal heads of state in general.;['0', '0', '0', '0', '0']; ;10
145;1.1.7.1.2.1.1.5.2;pro;The Spanish royal family was reinstalled by a fascist dictator: Franco.;['0', '0', '0', '0', '1']; ;8
146;1.1.7.1.2.1.1.5.2.1;pro;Many Spaniards still link monarchy with fascism, as General Francisco Franco had named Prince Juan Carlos de Borbón as his heir before his death.;['0', '0', '1', '1', '0']; 2;9
147;1.1.7.1.2.1.1.5.3;pro;Carol II of Romania supported the Nazi regime, passed anti-semitic legislation and evolved his government into a dictatorship.;['0', '1', '0', '0', '1']; ;8
148;1.1.7.1.2.1.1.5.4;pro;Alfonso XIII King of Spain supported Primo de Rivera’s dictatorship and sent his son (Juan, count of Barcelona) to fight in the Spanish Civil War alongside Franco's Nationalist side.;['0', '0', '1', '0', '1']; ;8
149;1.1.7.1.2.1.1.5.5;pro;Declassified documents and the undisclosed identity of the coup leader codenamed White Elephant, which some authors claim could have been former King Juan Carlos, suggest he was not in favour of democracy but actually supported the coup.;['0', '1', '0', '0', '1']; 6;8
150;1.1.7.1.2.1.1.5.6;con;Republics can be authoritarian too and they can sustain regimes that are opposed to democracy. All former European communist regimes were republican.;['0', '0', '0', '0', '0']; ;8
151;1.1.7.1.2.1.1.5.6.1;pro;Portugal was a republican dictatorship for nearly half a century, from 1926 up until 1974.;['0', '0', '0', '0', '0']; ;9
152;1.1.7.1.2.1.1.6;pro;The Spanish monarchy initiated, approved of, and maintained the brutal Spanish Inquisition.;['0', '0', '0', '0', '1']; ;7
153;1.1.7.1.2.1.1.6.1;con;But those monarchs are not the same ones as the ones alive today. The ones alive today cannot be proven to approve of the Spanish Inquisition. Thus this argument cannot be used against them.;['0', '0', '0', '0', '0']; ;8
154;1.1.7.1.2.1.1.7;pro;A significant portion of the wealth of the Spanish royal family has its origins in colonial exploitation of native peoples.;['0', '0', '0', '0', '1']; ;7
155;1.1.7.1.2.1.1.8;pro;The monarch can be a symbol of problems, bad behavior and moral decadence.;['0', '0', '0', '0', '0']; 5;7
156;1.1.7.1.2.1.1.8.1;pro;Under King James I, Catholic worship was prohibited and Catholic priests were hunted down and executed.;['0', '0', '0', '0', '0']; ;8
157;1.1.7.1.2.1.1.9;pro;An extended war known as the Reconquista propelled the collaboration between Christian kingdoms in the Iberian peninsula.;['0', '0', '0', '0', '0']; 8;7
158;1.1.7.1.2.1.1.10;con;Current EU monarchies get their status from inheritance and there is not a single bit of violence involved.;['0', '0', '0', '0', '1']; 1;7
159;1.1.7.1.2.1.1.10.1;con;However, in many cases their ancestors did resource to violence to keep power. Therefore, current monarchs are inheriting those positions through historical violence.;['0', '0', '0', '0', '0']; ;8
160;1.1.7.1.2.1.1.11;con;Every government maintains its status through violence and the concentration of wealth and power - a monopoly on violence is a defining trait of what a government is. That is therefore not enough to make monarchy particularly symbolic of oppression.;['0', '0', '0', '0', '0']; 2;7
