;Level;Stance;Claim;Votes;Comments;Depth
13;1.1.1.2.5.2.1;pro;"According to Howard Zinn, ""a radical historian,"" by implementing changes that facilitate social progress, such as racial desegregation, governments can create positive changes in public attitudes.";['0', '0', '0', '0', '0']; 3;6
14;1.1.1.2.5.2.2;con;Desegregation amid unfavorable public opinion posed safety threats to Black children.;['0', '0', '0', '0', '0']; ;6
15;1.1.1.2.5.3;con;Resistance and backlash from dissenters can cause governments to backtrack their decisions. Such a move can be detrimental to the concerned parties, which is what happened with the recriminalization of homosexuality in India.;['0', '0', '0', '0', '0']; ;5
16;1.1.1.2.5.4;con;In democracies, governments and representatives are elected based on the majority vote. Therefore, it is unlikely that elected governments will make decisions that are diametrically opposed to those of the public.;['0', '0', '0', '0', '0']; ;5
17;1.1.1.2.6;con;The government, especially the judicial branch, should be neutral and objective, rather than giving in to public opinion.;['0', '0', '0', '0', '0']; ;4
18;1.1.1.2.6.1;pro;In 2020, all major SCOTUS decisions were in line with public opinion, indicating that it is in some way adherent to social expectations.;['0', '0', '0', '0', '0']; 3;5
19;1.1.1.2.7;con;Even if the desired changes are unequivocally desirable, ethical, and justified, the public may lack the depth and breadth of knowledge that the government possesses to foresee and mitigate the unanticipated adverse consequences that could result from hastily implementing the required changes.;['0', '0', '0', '0', '0']; 3;4
20;1.1.1.2.7.1;con;"The government possessing knowledge does not always mean that they will act on it; sometimes public pressure is necessary for change to occur.";['0', '0', '0', '0', '0']; ;5
21;1.1.1.3;pro;The US is one of the world's most influential actors. If it were to officially recognize Palestine, it could serve as a powerful source of inspiration for other allies and nations to push harder for an independent Palestinian state.;['0', '0', '0', '0', '0']; 3;3
22;1.1.1.3.1;pro;By being the first major Western country to recognize Palestine, Sweden led the way for a number of others, including France, the United Kingdom, and Spain to do the same. US recognition could have an even more significant impact, given its international reputation.;['0', '1', '5', '9', '0']; 10;4
23;1.1.1.3.2;pro;"American influence in Palestine is expanding; in 2021, President Biden moved to restore relations with Palestinians by reestablishing economic development and humanitarian aid programs.";['0', '0', '0', '0', '0']; ;4
24;1.1.1.3.2.1;pro;"The Biden administration made it clear that it supports a ""mutually agreed two-state solution.""";['0', '0', '0', '0', '0']; ;5
25;1.1.1.3.3;con;The United States is too late to serve as an international role-model, given that 70.5% of nations already recognize Palestine.;['1', '2', '10', '3', '0']; 16;4
26;1.1.1.4;con;The ignorance of the American people could cause them to support unethical policies that could do more harm than good.;['1', '3', '2', '2', '1']; 32;3
27;1.1.1.4.1;pro;Studies from the 1990s indicate that Americans are less informed about foreign policy issues and world affairs than citizens of major European countries and Canada.;['0', '0', '0', '0', '1']; ;4
28;1.1.1.4.2;pro;Many Americans lack basic geographic knowledge about the world and especially the Middle East.;['0', '0', '0', '2', '0']; 4;4
29;1.1.1.4.2.1;pro;Americans are bad at geography in general, not just when it comes to the Middle East, because their school curricula do not give this subject much importance.;['0', '0', '0', '0', '0']; 17;5
30;1.1.1.4.2.2;pro;In a 2016 survey of American college students, seven out of ten were unable to properly identify Israel, despite the fact that it was highlighted on a map along with three other Middle Eastern countries.;['0', '0', '0', '0', '0']; ;5
31;1.1.1.4.2.2.1;pro;These numbers are persistent and represent not only students. As of 2006, three out of four Americans couldn't locate Israel or Iran on a map of the region. Two thirds couldn't find major theaters of US engagement like Iraq or major allies like Saudi Arabia.;['0', '0', '0', '0', '0']; 1;6
32;1.1.1.4.2.2.2;pro;"The map used in the survey had actually redrawn the border, removing the West Bank; the missing chunk should have been a strong clue as to which country was Israel.";['0', '0', '0', '0', '0']; 2;6
33;1.1.1.4.2.2.3;pro;Only half of the students were able to pinpoint countries of major relevance for US foreign policy like Iraq and Iran.;['0', '0', '0', '0', '0']; ;6
34;1.1.1.4.2.3;con;Most Americans cannot properly identify US states on a map. This does not mean that they should not have or share their opinions on current affairs happening in their own country.;['0', '0', '0', '0', '0']; ;5
35;1.1.1.4.2.4;con;Poor geographic knowledge does not necessarily translate into a lack of knowledge about the pertinent issues required to form informed opinions.;['0', '0', '0', '0', '0']; ;5
36;1.1.1.4.2.4.1;con;The Israel-Palestine conflict is a battle over geographic territory. Thus, it is unlikely that the average American with limited geographic knowledge about the Middle East can form an informed opinion over the territory dispute.;['0', '0', '0', '0', '0']; ;6
37;1.1.1.4.3;pro;Americans are particularly uninformed about the international aid provided by the US government.;['0', '0', '0', '0', '0']; 3;4
38;1.1.1.4.3.1;pro;"Only one in twenty Americans knows that the United States spends about 1% of its GDP on foreign aid; the average estimate is 26%.";['0', '0', '0', '0', '0']; 1;5
39;1.1.1.4.3.2;pro;Only a third of Americans have ever heard of USAid, their country's own organization for international development. Even among college graduates this number only increases to 54%.;['0', '0', '0', '0', '0']; 1;5
40;1.1.1.4.4;con;Nearly all Americans believe foreign policy is important enough to be taught in high school or college.;['0', '0', '0', '0', '0']; 3;4
41;1.1.1.4.5;con;Greater knowledge about foreign policy issues is unlikely to change public opinion, which is often rooted in sentiments rather than facts.;['0', '0', '0', '0', '0']; ;4
42;1.1.1.5;con;"While this is currently the case, public support for Israel has been increasing, while support for a Palestinian state is decreasing; given that the current margin in favor of a Palestinian state is small, it is likely to disappear in the future.";['0', '3', '10', '2', '1']; 2;3
43;1.1.1.5.1;con;Policies are not based upon expected future voter preferences, but current voter preferences. Given that, the US should recognise Palestine as a state since a majority of the population supports it.;['0', '1', '7', '6', '0']; ;4
44;1.1.1.6;con;"Two thirds of Americans sympathize more with Israel than with Palestine; only 15% think the other way around. This makes the recognition of Palestine against Israel's explicit preference hard to sell.";['0', '4', '10', '4', '2']; 7;3
45;1.1.1.6.1;pro;The vast majority of Republican voters sympathize more with Israel than with Palestine and do not consider a peaceful two-state solution viable. Politicians in Republican-dominated US politics have little to gain from defying this.;['0', '2', '8', '5', '0']; 5;4
46;1.1.1.6.2;pro;Almost half of all Americans - and a majority of Republican voters - believe that the Jewish people are God's chosen people. This makes policies perceived as going against Israeli interests hard to sell (p. 9).;['0', '1', '9', '4', '0']; ;4
47;1.1.1.6.3;pro;In the same vein, only a very small minority of 6% would like to see the Trump government lean towards the Palestinian side in this conflict.;['0', '6', '5', '3', '0']; ;4
48;1.1.1.6.3.1;con;This is only because the majority of voters want the Trump administration to lean towards neither side, so this does not indicate a general attitude of support for Israel.;['0', '3', '4', '7', '0']; ;5
49;1.1.1.6.4;pro;"The public attitude towards Israel gives American politicians little incentive to support positions that run counter to Israeli interests. In fact, support for Israel has been labeled as ""cheap talk,"" giving politicians large benefits with minimal risk (p. 20).";['0', '2', '6', '7', '0']; 6;4
50;1.1.1.6.5;con;Sympathising with Israel is not mutually exclusive to establishing a Palestinian state. The American public can blame Hamas for its aggressive actions but still believe that the Palestinian people deserve a state.;['0', '0', '6', '8', '2']; ;4
51;1.1.1.6.6;con;Surveys indicate that the American public would be in support of less amicable and supportive relations with Israel.;['0', '3', '8', '3', '0']; 4;4
52;1.1.1.6.6.1;pro;More than half of Americans believe that their government should abandon the principle of not openly criticizing Israel and its policies, as some demand.;['0', '0', '7', '7', '0']; ;5
53;1.1.1.6.6.2;pro;Almost half of all Americans support the unprecedented step of imposing sanctions on Israel in reaction to new settlements in Palestine (p. 21).;['0', '0', '0', '0', '0']; 4;5
54;1.1.1.6.6.3;pro;Six out of ten Americans believe that the United States gives too much or even far too much foreign aid to Israel.;['0', '3', '5', '6', '0']; ;5
55;1.1.1.6.6.4;con;However, less amicable and supportive relations are not the same thing as unilaterally recognising Palestine at the expense of American-Israeli relations.;['0', '0', '5', '9', '0']; ;5
56;1.1.1.7;con;Even if citizens desire an action to be taken, it may not be ethical for a government to deliver it.;['0', '0', '0', '0', '0']; 3;3
57;1.1.1.7.1;pro;This is particularly true when the desired action entails interference in the affairs of other countries.;['0', '0', '0', '0', '0']; ;4
58;1.1.1.7.1.1;con;Ironic, considering the United States is the country that most interferes with the internal affairs of other sovereign nations.;['0', '0', '0', '0', '0']; ;5
59;1.1.1.7.2;con;"Some governments are not motivated by ethical decision making; they are more concerned with optics and protecting their domestic priorities.";['0', '0', '0', '0', '0']; ;4
60;1.1.2;pro;Given that recognizing Palestine as a state will benefit the US, they have an obligation to act in the best interests of their citizens.;['1', '0', '0', '0', '0']; 42;2
61;1.1.2.1;pro;Recognition of Palestine could improve the image of the US in the Arab world.;['0', '0', '0', '0', '0']; 9;3
62;1.1.2.1.1;pro;As recognition of Palestine would be perceived as a step in opposition to Israel's stated interests, this is likely to be perceived positively throughout the Middle East.;['1', '2', '9', '3', '0']; 4;4
63;1.1.2.1.1.1;pro;"Few people in major Middle Eastern countries have positive opinions on Israel; they do not see the country as a contributor to peace and stability in the region, or view relations with Israel as important (pp. 5, 7, 8).";['0', '1', '7', '6', '0']; ;5
64;1.1.2.1.2;pro;The Palestinian conflict colors public perception of the US in the Arab world.;['0', '2', '5', '8', '1']; 5;4
65;1.1.2.1.2.1;pro;The citizens of major US allies including Saudi Arabia and Egypt, see the occupation of Palestinian territories as a highly problematic issue.;['0', '2', '5', '7', '0']; 6;5
66;1.1.2.1.2.1.1;pro;"Egyptians in particular believe that ""normalization with Palestine’s enemy is a betrayal of the Palestinian cause, which is central in Egyptians’ interests.”";['0', '0', '0', '0', '0']; ;6
67;1.1.2.1.2.1.2;pro;Recognizing Palestine could garner support for the US in these countries.;['0', '0', '0', '0', '0']; ;6
68;1.1.2.1.2.1.3;con;Given that the majority of the Arab world, including Saudi Arabia and Egypt, aren't democracies, the beliefs of private citizens are largely irrelevant compared to government priorities in regional security and economic interests.;['0', '0', '0', '0', '0']; 21;6
69;1.1.2.1.2.1.3.1;pro;Israel opened its first diplomatic mission in the United Arab Emirates (UAE) three months after it stopped bombing Gaza in 2015. The Gulf states have signed covert deals with the Israeli defence contractors to gain access to the IDF’s prized military technology. This is used to secure oil wells. Economic interests trump the demand for a Palestinian state.;['0', '0', '6', '8', '0']; 5;7
70;1.1.2.1.2.1.3.2;con;"The fact that these countries have backdoor relations with Israel indicates that these relations are important for their regional security and economic interests. Being able to establish a more open relationship is in their interests; these countries will therefore care about whether public opinion permits an open relationship.";['0', '7', '5', '2', '0']; 10;7
71;1.1.2.1.2.1.3.2.1;con;Pressuring Israel for a peace deal will likely alienate it as Israel does not want to recognise an independent Palestine. This risks destroying whatever gains have been made through backdoor and covert diplomacy.;['0', '5', '3', '6', '0']; ;8
72;1.1.2.1.2.1.3.3;con;Even dictatorships are receptive to popular will to some extent. Complete disregard for popular opinion always leads to instability.;['0', '1', '7', '6', '0']; 4;7
73;1.1.2.1.2.1.3.4;con;While it might be that popular perception is not as important for state actors to the extent that they are non-democratic, it still influences many other aspects of national relations, since a nation is far more than simply its state.;['0', '1', '8', '2', '0']; 7;7
74;1.1.2.1.2.1.4;con;A study found that people in Jordan, Lebanon, and Iraq ascribe little importance to the Palestinian issue.;['0', '1', '9', '4', '0']; 3;6
75;1.1.2.1.2.2;pro;Given the US's history of intense opposition to recognising Palestinian statehood, a decision this unprecedented and of this magnitude would have a massive impact on Arab perceptions of the US.;['0', '0', '0', '0', '0']; ;5
76;1.1.2.1.2.3;pro;In the Arab world, the Palestinian issue is predominantly responsible for the prevailing attitudes towards America.;['0', '2', '4', '7', '1']; 16;5
77;1.1.2.1.2.3.1;pro;All Arab countries recognise Palestine as a state.;['0', '0', '0', '0', '0']; ;6
78;1.1.2.1.2.4;con;The roots of anti-Americanism in the Arab world are far deeper than just the recognition of Palestine.;['0', '0', '0', '0', '0']; ;5
79;1.1.2.1.2.4.1;pro;US policies are largely responsible for anti-Americanism.;['0', '0', '0', '0', '0']; ;6
80;1.1.2.1.2.4.2;pro;Anti-Americanism is unlikely to immediately disappear from the Arab world, following formal recognition of Palestine.;['0', '0', '0', '0', '0']; 1;6
81;1.1.2.1.2.4.3;con;Though recognition of Palestine is a key issue and would improve the standing of the United States in the eyes of the Arab world.;['0', '0', '0', '0', '0']; ;6
82;1.1.2.1.2.5;con;The recognition of Palestine is not as crucial of a factor as some believe with regards to the public perception of the United States.;['0', '0', '0', '0', '0']; ;5
83;1.1.2.1.2.5.1;pro;"Perception of the United States has improved slightly in the Arab world; yet the official US government stance on Palestine has remained the same.";['0', '0', '0', '0', '0']; 3;6
84;1.1.2.1.2.6;con;US recognition would be unlikely to actually alleviate the plight of the Palestinian people, so anger at the US for perpetuating the conflict up to the present day would persist.;['0', '0', '0', '0', '0']; 2;5
85;1.1.2.1.3;pro;Recognizing Palestine would improve America's standing among the people of Palestine.;['0', '0', '0', '0', '0']; ;4
86;1.1.2.1.3.1;pro;Internal and external accords, laws, and policies require the US to intervene and improve the lives of Palestinians. Negative perceptions of the US among Palestinians can make this delivery of assistance and support more challenging.;['0', '0', '0', '0', '0']; ;5
87;1.1.2.1.3.2;pro;Palestine has many natural resources, which are currently being exploited by Israelis. Improving perceptions of the US among Palestinians could facilitate the establishment of businesses that benefit the local people (e.g., job creation) as well as the US economy.;['0', '0', '0', '0', '0']; ;5
88;1.1.2.1.3.3;con;The Palestinians know their side of the conflict is legitimate. Unless the US de-recognises Israel at the same time as recognising Palestine, it won't gain any particular credit from the Palestinians for recognising what is perceived by Palestinians as reality.;['0', '2', '0', '0', '0']; 7;5
89;1.1.2.1.3.4;con;America should not recognise Palestine, as even if their standing improves, it is less important than other outcomes.;['0', '0', '0', '0', '0']; ;5
90;1.1.2.1.3.5;con;Palestine has barely 4.5 million citizens and an economy the size of Burkina Faso's. It is hardly relevant for the United States as a partner or market.;['1', '0', '1', '0', '1']; ;5
91;1.1.2.1.4;pro;A favourable image of the US allows for a better relationship between the US and Arab countries to form, which could lead to better trade agreements and intelligence sharing.;['0', '3', '4', '7', '0']; 2;4
92;1.1.2.1.4.1;pro;The US conducts operations in several countries in the Middle East, which they could do more easily if Arab countries had a more positive image of the US. Willingness to help and cooperate would likely be higher if the attitude towards the US were more positive.;['0', '0', '4', '10', '0']; 8;5
93;1.1.2.1.4.1.1;pro;In their operations in Iraq, the US military relied heavily on assistance from local translators. The willingness of translators to cooperate, and of the local population to tolerate people who cooperate with the US military, was dependent on public perception of the US.;['0', '2', '1', '10', '0']; ;6
94;1.1.2.1.4.2;con;"If there are pragmatic benefits to be gained through cooperation, Middle Eastern states will cooperate with the US regardless of ""perception"" of the US' morality as an actor.";['0', '4', '6', '4', '0']; ;5
95;1.1.2.1.5;con;Any improvement of America's reputation in the region will be limited as the Israel-Palestine question is only one of many issues that determine how America is seen.;['0', '3', '6', '6', '0']; 25;4
96;1.1.2.1.5.1;pro;The US has a track record of military interventions in the Middle East which have negatively shaped perceptions.;['0', '0', '4', '10', '1']; 2;5
97;1.1.2.1.5.1.1;pro;The violence and death caused as a result of these military interventions leads to resentment towards the US.;['0', '0', '1', '12', '0']; 7;6
98;1.1.2.1.5.1.1.1;pro;News coverage of massacres or collateral murder, such as the Baghdad airstrikes in 2007, antagonizes bystanders and supports radical thinking against the US.;['0', '0', '6', '7', '0']; 2;7
99;1.1.2.1.5.1.1.2;con;American interference in the region is generally not seen by public opinion as one of the most severe obstacles to peace and stability in the region - not even in countries directly affected by it like Iraq (p. 11).;['0', '1', '4', '0', '0']; 6;7
100;1.1.2.1.5.1.2;pro;The presence of US soldiers alienates the local population.;['0', '2', '2', '9', '0']; ;6
101;1.1.2.1.5.1.2.1;pro;The habits of US soldiers radicalize some locals as they drink alcohol and behave outside social norms, as was observed in Saudi Arabia.;['0', '3', '3', '7', '0']; ;7
102;1.1.2.1.5.1.2.2;pro;US military bases and soldiers are a magnet for terrorist attacks, risking the lives of those nearby. In the 1990s, the base in Saudi Arabia was moved because of this.;['0', '1', '4', '8', '0']; ;7
103;1.1.2.1.5.1.3;pro;A military presence is interpreted by some as an all out war against Islam. For individuals that link their identity to Islam, this can be seen as an attack on themselves.;['0', '0', '3', '10', '0']; ;6
104;1.1.2.1.5.2;pro;Negative stereotypes about Westerners as 'selfish', 'violent' or 'greedy' help to perpetuate Anti-Americanism.;['0', '0', '11', '1', '0']; ;5
105;1.1.2.1.5.3;pro;The US supports corrupt autocracies in the region and thus fuels anti-Americanism (p. 9).;['0', '0', '7', '7', '1']; 6;5
106;1.1.2.1.5.3.1;pro;In non-democratic countries supported by and allied with the US, such as Iraq, the United Arab Emirates and Jordan, the lack of representative government is seen as the primary obstacle to peace and stability in the region (p. 11).;['0', '0', '6', '8', '0']; ;6
107;1.1.2.1.5.4;con;Surveys show that American culture and political values are generally seen as positive, whereas American policies in the Middle East evoke opposition - with the policies towards Palestine being among the prime sources (p. 15).;['1', '0', '5', '8', '1']; 1;5
108;1.1.2.1.6;con;Any benefit to US-Arab relations would be negligible at best and at worst it would be seen as a betrayal of one of their key regional allies, Israel.;['0', '1', '0', '1', '0']; 6;4
109;1.1.2.1.6.1;pro;Israel's enemies around the world (including Hamas and the PA) will not be pacified by recognition, or even the creation of a Palestinian state - only by the destruction of the Jewish one.;['0', '1', '0', '1', '0']; 6;5
110;1.1.2.1.6.1.1;pro;Hamas and other vocal enemies of Israel could hardly sell more amicable relations to their domestic audiences and supporters after decades of hateful rhetoric towards Israel and threats of destruction.;['0', '1', '0', '0', '1']; ;6
111;1.1.2.1.6.2;pro;US allies in the Middle East are more concerned about their own socio-economic conditions and security than about Israel.;['0', '1', '0', '1', '0']; 7;5
112;1.1.2.1.6.3;con;America shouldn't be concerned about the reaction in Israel.;['0', '0', '0', '1', '0']; 11;5
113;1.1.2.1.6.3.1;pro;Israel does not behave as an ally to the United States.;['0', '0', '1', '0', '0']; ;6
114;1.1.2.1.6.3.1.1;pro;Israel has a history of spying on the US, the most notable example being espionage by the ex-intelligence analyst Jonathan Pollard.;['0', '0', '1', '0', '0']; ;7
115;1.1.2.1.6.3.1.2;pro;Israel's diplomatic efforts against the most important multilateral deal led by Obama were not consistent with an alliance.;['0', '0', '1', '0', '0']; ;7
116;1.1.2.1.6.3.1.3;pro;The Israeli Prime Minister went to the US congress to undermine the President of the United States.;['0', '0', '0', '1', '0']; ;7
117;1.1.2.1.6.3.2;pro;While one might expect one of America's closest allies to play a supportive role in times of conflict, Israel has been a strategic burden in the past.;['0', '0', '1', '0', '0']; 11;6
118;1.1.2.1.6.3.2.1;pro;During the Gulf War in 1990-1991, the US government had to intentionally prevent Israel from joining the coalition against Iraq because its participation might have led to more Arab support for Iraq or possibly even have caused some Arab countries to leave the coalition altogether.;['0', '0', '0', '0', '0']; 1;7
119;1.1.2.1.6.3.2.2;con;This singular instance from a quarter of a century ago is hardly representative of the United States' relationship with Israel as a whole.;['0', '0', '1', '4', '0']; ;7
120;1.1.2.1.7;con;Some nations in the Arab League have diplomatic ties with both the US and Israel.;['0', '0', '0', '0', '0']; ;4
121;1.1.2.1.7.1;pro;Egypt's relations with Israel are the best they have been in history.;['0', '0', '0', '0', '0']; 18;5
122;1.1.2.1.7.1.1;pro;Israel and Egypt cooperate on regional security concerns such as Hamas and terrorist groups in the Sinai peninsula.;['0', '0', '0', '0', '0']; 1;6
123;1.1.2.1.7.1.1.1;pro;Since al-Sisi came to power in 2013, security cooperation between Egypt and Israel has reached unprecedented levels.;['0', '0', '0', '0', '0']; ;7
124;1.1.2.1.7.1.1.1.1;pro;Increased ISIS attacks in the Sinai peninsula have forced Israel and Egypt to cooperate more closely.;['0', '0', '0', '0', '0']; ;8
125;1.1.2.1.7.1.1.2;con;While that may have been true in the past, more recently Egypt has actually sought to improve relations with Hamas in order to secure the Sinai peninsula.;['0', '0', '0', '0', '0']; ;7
126;1.1.2.1.7.1.1.2.1;pro;Hamas officials are regularly invited to Egypt and the two keep communication channels open.;['0', '0', '0', '0', '0']; ;8
127;1.1.2.1.7.1.2;pro;Egypt's calls for peace between Israel and Palestine is widely considered one of the most likely solutions to resolve the conflict.;['0', '0', '0', '0', '0']; 4;6
128;1.1.2.1.7.1.2.1;pro;Egypt is putting pressure on both sides to broker a long-term peace deal.;['0', '0', '0', '0', '0']; ;7
129;1.1.2.1.7.1.2.2;pro;"Egypt was largely responsible for brokering peace in the ""Sword of Jerusalem"" vs. ""Guardian of the Walls"" conflict in 2021.";['0', '0', '0', '0', '0']; ;7
130;1.1.2.1.7.1.3;pro;Egypt is Israel's closest regional partner.;['0', '0', '0', '0', '0']; ;6
131;1.1.2.1.7.1.3.1;pro;Egyptian officials held a number of meetings with Israeli businessmen in 2021, showing their relationship is growing even stronger.;['0', '0', '0', '0', '0']; ;7
132;1.1.2.1.7.1.4;pro;Historically, Egypt permitted flights to Tel Aviv under a one-plane airline called Air Sinai, which did not bear the Egyptian flag. In March 2021, they announced that EgyptAir would absorb Air Sinai and that Tel Aviv-Cairo flights would be tripled.;['0', '0', '0', '0', '0']; ;6
133;1.1.2.1.7.1.5;con;Despite the close government relationship with Israel, the Egyptian people are wholly against normalizing ties with Israel.;['0', '0', '0', '0', '0']; ;6
134;1.1.2.1.7.2;pro;In 2020, four Arab League nations, the United Arab Emirates, Sudan, Bahrain, and Morocco, signed agreements to normalize ties with Israel.;['0', '0', '0', '0', '0']; ;5
135;1.1.2.1.7.2.1;con;The 2020 agreements between Arab nations and Israel were less about the latter, or peace in the region, and more regarding the benefits, and political and militaristic favors offered by the United States.;['0', '0', '0', '0', '0']; ;6
136;1.1.2.1.7.3;pro;There exists a 'moderate axis' of Middle Eastern nations, including Egypt, Turkey, Saudi Arabia and several of the Gulf states, as well as Jordan, that have offered Israel a wide margin of flexibility to pursue the war on Hamas. Public calls for peace are accompanied by backdoor diplomacy.;['0', '0', '0', '0', '0']; 19;5
137;1.1.2.1.7.3.1;pro;These nations perceive Hamas to be an Islamist threat that could destabilise their own countries. Iran's support and funding of Hamas has effectively made these nations prioritise the destruction of the group over the recognition of a Palestinian state.;['0', '0', '5', '8', '0']; 10;6
138;1.1.2.1.7.3.2;pro;The Gulf states fear Hamas' link with the Muslim Brotherhood, which they believe is backed by Iran.;['0', '0', '5', '9', '0']; ;6
139;1.1.2.2;pro;"The negative perception of Israel's defiance of international law, occupation of Palestinian territories and military engagements with surrounding countries, reflects poorly on the US as the ""principal enabler"" of this behavior.";['1', '3', '5', '7', '2']; 34;3
140;1.1.2.2.1;pro;"Surveys from countries like Britain show Israel's unpopularity. Among non-European countries, British people feel more unfavorable only towards North Korea; even Iran is perceived as more favorably than Israel (pp. 10-11).";['0', '2', '6', '6', '0']; ;4
141;1.1.2.2.2;pro;Recognizing Palestine, and thus taking a more moderate stance on the conflict, would serve to dissociate the US from Israel's actions.;['0', '1', '5', '8', '0']; ;4
142;1.1.2.2.3;pro;About as many Germans hold a negative opinion about Israel as a positive one. The most common attributes associated with Israel by the majority of Germans are ruthlessness and aggressiveness (p. 31).;['0', '0', '0', '0', '0']; 3;4
143;1.1.2.2.4;pro;Recognition of Palestine would undermine the belief that the US only respects international rules and UN institutions when it can take advantage of them.;['0', '0', '0', '0', '0']; 4;4
144;1.1.2.2.4.1;con;In light of other actions taken by the US, recognising Palestine will not convince anyone that the US respects international law when it does not benefit itself.;['0', '0', '0', '0', '0']; 4;5
145;1.1.2.2.4.1.1;pro;The US has prevented an investigation of alleged war crimes by the US Army in Afghanistan.;['0', '0', '0', '0', '0']; ;6
146;1.1.2.2.4.1.2;pro;Former US President Donald Trump declared that Israel and other allies should be immune to the ICC, and threatened the ICC with sanctions should they go ahead with investigations.;['0', '0', '0', '0', '0']; ;6
147;1.1.2.2.4.1.3;con;That the US has not recognized the legitimacy of other national or international courts does not mean that it should not. Indeed, the treaties and conventions that have established International Law are in principle binding on the US.;['0', '0', '0', '0', '0']; 3;6
148;1.1.2.2.5;con;National interests often override potential public relations damage, otherwise the US would not have supported regimes that are far worse and more unpopular than Israel.;['0', '3', '5', '6', '0']; 7;4
149;1.1.2.2.6;con;Given the long history of the US providing unwavering support for Israel, one largely symbolic move by a single administration wouldn't substantially affect the international perception of the country.;['0', '1', '7', '3', '0']; ;4
150;1.1.2.2.7;con;Negative perceptions of Israel do not exist in a vacuum, so they should be taken with a grain of salt.;['0', '3', '3', '1', '0']; 4;4
151;1.1.2.2.7.1;pro;"Some believe that, as the international media tends to assign blame for the region's conflict primarily to Israel, it has become ""an amplifier for the propaganda"" of radical Palestinian forces.";['0', '3', '3', '1', '0']; ;5
152;1.1.2.2.7.1.1;pro;Some evidence demonstrates that American television stations and newspapers are biased in their reporting on the Israel-Palestine conflict by casting Israel as the sole aggressor (pp. 113-114).;['0', '0', '0', '0', '0']; ;6
153;1.1.2.2.7.1.2;pro;Reporting by Al-Arabiya and Al-Jazeera often casts Palestinians as victims and Israelis as aggressors. Palestinian perspectives and suffering are emphasized over the Israeli experience (p. 16).;['0', '0', '0', '0', '0']; 3;6
154;1.1.2.2.7.1.3;con;Previous research that decries media coverage of Israel and Palestine was conducted by a group connected with American Israel Public Affairs Committee (AIPAC) - the country's largest pro-Israel lobbying group. Its publications should be seen as agenda-driven.;['0', '0', '0', '0', '0']; ;6
155;1.1.2.2.7.2;pro;Negative views of Israel don't stem solely from their defiance of international law, but also from widespread anti-Semitism. Due to the link between anti-Semitism and negative perceptions of Israel, the U.S should not be guided by the latter.;['0', '0', '0', '0', '0']; 16;5
156;1.1.2.2.7.2.1;pro;Given their history of allyship and common interests, the US will continue to maintain close ties with Israel regardless of whether it recognizes Palestine. Therefore, recognizing Palestine as a state is unlikely to change any reputational damage that the US suffers from its association with Israel.;['0', '3', '7', '1', '0']; 17;6
157;1.1.2.2.7.2.2;pro;"Negative attitudes towards Israel often function as ""communicational detours"" to bypass norms against expressing anti-Semitic views.";['0', '0', '7', '5', '0']; 17;6
158;1.1.2.2.7.2.3;con;US recognition of Palestine will be perceived not just as a dissociation from Israel's actions towards their neighbour, but also as a general repudiation of Israel as an actor. Even if negative perceptions of Israel are based on anti-Semitism, the US's image will improve.;['0', '0', '0', '0', '0']; 2;6
159;1.1.2.2.7.3;con;An analysis of 33,000 New York Times articles featuring Israel found that the newspaper often cast Israel in a favorable light.;['0', '0', '0', '0', '0']; ;5
