;Level;Stance;Claim;Votes;Comments;Depth
17;1.1.6.1.1;con;If there are no women in the sport, the cause of that should be questioned. It may be driven by hostility of the sport towards women, or a lack of opportunities being provided to women to participate.;['0', '1', '3', '4', '0']; ;4
18;1.1.7;con;Other male-dominated sports, such as American football, are not prohibited.;['0', '5', '8', '8', '6']; 12;2
19;1.1.7.1;pro;In the same vein, some disciplines are widely accepted to include only women, for example Synchronised Swimming and Rhythmic Gymnastics at the Olympics.;['1', '7', '7', '5', '0']; ;3
20;1.1.7.1.1;con;There is an increasing movement to establish male leagues in each of these sports.;['0', '0', '5', '4', '0']; ;4
21;1.1.7.1.1.1;pro;Indeed, in the case of sychronised swimming, men were equally involved at its onset, before the genders were separated for modesty reasons, and lack of participant interest in the male league led to its collapse.;['0', '1', '4', '3', '0']; ;5
22;1.1.7.2;con;American football has recently seen the first female player on an otherwise male team an college level.;['0', '0', '0', '0', '0']; ;3
23;1.1.7.3;con;Perhaps they should also be banned, if they are similarly reinforcing harmful gender stereotypes.;['2', '2', '2', '3', '1']; 7;3
24;1.1.7.4;con;Male-dominated sports are flexible in allowing women. Even in countries like Iraq, women and girls are training to be wrestlers. Women's boxing was included as an event in the 2012 Olympics.;['0', '0', '0', '0', '0']; 10;3
25;1.1.8;con;Male-dominated sports have been captured by women and been transformed into a tool to fight gender stereotypes.;['0', '13', '7', '2', '1']; ;2
26;1.1.8.1;pro;Those who are the first women in a male-dominated sport, such as Jackie Mitchell in baseball, act to inspire future generations of women.;['0', '10', '8', '3', '0']; ;3
27;1.1.8.1.1;con;Sports such as baseball do not rely on inherently violent or otherwise morally problematic activities. This is why trailblazers can inspire future generations. But there is nothing inspiring about being the first to engage in violent or otherwise immoral acts.;['0', '0', '0', '0', '0']; ;4
28;1.1.8.2;pro;Gender marking, e.g. a different visual representation of women and men, is not present in the fight of female bullfighter Cristina Sanchez.;['0', '0', '0', '0', '0']; ;3
29;1.1.8.3;pro;Mexican bullfighter Karla de los Angeles aims to perform well in order to eradicate sexism in bullfighting.;['0', '9', '9', '2', '1']; ;3
30;1.1.8.4;con;Female bullfighters often complain about fighting sexism within bullfighting circles, in addition to fighting bulls.;['0', '1', '6', '13', '0']; 24;3
31;1.2;pro;Bullfighting is overly dangerous for participants and spectators.;['6', '16', '21', '19', '24']; 12;1
32;1.2.1;pro;In various cases, spectators have been seriously injured during bullfights.;['1', '6', '9', '8', '3']; 12;2
33;1.2.1.1;pro;In 2015, a bull jumped over a barrier during a bullfight in Peru and injured at least four people.;['0', '4', '8', '9', '0']; ;3
34;1.2.1.2;pro;In 2010, a bull escaped the ring during a bullfight in northern Spain and injured more than 40 spectators.;['0', '2', '8', '10', '0']; ;3
35;1.2.1.3;pro;In 2014, a bull managed to jump over a fence in a bullring in Mexico City and injured at least one person.;['0', '4', '9', '8', '0']; ;3
36;1.2.1.4;pro;In 2006, a bull jumped into the stands of Mexico City’s most famous bullring and injured several spectators.;['0', '3', '9', '9', '0']; ;3
37;1.2.1.5;con;These instances may be a reason for better safety precautions but not for an outright ban.;['2', '3', '10', '5', '1']; ;3
38;1.2.1.5.1;pro;Better, stronger barriers could be built to help protect spectators.;['0', '0', '0', '0', '0']; ;4
39;1.2.1.5.2;pro;Following the Le Mans disaster, car racing underwent substantial reform to stop similar incidents in the future.;['1', '4', '3', '0', '0']; ;4
40;1.2.1.5.2.1;con;After the 1955 Le Mans accident, some sponsors and participants imposed a voluntary ban on themselves, such as Mercedes.;['0', '1', '2', '4', '0']; ;5
41;1.2.1.5.3;pro;Following the Bradford City fire, sports stadiums in the UK were regulated to prevent future fires or deaths in such incidents.;['3', '3', '1', '1', '0']; ;4
42;1.2.1.5.3.1;con;"The Bradford City fire was a fire entirely unrelated to the match or the sport, the issue was simply building standards. Regulating the construction of a building is a simple task, ensuring that spectators are sufficiently fenced off from a panicked, 600-odd-kilo animal is not, at least without removing them so significantly from the ""action"" that bullfights would be functionally unwatchable live.";['0', '1', '2', '4', '0']; ;5
43;1.2.1.5.3.1.1;pro;It would be roughly as reasonable to claim that the Theatre Royal disaster means that theatre is unsafe, or that the Bethnal Green disaster means that stairs are death-traps.;['0', '2', '4', '2', '0']; ;6
44;1.2.1.5.4;pro;Fatal accidents in American ice hockey have not resulted in calls for banning the events, merely for better measures to protect spectators from stray pucks.;['0', '0', '4', '8', '0']; ;4
45;1.2.1.5.4.1;con;It is easier to stop a small inanimate object from leaving a playing field than a half-tonne panicked animal.;['0', '0', '4', '2', '1']; ;5
46;1.2.2;pro;Professional and non-professional bullfighters suffer severe injuries and sometimes even death.;['1', '3', '8', '14', '5']; 15;2
47;1.2.2.1;pro;In 2013, there were at least 47 injuries in 661 bullfights. This amounts to an injury in 7% of the fights.;['0', '2', '6', '13', '0']; 4;3
48;1.2.2.1.1;pro;Many of the injuries are gruesome to watch, as they usually involve someone being stabbed by the bull's horns.;['1', '3', '11', '5', '1']; ;4
49;1.2.2.2;pro;In any reasonable sport, death should not occur except in the rarest of circumstances. Bullfighting makes the news every year for people having died by goring, trampling or some other gruesome means.;['0', '0', '0', '0', '0']; 1;3
50;1.2.2.3;pro;Bullfighting carries a considerable risk of serious, life-threatening injuries.;['0', '2', '8', '10', '1']; ;3
51;1.2.2.4;pro;The total number of casualties in 2015, one of the highest in years, was 13 deaths. And since 2000, 74 people have died in bullfighting incidents.;['0', '0', '8', '12', '1']; 14;3
52;1.2.2.5;con;In July 2016, the bullfighter Victor Barrios was the first to die in the ring since 1985. Therefore, the practice went 31 years without a single dead professional bullfighter in Spain.;['0', '4', '8', '9', '2']; 2;3
53;1.2.3;pro;There is an upper limit on the amount of harm that the government should allow people to expose themselves to in the course of employment or leisure.;['2', '2', '16', '5', '2']; 2;2
54;1.2.3.1;pro;Employment can be a coercive factor in decision-making, particularly for the economically vulnerable.;['2', '9', '5', '6', '0']; ;3
55;1.2.3.1.1;pro;If someone takes a job on account of economic pressures, the state should not let them risk their life in the course of their employment.;['0', '0', '0', '0', '0']; ;4
56;1.2.3.1.2;con;Bullfighting schools are relatively expensive. It is unlikely that the economically vulnerable will become bullfighters.;['0', '3', '3', '9', '6']; ;4
57;1.2.3.1.2.1;con;One could attend bullfighting school at a time when they have money to do so, but this does not mean that they will always have the economic freedom to make rational decisions.;['0', '0', '0', '0', '0']; ;5
58;1.2.3.1.2.2;con;Scholarships exist for matador schools.;['0', '0', '0', '0', '0']; ;5
59;1.2.3.2;pro;The risk and danger are an integral form of what makes bullfighting appealing as an art form. This cannot be compared to other forms of employment where risk and danger are an unwelcome side effect. Because this inherent danger cannot be ameliorated, the practice should simply be banned.;['0', '4', '12', '6', '0']; 9;3
60;1.2.3.2.1;con;Other sports, too, are based on risk and yet face no ban, for example extreme sports such as base jumping.;['0', '3', '13', '4', '1']; 5;4
61;1.2.3.3;pro;Individual participants do not necessarily understand the risks. Governments are in a better position to make this assessment and should act accordingly.;['1', '6', '6', '9', '0']; ;3
62;1.2.3.3.1;con;Bullfighters go through comprehensive training and are well aware of the sport's dangers.;['0', '1', '7', '1', '1']; 1;4
63;1.2.3.3.1.1;con;Being told the dangers does not mean that you understand them, or are in a position to appropriately weigh them.;['0', '3', '2', '2', '0']; ;5
64;1.2.3.4;pro;Bullfighting degrades the people that participate as well as the animals that are exploited. No one should be proud of terrorizing and torturing an animal trapped in a ring.;['0', '0', '0', '0', '0']; 1;3
65;1.2.3.5;con;Taking away the right to choose meaningful employment removes individual agency.;['1', '10', '6', '5', '0']; 3;3
66;1.2.3.5.1;con;Individual agency is not an absolute value. It needs to be weighed against other values such as social utility.;['0', '7', '9', '6', '1']; ;4
67;1.2.3.5.2;con;This does not take away the right to choose meaningful employment - there are many other industries people could be meaningfully employed in.;['0', '1', '4', '4', '0']; ;4
68;1.2.3.6;con;People are free to harm themselves. Self-harm practices are often not banned.;['1', '8', '9', '3', '1']; ;3
69;1.2.3.6.1;con;Self-harm practices are a sign of a lack of coping skills and often associated to mental illnesses. Illnesses cannot be prohibited, while bullfighting can.;['0', '2', '10', '7', '2']; ;4
70;1.2.3.7;con;The government does not restrict the right of people to work in far more common, yet dangerous industries.;['1', '4', '12', '4', '0']; 15;3
71;1.2.3.7.1;pro;For example, poultry workers are exposed to a diverse set of dangers.;['0', '6', '11', '4', '0']; 6;4
72;1.2.3.7.1.1;pro;In the United States, 151 people died from meat and poultry jobs between 2004-2013, averaging 15 deaths per year.;['0', '11', '6', '1', '0']; ;5
73;1.2.3.7.1.1.1;con;This is not an accurate comparison, given the number of people employed as workers in each industry. There are around 500,000 people employed in the meat and poultry industry in the US alone. In contrast, there are only 661 bullfights each year in Spain.;['0', '2', '2', '10', '4']; 18;6
74;1.2.3.7.1.1.1.1;pro;In addition, those 500,000 meat and poultry workers are mostly working full time, and therefore have significantly more opportunities to be injured than bullfighters who are working in short irregular events.;['0', '2', '7', '8', '1']; ;7
75;1.2.3.7.1.2;pro;"Human Rights Watch has called meatpacking ""the most dangerous factory job in America"".";['0', '6', '9', '3', '0']; ;5
76;1.2.3.7.1.3;con;In other branches of the meat industry, safety standards are very high and the percentage of workers injured each year in the US has decreased from 20% in the late '90s to 6% in 2012.;['0', '4', '9', '5', '0']; ;5
77;1.2.4;pro;Bull fighting is cruel, not just to the bull, but also to men expected to risk themselves for other people's entertainment.;['0', '0', '0', '0', '0']; ;2
78;1.2.5;pro;There is concern that exposure to bullfighting can significantly harm a child's mental health and brain development.;['0', '0', '0', '0', '0']; ;2
79;1.2.5.1;pro;In Mexico, the practice of novillada uses extremely young calves in the ring.;['0', '0', '0', '0', '0']; ;3
80;1.2.5.2;con;Being a child matador helps develop high levels of discipline.;['0', '0', '0', '0', '0']; ;3
81;1.2.7;con;Participation in and spectacting of bullfighting is not mandatory. If people want to risk life and limb doing something dangerous, fully informed, then a government has no special business stopping them from doing so.;['0', '1', '0', '0', '2']; ;2
82;1.2.8;con;The aggression catharsis hypothesis suggests that bullfights are useful to collectively free ourselves of negative and aggressive feelings, which are inherent to human nature, thereby ensuring people do not take out their aggression on others.;['0', '0', '0', '0', '0']; 23;2
83;1.2.8.1;con;Negative and aggressive feelings are not inherent to humans but socially and culturally produced.;['1', '8', '13', '6', '1']; 9;3
84;1.2.8.2;con;It is irrational to think that enacting violence against someone frees us of that very violence. Just as meditation and acts of peace stimulate a peaceful state of mind. Violence and hurting others begets violence and the capacity and tendency to hurt others. Catharsis and Aggression in Social Psychology.;['0', '1', '0', '0', '6']; ;3
85;1.2.8.3;con;Several other sports satisfy this need already, such wrestling, rodeo or ice-hockey.;['0', '6', '10', '6', '3']; 26;3
86;1.2.8.3.1;con;No animals may be killed for audience satisfaction at a rodeo, but animal cruelty is still a big part of it.;['0', '3', '11', '6', '1']; ;4
87;1.2.8.3.2;con;Rodeos are also cruel and should also be banned by the logic of the topic.;['1', '0', '6', '1', '3']; 3;4
88;1.2.8.3.3;con;Bullfighters, and by extension, bullfighting enthusiasts, are uncommonly sensation-seeking individuals. The thrill comes from the extreme nature of the sport. It is unlikely that a rodeo will satisfy these desires.;['2', '8', '9', '3', '1']; 9;4
89;1.2.8.3.3.1;con;There are plenty of sports that involve a risk to participant's lives, and high-adrenaline - rodeo-riding is actually a very good example.;['1', '2', '4', '2', '1']; ;5
90;1.2.8.4;con;"The catharsis hypothesis - that aggressive behavior reduces anger and aggression - has been consistently proven wrong; aggressive behavior rather leads to more aggressive thoughts and behavior (Bushman et al., p. 368, 374).";['1', '1', '2', '11', '17']; ;3
91;1.2.8.4.1;pro;If aggression towards animals is precieved as normal, the step to aggression against other humans is smaller as well.;['0', '0', '0', '0', '0']; ;4
92;1.2.8.4.2;pro;Children who were shown videos of bullfighting were seen to have higher levels of aggression.;['0', '0', '0', '0', '0']; ;4
93;1.2.8.5;con;The act of collective scapegoating the bull in this way does not in and of itself justify a practice.;['0', '2', '7', '12', '5']; 15;3
94;1.2.8.6;con;The public celebration of cruelty, violence and death normalises these things in society.;['1', '1', '8', '13', '2']; 9;3
95;1.2.8.6.1;pro;Watching an animal suffering for enjoyment will lessen peoples capacity to empathy. Being repeatedly exposed to pain and suffering of a living being while people around them cheer may reaffirm that animals are to be treated as objects and do not deserve empathy. They may then be less likely to react when faced with suffering and pain of other living beings outside of the arena.;['0', '0', '0', '0', '0']; 2;4
96;1.2.8.6.2;pro;Children are especially vulnerable to normalisation of aggression when exposed to violence at bullfights.;['0', '1', '6', '11', '0']; 12;4
97;1.2.8.6.2.1;pro;"Humans learn by imitation. Exposition to such violence as something ""joyful"" (especially at young age) may likely lead to more violence and the justification of it.";['0', '0', '0', '0', '0']; ;5
98;1.2.8.6.2.2;pro;Children who have been largely exposed to TV violence are generally more inclined to assume aggressive and dominant behaviours.;['0', '4', '8', '8', '2']; 6;5
99;1.2.8.6.2.3;pro;The screening of early evening bullfights by Portugal’s state owned TV station was prohibited by a court verdict. The court found that televised bullfights can have negative impacts on minors and on the development of their personality.;['0', '0', '6', '10', '1']; ;5
100;1.2.8.6.2.4;pro;As children are exposed to violence they negatively internalize the behavior (p. 33).;['0', '1', '7', '13', '2']; 7;5
101;1.2.8.6.2.5;pro;Adults who attended bullfighting as minors have memories that persist after many years, and are often associated with negative feelings and trauma.;['0', '2', '5', '12', '3']; 3;5
102;1.2.8.6.2.6;pro;Children who have been exposed to violence show much higher levels of aggression than those who have had no exposure (Gentile, p.33-34).;['0', '1', '7', '12', '3']; 1;5
103;1.2.8.6.2.7;pro;The violence children see in bullfighting can impact their compassion towards other beings, even humans and make them less compassionate and less kind. We should try to have more compassion in the world, not less.;['0', '0', '0', '0', '0']; 1;5
104;1.2.8.6.2.8;pro;In some regions of Spain, children under 14 years of age have to be accompanied by an adult because of the cruelty of the events (Brandes, p. 788).;['0', '6', '10', '7', '1']; ;5
105;1.2.8.6.2.9;pro;Problems associated with children's exposure to violence include disruption of typical developmental trajectories through psychobiological effects, posttraumatic stress disorder (PTSD), cognitive consequences, and peer problems.;['0', '2', '8', '9', '5']; ;5
106;1.2.8.6.2.10;con;Bullfighting can be televised during hours when children are less likely to watch, e.g. after 10pm.;['1', '10', '11', '2', '0']; 12;5
107;1.2.8.6.2.10.1;pro;The Spanish state-owned TVE stopped the live coverage of bullfights between 6am and 10pm, because it considered it not suitable for children.;['0', '10', '6', '3', '0']; 6;6
108;1.2.8.6.2.10.1.1;con;This decision was revoked by Spanish Prime Minister Mariano Rajoy in 2012.;['0', '1', '7', '10', '1']; ;7
109;1.2.8.6.2.10.1.2;con;This regulation was overturned for Spanish bullfights, allowing them to be aired during prime time television.;['0', '1', '5', '12', '1']; 2;7
110;1.2.8.6.2.10.2;con;Children can simply watch bullfighting online, as in this channel.;['0', '2', '4', '13', '0']; 2;6
111;1.2.8.6.2.10.3;con;This does not keep children from attending the actual bullfights or looking at the television.;['0', '3', '8', '10', '0']; ;6
112;1.2.8.6.2.11;con;A lot of countries put age limits on bullfighting arenas, so small children are not bullfighting spectators. In Ecuador the minimum age is 16, in Venezuela 18 and in Spain it varies from 12 to 16.;['0', '6', '12', '4', '0']; ;5
113;1.2.8.6.2.11.1;con;In Spain, the relevant laws vary from place to place and in a lot of cases there are no restrictions. Even when they exist, they are rarely enforced and only recently have some organisers been fined for letting children in the arenas.;['0', '2', '9', '8', '0']; 10;6
114;1.2.8.6.2.12;con;Children are exposed to far more violence in video games and films, and for much longer periods of time.;['1', '5', '10', '7', '0']; ;5
115;1.2.8.6.2.12.1;con;The violence portrayed in the media is fictional and not real.;['0', '2', '9', '4', '2']; 5;6
116;1.2.8.6.2.13;con;Of only 300 murders that year in Spain, the only European country with bullfighting, only 60 of those involved minors as perpetrators in 2016. Germany, only one year later, reported a very similar number of 53, despite no possibility of its youth being exposed to bullfighting . el correo statista;['0', '0', '0', '0', '0']; ;5
117;1.2.8.6.3;pro;When people see these activities applauded by audiences, they internalise the idea that these activities are accepted by society in general. This damages the important social norms against violence and cruelty in general.;['0', '0', '9', '13', '1']; 19;4
118;1.2.8.6.4;pro;Continued depiction of cruelty to animals makes for a society insensitive to the suffering of any sentient being and contributes to the immorality witnessed every day via social media, television and 24/7 news sources.;['0', '0', '0', '0', '0']; ;4
119;1.2.8.6.5;pro;There is something sad when you see people enjoying the torture an death of an animal. Even if its prettied up with music, sun, sangria, beautiful colors and a pasodoble played by the band. To kill an animal for pleasure, art or joy makes us less humans.;['0', '0', '0', '0', '1']; ;4
120;1.2.8.6.6;con;While this is a common claim in commentary on violent activities, there is a lack of research to back up the claim that such a link exists.;['2', '7', '7', '3', '0']; 5;4
121;1.2.8.6.7;con;Spain has relatively low murder rates: clearly the presence of bullfighting alone is not a good indicator of violent impulses in a society. elmundo;['0', '0', '0', '0', '0']; ;4
122;1.2.8.7;con;The Cambridge Declaration of Conscience declares animals as sentient, so such the relief from aggression applies to nonhuman animals as well.;['0', '0', '0', '0', '0']; ;3
123;1.2.8.8;con;Watching and participating in bullfights harms the emotional and mental well-being of children.;['1', '1', '6', '17', '0']; 11;3
124;1.2.8.8.1;pro;The UN Committee on the Rights of the Child expressed its concern about the physical and mental well-being of children involved in the training, as well as the mental and emotional well-being of children who watch bullfights. It considered the eventual prohibition of the participation of children in bullfighting. (UNCRC, p. 10);['0', '1', '6', '12', '2']; 18;4
125;1.2.8.9;con;As rational human beings, we can find other ways to free ourselves of negative feelings (e.g. art therapy), which avoid the pain of animals.;['0', '2', '4', '14', '12']; 4;3
126;1.2.9;con;Injuries and deaths are not an integral part of bullfighting and its competitiveness, but unfortunate accidents, similar to injuries in any other sport.;['1', '6', '4', '1', '0']; 8;2
127;1.2.9.1;pro;Around the world, more than 100 soccer players have died while playing or shortly after since 1984. Therefore, applying the same logic, soccer should equally be banned.;['2', '15', '3', '0', '0']; 5;3
128;1.2.9.1.1;con;These numbers are misleading: soccer matches are vastly more numerous and frequent than bullfighting.;['0', '1', '4', '13', '3']; 3;4
129;1.2.9.2;pro;These cases are very infrequent in bullfights.;['1', '6', '10', '6', '0']; ;3
130;1.2.9.4;con;No sport ends with the deliberate death of one unwilling participant.;['0', '0', '0', '0', '1']; ;3
131;1.3;pro;Bullfighting is cruel.;['7', '2', '5', '16', '197']; 11;1
132;1.3.1;pro;It's unethical to harm animals for the sake of human entertainment.;['0', '0', '0', '1', '6']; ;2
133;1.3.1.1;pro;In bullfighting, torture is spectacularized, which adds to the cruelty.;['0', '0', '0', '0', '2']; 16;3
134;1.3.1.1.1;pro;Bullfighting is exceptionally barbaric as the bulls are not even killed for their food but solely out of pleasure.;['0', '0', '2', '3', '5']; 9;4
135;1.3.1.1.1.1;con;The meat of bulls that were killed in bullfights is used for human consumption.;['0', '4', '13', '3', '1']; 20;5
136;1.3.1.1.1.1.1;con;Bulls will be killed regardless of whether their meat is eaten or not.;['1', '4', '2', '3', '0']; 10;6
137;1.3.1.1.3;pro;Bullfighting represents a form of zoosadism, where humans inflict harm on animals for amusement.;['0', '2', '5', '13', '4']; 10;4
138;1.3.1.1.3.1;pro;Inflicting pain to undefended beings just for amusement is not morally acceptable.;['0', '2', '3', '11', '7']; ;5
139;1.3.1.1.3.1.1;con;The bull has the option of defending itself. The proof is the men who died in duel.;['0', '0', '0', '0', '0']; ;6
140;1.3.1.1.3.2;con;Bullfighting it's also an historical and mythical tradition that has to do with the hero concept and it's hability for facing death. It's a ritual that enlarges our idea of life and death. There's a culture behind the whole thing.;['0', '0', '0', '1', '0']; ;5
141;1.3.1.1.3.2.1;con;Just because something is a tradition, doesn't mean that this should be morally accepted. Bacha bazi in Afghanistan is also an old tradition but does it mean forcing children to provide sexual services should be accepted.;['0', '0', '0', '0', '1']; ;6
142;1.3.1.1.4;pro;Create suffering to an animal just for entertainment goes against the human values that distinguish us as human beings.;['0', '0', '0', '0', '1']; ;4
143;1.3.1.1.5;con;Legally determining what constitutes spectacularization of violence is a slippery slope that has the potential to impede on the freedom of speech and expression.;['4', '9', '5', '2', '1']; ;4
144;1.3.1.1.5.1;con;"Slippery slopes of this kind only occur when lawmakers and the public fail to draw - and stick to - moral lines and principles. There is no reason to believe that they would be so bad at it in this case as to ""slide"" all the way from protecting animals to censoring speech.";['1', '1', '7', '9', '5']; 7;5
145;1.3.1.1.5.1.1;pro;Spectacularization of violence has nothing to do with freedom of speech and expression. The first is about physical damage to someone and torture, while the other is a universal recognized human right.;['0', '1', '3', '9', '6']; 1;6
146;1.3.1.1.5.2;con;"Even when there is a ""slippery slope,"" it does not necessarily follow that we cannot see some things as cases of unwarranted spectacularization.  This is why most countries ban dog fighting, for example.";['0', '2', '4', '15', '2']; ;5
147;1.3.1.1.6;con;The most exciting part of bullfighting is not the torturing or killing of the bull, but rather the toying with it and the bullfighters doing daredevil stunts with the bull.;['0', '17', '5', '1', '1']; 8;4
148;1.3.1.1.6.1;pro;In Portuguese-style bullfighting, the bull is not killed in the arena and oftentimes survives the fight.;['0', '11', '7', '4', '1']; ;5
149;1.3.1.1.6.1.1;con;"Despite their name, Portuguese ""bloodless bullfights"" are anything but bloodless. Even if the bull is not killed in the ring, it is dragged out and left bleeding to await his slaughter, hours or even days later.";['0', '0', '3', '13', '8']; 7;6
150;1.3.1.1.6.2;pro;Some areas of Spain have forms of bullfighting where the bulls aren't killed in front of an audience, such as in Amposta (in Catalonia) where a local tradition consists of attaching flaming torches to bulls' horns in a makeshift arena.;['0', '8', '12', '3', '0']; 9;5
151;1.3.1.1.6.2.1;con;Bulls are naturally fairly sedentary, and are neither inclined towards nor suited to sustained physical exertion of the kind this is used to cause. This alone is cruel, as it causes metabolic acidosis, which causes muscle damage, and various other stress-related suffering.;['0', '2', '4', '5', '0']; ;6
152;1.3.1.1.6.2.2;con;The activity scares the bulls. Even if it doesn't kill them, it is still cruel.;['0', '4', '9', '10', '1']; 7;6
153;1.3.1.1.6.2.2.1;con;Things that scare humans are not banned. So it should not be the case for bulls.;['0', '11', '1', '2', '0']; 1;7
154;1.3.1.1.6.3;con;Therefore, the bull should not be harmed. The sport as a test of bravery and skill should consist of whether an unarmed brave human can perform the same stunts with a physically healthy and unharmed bull.;['0', '0', '0', '0', '5']; 6;5
155;1.3.1.1.6.4;con;A sport is not defined merely by its most exciting part but by the totality of activities. These include the maiming and killing of the bulls.;['0', '0', '0', '0', '0']; ;5
156;1.3.1.1.6.5;con;Bullfighting professionals and fans have rejected the suggestion of adopting the Portuguese-style of bullfighting (where the bull is not killed) in Spain, arguing that killing the bull is an integral part of the Spanish tradition.;['0', '2', '8', '10', '3']; 15;5
157;1.3.1.1.6.5.1;pro;In India or in Portugal, the bull is not killed or maimed in any way. Yet the game is still fun.;['0', '0', '0', '0', '0']; 3;6
158;1.3.1.1.7;con;"To the organizers and participants (except the bull, who cannot claim otherwise for itself), this practice is not a ""spectacularization of torture"". That is a relative term.";['4', '12', '4', '1', '0']; 1;4
159;1.3.1.1.7.1;pro;The audience response to bullfightingdepends on the individual’s own taste, social and educational background, and their tolerance of other cultures.;['1', '8', '7', '7', '0']; 1;5
160;1.3.1.1.7.2;con;People generally do not like to admit that the activity they are participating in is cruel. Fans and participants are hardly impartial assessors of the activity.;['0', '2', '3', '2', '2']; ;5
161;1.3.1.1.7.3;con;Many spectators want to leave the bullring before the end of the fight because they can't stand the show, even if this is often very difficult to do. (Hosseinpour, p.37);['0', '4', '13', '6', '0']; ;5
162;1.3.1.1.7.3.1;pro;The vast majority of tourists are appalled by what happens at a bullfight and leave after they see what happens to the first bull (p. 15).;['0', '1', '3', '4', '0']; 1;6
163;1.3.1.1.7.3.1.1;pro;Word-of-mouth reviews from appalled tourists will, over time, degrade the pool of foreigners interested in seeing a bullfight.;['1', '5', '1', '3', '0']; ;7
164;1.3.1.1.7.3.1.2;pro;After witnessing the cruelty involved, 90% of tourists who attend a fight will never return to watch another.;['0', '0', '0', '0', '0']; 4;7
165;1.3.1.1.7.3.1.2.1;con;Tourists are almost by definition one-time or at the very least extremely infrequent visitors.;['0', '0', '0', '0', '0']; ;8
166;1.3.1.1.7.3.1.3;con;Even if they leave after the first match, tourists have already paid for the experience. Thus, it is still an economic boost to regions where bullfighting is practiced.;['0', '10', '7', '4', '0']; ;7
167;1.3.1.1.7.3.1.3.1;con;Generally speaking, relying on dissatisfied customers is not a good economic model.;['0', '0', '0', '0', '0']; ;8
168;1.3.1.1.7.3.2;con;This is only one account and does not represent a general occurrence.;['0', '6', '6', '6', '0']; ;6
169;1.3.1.1.8;con;As a culture, we have no problem with the spectacularization of torture and death. See, for example, violence in Hollywood blockbusters.;['0', '0', '0', '0', '0']; 3;4
170;1.3.1.1.8.1;con;Hollywood blockbusters, while often depicting imagined violence, do not inflict real violence, torture, or death on those involved in their production.;['2', '1', '5', '8', '7']; ;5
