;Level;Stance;Claim;Votes;Comments;Depth
28;1.1.1.2.8.1;pro;The norms against infidelity are oftentimes applied hypocritically. Illustratively, partners who both had affairs see their partner's affair as more damaging to the relationship than their own (p. 297).;['0', '0', '3', '9', '2']; 14;5
29;1.1.1.2.9;con;The distrust created by the knowledge of infidelity hinders effective communication and therefore close examination of relationship problems.;['0', '2', '2', '7', '1']; 1;4
30;1.1.1.4;con;It is possible that the partner who was cheated on will feel so hurt by the cheating that they do not want to work on the problems in the relationship, but rather end it all together.;['0', '0', '1', '1', '0']; 1;3
31;1.1.2;pro;Keeping secrets can negatively impact intimacy, which makes one less engaged and less satisfied with the relationship.;['0', '0', '0', '2', '0']; ;2
32;1.1.3;pro;By telling your partner about it you take responsibility, can show remorse, and can actively try to move forward together by rebuilding trust.;['0', '1', '7', '6', '4']; 2;2
33;1.1.3.2;con;Without a confession there is no necessity to show responsibility or remorse and no need to re-build trust.;['0', '0', '5', '3', '0']; ;3
34;1.1.3.2.1;con;Taking responsibility can help with making better choices - such as not cheating - in the future, and rebuilding trust can improve the relationship in general.;['1', '2', '4', '5', '1']; 13;4
35;1.1.4;con;Infidelity is one of the leading causes of damage to relationships.;['0', '2', '6', '10', '2']; 1;2
36;1.1.4.1;pro;A confession can lead to extensive divorce litigation, financial problems, and loss of child custody.;['0', '0', '2', '0', '0']; 11;3
37;1.1.4.1.1;pro;28% of children of divorced parents live in poverty compared to only 19% of other children.;['1', '2', '4', '5', '1']; 4;4
38;1.1.4.1.1.1;con;It is not clear whether such statistics are linked to the effects of divorce, or the economic status of couples more likely to divorce.;['0', '2', '7', '3', '2']; ;5
39;1.1.4.1.2;pro;Divorcees close to the poverty threshold usually would need at least a 30% increase in income to preserve the living standard they had prior to the divorce (p. 126).;['0', '1', '4', '6', '1']; 2;4
40;1.1.4.1.3;pro;After a breakup, some 15-20% of American parents who separate from their partner are not part of a joint custodial arrangement. They effectively lose guaranteed access to their children (p. 10).;['1', '0', '6', '6', '0']; 7;4
41;1.1.4.1.4;con;Being concerned about your own financial situation is a selfish reason to keep infidelity a secret.;['0', '0', '1', '1', '0']; ;4
42;1.1.4.2;pro;A confession makes it more likely that the partner cheats as revenge. This hurts the partner who cheated in the first place.;['0', '1', '1', '0', '0']; 6;3
43;1.1.4.2.1;pro;Individuals often think about sexual retaliation as a tool for revenge (p. 13).;['0', '2', '10', '2', '0']; 1;4
44;1.1.4.2.1.1;con;When a person is hurt, thinking about revenge is a normal reaction. This does not mean that they will decide to act on these thoughts.;['0', '3', '6', '6', '0']; ;5
45;1.1.4.2.2;con;Even though it could hurt the stability of the relationship, it is hypocritical to not confess to cheating out of fear that your partner will then cheat.;['0', '1', '4', '7', '2']; 9;4
46;1.1.4.3;pro;Revealing it has a high likelihood of ending the relationship.;['0', '0', '1', '1', '0']; 1;3
47;1.1.4.3.1;pro;Many people stay in a relationship even though they cheated. This indicates that they view it as worthwhile continuing.;['0', '0', '2', '0', '0']; ;4
48;1.1.4.3.2;pro;If confessing will end a relationship that is otherwise beneficial for both you and your partner, then you will be depriving both of you of a good that you would otherwise have.;['0', '5', '6', '4', '3']; 2;4
49;1.1.4.3.2.1;con;By withholding this information from the cheated-upon partner, they are deprived of the right to make an informed, autonomous decision.;['0', '3', '5', '4', '0']; 17;5
50;1.1.4.3.2.1.1;pro;Close partners may feel confident that they know about each other but it has been shown that people lack accuracy in predicting their partner's preferences (p. 755-756).;['0', '0', '2', '0', '0']; 8;6
51;1.1.4.3.2.1.2;pro;The partner might prefer the emotional harm of knowing over being lied to.;['1', '1', '4', '6', '2']; 2;6
52;1.1.4.3.2.1.3;con;In close relationships, parties rely on and trust each other to look out for each others' interests. Cheating does not eradicate that, and in many relationships, the cheating partner may well be in a position to determine that their partner would prefer not to know.;['1', '3', '9', '3', '1']; 1;6
53;1.1.4.3.2.1.3.1;pro;If one knows that their partner is not a critical thinker and prefers happiness than truth in life, and after cheating their feeling towards her/him haven’t changed, it’s better not to tell them.;['0', '0', '1', '0', '0']; 1;7
54;1.1.4.3.2.1.4;con;The anger about cheating can lead to decisions in the heat of the moment which are driven by emotions and might later be regretted.;['0', '5', '8', '2', '0']; 36;6
55;1.1.4.3.2.1.4.1;pro;Anger about many different situations influences decision-making every day. Therefore, following a confession anger has the potential to obstruct proper assessment and informed choices.;['0', '1', '7', '3', '0']; 7;7
56;1.1.4.3.2.1.4.2;con;Anger is not constant and reduces over time. This allows for informed decision making later.;['0', '4', '6', '6', '0']; ;7
57;1.1.4.3.2.1.4.3;con;As anger is common, partners may learn and choose to delay important decisions until their anger has subsided and they feel able to act more rationally.;['0', '0', '2', '0', '0']; ;7
58;1.1.4.3.2.1.4.3.1;con;Anger is quite common in many situations in life, yet many people never learn to control it in the heat of the moment.;['0', '0', '2', '0', '0']; ;8
59;1.1.4.3.2.1.4.3.2;con;A cheated-upon partner may have no desire to control the anger, instead choosing to let the frustration pour out.;['0', '1', '0', '1', '0']; 5;8
60;1.1.4.3.2.1.5;con;Some partners might prefer the emotional safety of not knowing what happened.;['2', '2', '4', '2', '0']; ;6
61;1.1.4.3.2.2;con;If you decided to cheat in the first place, you probably do not value your commitment to the relationship enough for it to be worth continuing. Therefore, the relationship ending might not be a bad thing.;['0', '2', '4', '6', '0']; 15;5
62;1.1.4.3.2.2.1;con;Cheating is not a rational choice but is based on emotions.;['0', '4', '6', '3', '0']; 4;6
63;1.1.4.3.2.2.1.1;con;All choices are irrational and based on some emotions to some extent, but this does not mean that individuals should not be held accountable for their actions.;['0', '0', '2', '0', '0']; 1;7
64;1.1.4.3.3;pro;Infidelity is a major factor in more than half of all divorces.;['0', '0', '5', '8', '7']; 2;4
65;1.1.4.3.3.1;pro;Infidelity ranks highest as a reported reason for divorce.;['0', '0', '3', '5', '5']; ;5
66;1.1.4.3.3.2;con;Compared to an upfront confession, hiding the infidelity may make divorce an even more likely outcome if your partner does eventually find out, as it adds an element of ongoing dishonesty.;['0', '1', '9', '1', '2']; 5;5
67;1.1.4.3.3.2.1;pro;The longer you hold on to the secret of infidelity, the more betrayed your partner will feel when they eventually find out.;['0', '0', '5', '9', '1']; ;6
68;1.1.4.3.3.2.1.1;pro;The feeling of betrayal is reinforced by a feeling that expected behavior, namely a confession, was not put forward.;['0', '0', '7', '5', '4']; ;7
69;1.1.4.3.3.2.1.1.1;pro;Some people might get more upset about the lying and the deception than about the cheating.;['0', '2', '4', '6', '3']; 7;8
70;1.1.4.3.3.2.1.1.1.1;pro;A one night stand can be seen as a lapse in judgement that can be forgiven, while lying about it over a sustained period of time means making a continuous, active choice to betray the partner's trust.;['0', '0', '4', '4', '1']; ;9
71;1.1.4.3.3.2.1.2;con;It is by no means inevitable that the partner will eventually find out about the affair.;['1', '3', '7', '3', '0']; 3;7
72;1.1.4.3.3.2.1.2.1;pro;A one night stand can hardly come to light at a later stage. This is only likely to happen if you keep in touch with the person you slept with.;['0', '0', '2', '0', '0']; 1;8
73;1.1.4.3.3.2.1.2.1.1;pro;The cheating partner could revert to a normal lifestyle that does not show any signs that a one night stand has occurred.;['1', '5', '2', '4', '2']; 1;9
74;1.1.4.3.3.2.1.2.1.2;pro;Many of the signs that could indicate that a one night stand happened, such as dropped calls or coming home late, will fade from memory as time passes. The chance of the affair coming to light thus decreases continuously.;['0', '2', '9', '1', '2']; 9;9
75;1.1.4.3.3.2.1.2.1.2.1;con;If a partner was worried by these signs, it is unlikely that they will be forgotten. This then has the potential to lead to confirmation bias in the future, even in relation to anomalies that are not actually linked to any cheating.;['0', '2', '4', '8', '2']; 7;10
76;1.1.4.3.3.2.1.2.1.3;con;Even if no one else is aware of a one night stand, the person with whom the infidelity took place may feel guilty and confess.;['0', '2', '7', '4', '0']; 2;9
77;1.1.4.3.3.2.1.2.1.4;con;Assuming that third parties are aware of the one night stand or there is evidence (e.g. communications and receipts) that it took place, it can come to light even without staying in touch with the partner.;['0', '1', '6', '7', '1']; ;9
78;1.1.4.3.3.2.1.2.1.5;con;Even if no-one else is aware of it, you may in the future confess or let slip a detail that reveals the one night stand.;['0', '2', '5', '7', '0']; ;9
79;1.1.4.3.3.2.1.2.2;con;While not inevitable, the chances are there that the partner will find out eventually. This needs to be taken into consideration.;['0', '1', '9', '6', '0']; 12;8
80;1.1.4.3.3.3;con;Divorce may be the least bad option if a marriage has deteriorated to the point of infidelity.;['0', '1', '1', '0', '0']; ;5
81;1.1.4.3.4;pro;More than half of those in committed releationships break up immediately after an instance of infidelity is discovered.;['0', '0', '2', '0', '0']; 9;4
82;1.1.4.3.4.1;pro;50% is a relatively high chance of divorce or separation. Most people would not want to take a 50/50 gamble with a relationship they care about if they can avoid it.;['0', '1', '1', '0', '0']; 2;5
83;1.1.4.3.5;con;The likelihood of a breakup is strongly correlated with the quality of the relationship and the commitment to it (p. 10). If the partner ends the relationship, it is most likely not only due to cheating.;['1', '1', '6', '4', '2']; 3;4
84;1.1.4.3.5.1;pro;A partner is much more likely to forgive the cheating if the relationship was satisfying previously. (p. 2);['0', '1', '5', '6', '3']; ;5
85;1.1.4.3.5.1.1;pro;A partner who was committed to and satisfied with a relationship is more likely to empathize and identify extenuating circumstances, making forgiveness easier (p. 2).;['0', '2', '2', '8', '1']; 3;6
86;1.1.4.3.5.2;pro;People less committed to their partners are likely to use their partner's infidelity as an attempt to withdraw from the relationship (p. 2).;['0', '0', '3', '5', '2']; 15;5
87;1.1.4.3.6;con;A breakup as a result of a confession is not inevitable. There may be many other positive facets of a relationship which encourage the partner to continue with it, even if they were victim to infidelity.;['0', '2', '10', '3', '2']; 4;4
88;1.1.4.3.6.1;pro;Sincere apologies can show remorse and how much one values the relationship despite making a mistake. They can provide the motivation to want to save the relationship.;['0', '1', '5', '8', '0']; 8;5
89;1.1.4.3.6.1.2;pro;Apologies can compensate for the level of hurt experienced, making forgiveness easier.;['0', '3', '5', '7', '1']; ;6
90;1.1.4.3.6.2;pro;Fear of losing what was built together is a strong motive for people to stay despite betrayal.;['0', '1', '9', '2', '1']; ;5
91;1.1.4.3.6.3;pro;Many people stay because they have nowhere else to go.;['0', '5', '6', '2', '0']; ;5
92;1.1.4.3.6.3.1;con;The precarious situation of one's partner should not be used to justify the decision of whether or not to confess.;['0', '0', '4', '6', '1']; 11;6
93;1.1.4.3.7;con;As the mutual agreement to exclusivity was broken unilaterally by the partner who cheated, the partner who has been cheated upon deserves the opportunity to decide whether they want to continue the relationship under the new circumstances.;['0', '2', '4', '11', '11']; 30;4
94;1.1.4.3.7.2;pro;It could be in the interest of the other party that the relationship is ended. For example, the other party may have a wish to be exclusively in monogamous relationships. Withholding information will lead to the wish of the other party being unfulfillable.;['0', '1', '1', '0', '0']; ;5
95;1.1.4.3.7.3;pro;If aware of the infidelity, the assessment of the mutual agreement will change. Withholding the opportunity to review it would breach this agreement between two partners as it would unilaterally changes its terms.;['0', '2', '5', '5', '3']; 3;5
96;1.1.4.3.7.4;pro;Revealing it allows a partner to choose between continuing or ending the relationship. It gives back the power of decision to the cheated-upon partner, which was initially denied when the one night stand was committed.;['0', '1', '0', '1', '0']; 3;5
97;1.1.4.3.8;con;If the confession ends the relationship, this is your responsibility. This is a risk you take when you cheat.;['1', '2', '5', '11', '7']; 8;4
98;1.1.4.4;pro;Couples aware of infidelity exhibit greater marital instability, dishonesty, arguments about trust, narcissism, and time spent apart.;['0', '0', '2', '0', '0']; 2;3
99;1.1.4.5;pro;A confession of infidelity affects the relationship in a negative way by destroying trust and causing mental harm.;['0', '0', '2', '0', '0']; 2;3
100;1.1.4.5.1;pro;Women may react to infidelity by creating an alliance network which serves as insurance in case of a later break up as it mitigates the cost of risky behavior (i.e. cheating with others or breaking up) (p. 416).;['0', '0', '2', '0', '0']; 28;4
101;1.1.4.5.1.2;pro;Some partners may stay in a relationship because they cannot afford to break up. Having a support network can lower the hurdle.;['0', '2', '5', '4', '2']; 3;5
102;1.1.4.5.1.3;pro;9% of people in the UK do not have a close friend. For them it might be difficult to find outside support for the emotional arduous path of divorce.;['0', '4', '5', '3', '1']; 3;5
103;1.1.4.5.1.4;con;If the relationship is so weak that having an insurance system is enough for someone to treat it with little regard, it was not likely to survive anyway.;['0', '0', '5', '3', '2']; ;5
104;1.1.4.5.1.5;con;A support network can equally give someone the strength and support necessary to work through hard longterm problems, making them more likely to stay in the relationship.;['0', '1', '2', '8', '1']; ;5
105;1.1.4.5.2;pro;It can cause stress and anxiety for the cheated-on partner, which is likely to destroy the relationship.;['0', '1', '6', '7', '0']; ;4
106;1.1.4.5.2.1;pro;Women who have experienced a partner's infidelity are more likely to suffer from poor mental health.;['0', '2', '4', '8', '0']; ;5
107;1.1.4.5.3;con;Being honest about your breach of trust is, itself, an act of trust, beginning the process of rebuilding the foundation of the relationship rather than further eroding trust by concealing it.;['0', '0', '2', '0', '0']; 4;4
108;1.1.4.5.3.2;pro;Immediate disclosure of a one night stand better facilitates relationship recovery compared to when it is admitted only after repeated denials (p. 119).;['0', '0', '1', '1', '0']; 14;5
109;1.1.4.5.3.2.1;pro;A confession is a way of taking responsibility for one's actions. By making this choice, a cheater looks sincere and willing to face the inevitable problems a relationship can have as a result of infidelity.;['0', '0', '1', '1', '0']; 1;6
110;1.1.4.5.3.2.3;con;A later discovery does not necessarily have to occur after repeated denials.;['0', '4', '8', '2', '0']; 4;6
111;1.1.4.5.3.2.4;con;There is a likelihood that, should the affair come to light at a much later stage - and especially if it were a one off - there would be a demonstrated period of fidelity which may be reassuring if believed by the partner.;['1', '6', '6', '1', '0']; 7;6
112;1.1.4.5.3.2.4.1;pro;If a partner finds out about a one night stand shortly after it occurred, they're likely to watch for signs of it happening again. If they find out at a later stage and cannot find any signs of other infidelity, they may more readily forgive their partner.;['0', '0', '2', '0', '0']; 1;7
113;1.1.4.5.3.2.4.2;pro;If the relationship has been going well and the cheated on partner feels confident that their partner is being honest about the one time it occurred, the trust in the relationship will likely be rebuilt more quickly.;['0', '0', '2', '0', '0']; ;7
114;1.1.4.5.3.2.4.3;con;If the one night stand comes to light at a later stage, there is little reason for the partner to assume that no other affairs ever took place. After all, the cheating partner has already demonstrated their willingness to hide a one night stand.;['0', '2', '3', '6', '4']; ;7
115;1.1.4.5.3.2.4.4;con;There is also a demonstrated period of deceit, which is hardly likely to inspire feelings of trust and fidelity.;['0', '2', '5', '3', '4']; ;7
116;1.1.4.5.3.3;pro;Apologizing implies that one recognizes and regrets an offence, indicating willingness to mend the damage done to the relationship.;['0', '1', '5', '6', '1']; ;5
117;1.1.4.5.3.3.2;con;Apologies are often made for personal gains without showing signs of sincere remorse.;['0', '2', '7', '1', '0']; ;6
118;1.1.4.5.3.4;pro;This act of honesty may be seen as an attempt to save the relationship, making the person who was cheated on more willing to hear their partners explanations.;['0', '1', '4', '7', '1']; 5;5
119;1.1.4.5.3.5;con;A confession can sow permanent doubt in the relationship.;['0', '0', '2', '0', '0']; 15;5
120;1.1.4.5.3.5.1;pro;Telling one's partner can cause permanent harm and, for example, make them less trusting and more insecure in this and future relationships.;['0', '0', '5', '9', '0']; 12;6
121;1.1.4.5.3.5.3;con;Doubt will likely not be permanent if measures to re-establish trust are taken.;['0', '1', '1', '0', '0']; 1;6
122;1.1.4.5.3.6;con;If you cheated once, you might do so again. Given this, revealing makes future cheating more difficult because your partner will be more suspicious in future.;['0', '0', '2', '0', '0']; 65;5
123;1.1.4.5.3.6.1;pro;A lot of partners lose their trust in the cheating partner (p. 8). This will lead to increased suspicion.;['0', '3', '3', '8', '4']; 4;6
124;1.1.4.5.3.6.2;pro;Getting away with cheating can give a sense of being 'above the law', almost giving the individual a 'high'. This can make it rewarding to do it again and continue the high, compromising the relationship.;['0', '0', '2', '0', '0']; 8;6
125;1.1.4.5.3.6.3;pro;Reconciliation enables a conscientious individual to commit the act again. A lasting impact, e.g., the growing burden of guilt, is necessary to prevent repeat offenses.;['0', '0', '2', '0', '0']; 6;6
126;1.1.4.5.3.6.3.1;pro;If sincere remorse exists, the conscientious individual deserves the burden of guilt and should not relieve it by revealing the affair.;['0', '0', '2', '0', '0']; 12;7
127;1.1.4.5.3.6.3.1.1;pro;This creates a self determining punishment without emotionally harming another. Telling your partner emotionally hurts them while trying to allow you to escape your own emotional pain.;['0', '0', '0', '0', '0']; ;8
128;1.1.4.5.3.6.4;con;If you are prone to moments of weakness, making future cheating more difficult should be seen as a good thing.;['0', '0', '1', '2', '0']; 1;6
129;1.1.4.5.3.6.4.1;con;Cheating is not only done out of weakness.;['0', '1', '1', '0', '0']; ;7
130;1.1.4.5.3.6.4.1.1;pro;People are often driven to cheat because one partner doesn't fulfill all of their needs.;['0', '0', '2', '0', '0']; ;8
131;1.1.4.5.3.6.4.1.1.1;pro;Humans are inherently imperfect. Finding one that matches all qualities is extremely difficult if not impossible.;['0', '0', '1', '1', '0']; ;9
132;1.1.4.5.3.6.5;con;If you want to continue having multiple sexual partners, it is morally better that you are not in a committed exclusive relationship in the first place.;['0', '1', '4', '8', '7']; 47;6
133;1.1.4.5.3.6.5.1;pro;The commitment made to a partner is the premise of an exclusive relationship.;['0', '2', '2', '4', '4']; ;7
134;1.1.4.5.3.6.5.2;pro;Given that your partner expects faithfulness from you, continuing to cheat will hurt them deeply.;['1', '1', '5', '2', '3']; ;7
135;1.1.4.5.3.6.5.2.1;pro;Causing harm to others for one's own pleasure is immoral.;['0', '0', '6', '5', '0']; ;8
136;1.1.4.5.3.6.5.2.2;pro;When in a close relationship of trust and confidence, you owe a duty to your partner not to deliberately cause them harm.;['0', '3', '3', '3', '2']; ;8
137;1.1.4.5.3.6.5.2.2.1;con;The cheated-upon partner is not harmed as long as they do not know about the one night stand. The affair alone is thus not sufficient to harm them.;['0', '2', '4', '0', '1']; ;9
138;1.1.4.5.3.6.5.2.2.1.1;con;This assumes that the partner will never find out about the infidelity and deceit.;['0', '1', '4', '6', '0']; 4;10
139;1.1.4.5.3.6.5.2.2.1.2;con;This suggests that it is okay to behave unethically as long as you don't get caught.;['0', '0', '0', '1', '0']; 1;10
140;1.1.4.5.3.6.5.2.2.1.3;con;People can be harmed without knowing it or knowing why.;['0', '3', '3', '6', '0']; ;10
141;1.1.4.5.3.6.5.2.2.1.3.1;pro;By keeping this secret, you leave your partner with no knowledge of why your behaviour may have changed e.g. why you are acting secretive.;['1', '2', '2', '7', '0']; ;11
142;1.1.4.5.3.6.5.2.2.1.3.2;pro;Normalising your own infidelity by avoiding consequences makes it more likely that you will repeat the behaviour, causing further harm to your partner.;['0', '0', '5', '7', '0']; 2;11
143;1.1.4.5.3.6.5.2.2.1.3.3;pro;By keeping this secret from your partner when others may know it, you may be opening your partner up to ridicule or judgement by others.;['0', '1', '5', '6', '0']; ;11
144;1.1.4.5.3.6.5.2.2.1.3.4;pro;Even if protection was used, one night stands still have a non-neglible risk of sexually transmitted infections that could harm your significant other and mean they should be informed.;['0', '0', '2', '6', '1']; 9;11
145;1.1.4.5.3.6.5.2.2.1.3.4.1;pro;Recent research suggests that the correct use of condoms can protect from HIV/AIDS only around 80% of the time.;['0', '3', '5', '9', '1']; 2;12
146;1.1.4.5.3.6.5.2.2.1.3.4.2;pro;Condoms cannot protect from the transmission of certain STIs, such as herpes and syphilis, and offer no absolute protection from other STIs, mainly due to incorrect use.;['1', '2', '8', '5', '2']; ;12
147;1.1.4.5.3.6.5.2.2.1.3.4.3;con;After a one night stand, the cheating partner could get tested for STIs. If it turns out they have not caught an STI, then there is no risk.;['1', '7', '7', '3', '1']; ;12
148;1.1.4.5.3.6.5.2.2.1.3.4.3.1;con;Not all STIs are immediately visible. Thus, the cheating partner might inaccurately believe that they are not infected.;['0', '2', '6', '3', '3']; ;13
149;1.1.4.5.3.6.5.2.2.1.3.4.3.2;con;The results of STI tests usually take several days to arrive. Your partner might get infected in the meantime.;['0', '2', '5', '5', '2']; ;13
150;1.1.4.5.3.6.5.2.2.1.3.4.3.2.1;pro;For a reliable HIV test, one normally needs to wait several weeks.;['0', '1', '4', '6', '3']; 2;14
151;1.1.4.5.3.6.5.3;con;Being in an exclusive committed relationship (while cheating at the same time) is often the only way to extract emotional stability from the partner.;['1', '3', '6', '2', '0']; 10;7
152;1.1.4.5.3.6.5.3.1;con;If an emotional commitment is valuable to you, you should be willing to make the commitments your partner expects in return.;['1', '1', '4', '4', '4']; 4;8
153;1.1.4.5.3.6.5.3.2;con;Emotional stability is not extracted from a partner, as successful relationships are more likely to occur when two stable individuals enter a relationship with realistic expectations.;['0', '0', '2', '0', '0']; ;8
154;1.1.4.5.3.6.5.3.3;con;Your partner has entered into that emotional commitment expecting the same in return. It is a question of fairness, and it is unfair not to live up to that expectation and agreement.;['0', '1', '5', '6', '2']; 8;8
155;1.1.4.5.3.6.5.4;con;Cheating causes less harm than serial monogamy.;['0', '1', '1', '0', '0']; 1;7
156;1.1.4.5.3.6.5.4.1;pro;Serial monogamy involves many sucessive breakups that causes pain and suffering.;['0', '1', '1', '0', '0']; 1;8
157;1.1.4.5.3.6.6;con;If you want to continue having casual sex with multiple partners, you are probably personally better off not being in a committed, exclusive relationship.;['1', '2', '3', '7', '7']; 3;6
158;1.1.4.5.3.6.6.1;pro;When not in a committed relationship, one has more time, money, and focus to invest in pursuing multiple sexual opportunities.;['0', '1', '5', '4', '2']; ;7
159;1.1.4.5.3.6.6.2;pro;If not in a committed relationship, you will not need to worry about hiding your flings from a partner.;['0', '2', '1', '6', '3']; ;7
160;1.1.4.5.3.6.6.3;pro;Maintaining a supposedly exclusive romantic relationship while also seeking out multiple sexual partners is logistically difficult.;['0', '0', '3', '4', '2']; 15;7
161;1.1.4.5.3.6.6.4;pro;In the long term, it is psychologically difficult to maintain repeated lies. Thus, at some point, one would need to choose between continued one night stands and the romantic relationship.;['0', '0', '4', '5', '3']; ;7
162;1.1.4.5.3.6.6.5;con;Being in a stable relationship while having one night stands allows one to receive emotional stability through the relationship and sexual satisfaction with various partners at the same time.;['0', '2', '7', '1', '2']; 3;7
163;1.1.4.5.3.7;con;Without a confession the partner is given no reason to call the trust into question. Trust only gets destroyed by confessing.;['0', '1', '1', '0', '0']; 4;5
164;1.1.4.5.3.7.1;con;Cheating is itself a breach of that trust. Even if one's partner is unaware, it will taint the relationship.;['1', '0', '8', '6', '0']; 3;6
165;1.1.4.5.4;con;Communication is primordial for the welfare of a relationship. It helps to understand each other's needs and behaviours. It is then important to communicate about anything, including a one night stand.;['0', '0', '2', '0', '0']; 1;4
166;1.1.4.6;con;An early reveal reduces the damage compared to the case of the one night stand coming to light at a later stage.;['0', '0', '2', '0', '0']; 3;3
167;1.1.4.6.1;pro;Immediately disclosing infidelity gives you control over how the confession happens.;['0', '0', '1', '1', '0']; ;4
168;1.1.4.6.2;pro;Even if you don't expect that the affair will be revealed, you can't discount the chance you will end up confessing later.;['0', '0', '2', '1', '0']; 6;4
169;1.1.4.6.2.1;pro;While revealing a betrayal early has the potential to end the relationship, it could also be salvageable. However, the longer you conceal it, the more likely it is you will lose your partner, or entire social circle.;['0', '0', '2', '0', '0']; 5;5
170;1.1.4.6.4;pro;Finding out about a betrayal from a third party is more damaging to a relationship as it conveys a stronger sense that one has been deceived.;['0', '0', '0', '8', '4']; 4;4
171;1.1.4.6.4.1;pro;Finding out about infidelity from a third party is more likely to foster vengeful thoughts than a confession and is the least likely method of discovery to be forgiven (p. 3-4).;['0', '0', '3', '5', '2']; 6;5
172;1.1.4.6.4.4;con;Many people will not believe third parties who report infidelity.;['0', '5', '4', '0', '0']; 3;5
