,Level,Stance,Claim,Votes,Comments,Depth
20,1.1.1.3,pro,"There are experiential arguments for the existence of God as a universal power. Those reports come from some practitioners of Yoga, Meditation, and other spiritual practices. Even though these reports are not yet scientifically verified, the accounts are nearly identical.","['4', '2', '1', '0', '1']", 2,3
21,1.1.1.3.1,pro,The advanced and mature practitioners of religious/spiritual faiths from all over the world while disagreeing on details all see the same principles.,"['2', '0', '0', '0', '0']", 1,4
22,1.1.1.3.1.1,con,"The experience is reproducible. The source of the experience is pure speculation. While the subjective experience is commonly felt across the world, the speculation of what causes it varies widely and tends to match preconceived notions taught by local tradition. Those interpretations contradict each other to such a great degree that one can conclude that there must not be universal source for the experience. If it was divine, then all experiencers would have the same explanation.","['0', '0', '0', '0', '0']", ,5
23,1.1.1.3.2,con,"The practices of yoga and meditation do not require a belief in a god to be effective. Since a god is not common in all of these practices, it is not required to get the effects.","['0', '0', '0', '1', '8']", ,4
24,1.1.1.3.2.1,con,The claim is that many people all over the world have an experience of God. If some practice yoga and are atheists this is not relevant. Someone could use a microwave and not believe in radiation. Their food will still cook.,"['0', '0', '0', '0', '0']", 3,5
25,1.1.1.3.2.2,con,The practice of yoga was originally for the purpose of developing the ability to sit for long periods to meditate on God. The practices have many benefits for the body and mind which are useful for things other than meditating.,"['0', '0', '0', '0', '0']", ,5
26,1.1.1.3.2.3,con,"Atheistic practitioners of Yoga are only getting a shadow of the benefits to be had from Yoga. There are higher benefits to be had, namely developing Love for God, directly perceiving God, and loosing attraction for the dualistic pleasures of this world.","['0', '0', '0', '0', '0']", ,5
27,1.1.1.3.3,con,The account of a report that is not scientifically verified cannot afford a scientific impact.,"['0', '0', '1', '0', '2']", ,4
28,1.1.1.3.3.1,con,The basis of empirical science rests on the assumption that only things which can be empirically verified can be taken with any certainty to be true. This assumption is circular in nature because there is no empirical way to back up this assumption.,"['0', '0', '0', '0', '0']", ,5
29,1.1.1.3.4,con,"The experience of Yoga, Meditation, etc can be easily explained by modern neurology as not being from God. The experiencer must interpret the subjective experience. Some interpret it as being from God, but that does not make it so. A person's interpretation will depend on their beliefs. So the argument is circular: a person who believes that Yoga experiences come from God, will interpret it as being from God. But it is not evidence of anything.","['0', '0', '0', '0', '0']", ,4
30,1.1.1.4,pro,"Altered states of consciousness including dreams, hallucinations, astral projections and other out-of-body experiences, often are of a spiritual nature or are instructive, hinting at a greater intelligence or at least the existence of something beyond the physical.","['4', '0', '0', '0', '1']", 1,3
31,1.1.1.4.1,con,"All mental states can be proven to be a function of the material operation of the brain.  There is no science suggesting there is anything supernatural going on. When a brain dies, it ceases any mental activity.","['0', '0', '0', '0', '0']", ,4
32,1.1.1.4.2,con,"Dreams, hallucinations, astral projections and OBEs find physical expressions and can be interpreted as body phenomenons. Psychological experiences can explain and reproduce such phenomenons without involving ""God"".","['0', '0', '0', '1', '1']", ,4
33,1.1.1.4.3,con,"Dreams and hallucinations can be interpreted in any way to confirm your beliefs. If you believe in 'anything', you can then twist dreams to fit within the narrative of your beliefs. Who's to say dreams don't 'actually' show that we are living in a virtual universe created by omnipotent chickens?","['0', '1', '0', '0', '0']", ,4
34,1.1.1.5,pro,A self evident truth is the highest standard of establishing something to be true in epistemology. The direct experience of God is a claim of self evident truth. Plenty of people claim they have an experience of God.,"['3', '0', '0', '0', '4']", 32,3
35,1.1.1.5.1,pro,The claim that an experience with God is equivalent to claiming moral values like equality and non-violence are true (i.e. real) because these claims are self evident (i.e. a claim which is of a metaphysical nature and which can not be established empirically).,"['2', '0', '0', '0', '1']", 8,4
36,1.1.1.5.1.1,con,A subjective experience of God is not the same type of claim as moral values. Religion and morality are not synonymous.,"['1', '0', '0', '0', '1']", 1,5
37,1.1.1.5.1.1.1,con,Religious claims and moral claims are similar in that they are both metaphysical,"['0', '0', '0', '0', '0']", ,6
38,1.1.1.5.1.1.2,con,Religious claims and moral claims are similar in that they are both require the same kind of epistomology to establish them namely they need to be held as self-evident,"['0', '0', '0', '0', '0']", ,6
39,1.1.1.5.1.2,con,"Even if objective morality did exist, it is at least clear that whether it exists is debated, so to describe the truth of a moral value as ""self-evident"" is clearly false.","['0', '0', '0', '0', '0']", ,5
40,1.1.1.5.1.3,con,The value of equality and non-violence to a society can be empirically established.,"['1', '0', '0', '0', '1']", 13,5
41,1.1.1.5.1.3.1,pro,"Youth violence greatly increases the costs of health, welfare and criminal justice services; reduces productivity; and decreases the value of property.","['0', '0', '0', '0', '0']", ,6
42,1.1.1.5.1.3.2,pro,Gun violence affects the economic health of communities.,"['0', '0', '0', '0', '0']", ,6
43,1.1.1.5.1.3.3,con,The metrics for determining what's valuable to a society could run into some serious challenges. The same metrics might also show that eugenics is beneficial.,"['0', '0', '0', '0', '2']", ,6
44,1.1.1.5.1.3.4,con,In this claim value is an unstated premise. Values of a society are established in a self-evident way the same way moral values are. All the above claims has done is push the problem back one step. The problem of needing a self-evident foundation upon which to build a value structure has not been removed.,"['0', '0', '0', '0', '1']", ,6
45,1.1.1.5.1.3.5,con,All that would tell us is that it is beneficial to treat people as if they are equal. There would still be no objective sense in which equality exists.,"['0', '0', '0', '0', '3']", 2,6
46,1.1.1.5.2,pro,Self evident truths are the highest in epistemology because they are the foundation upon which others truths are built.,"['1', '0', '0', '0', '1']", ,4
47,1.1.1.5.3,pro,Belief in God is produced in a way that violates no epistemic duty in believing and so is justified. Justification involves obedience to one’s epistemic duties or possession of a sound noetic structure of beliefs.,"['2', '0', '0', '0', '1']", ,4
48,1.1.1.5.3.1,pro,Man has a sensus divinitatis (sense of divinity) that grounds (justifies) belief in God by the appropriate circumstances making it properly basic. Alvin Plantinga speaks of sensus divinitatis as “a disposition or set of dispositions to form theistic beliefs in various circumstances or stimuli that trigger the working of this sense of divinity.”,"['0', '0', '0', '0', '0']", ,5
49,1.1.1.5.3.1.1,pro,"Just as perceptual beliefs like “There is a tree” are not based on arguments from more basic beliefs but arise spontaneously in me when in the circumstances of a tree’s appearing to be there, so the belief “God exists” arises spontaneously when in appropriate circumstances, such as moments of guilt, gratitude, or awe at nature’s grandeur, as a result of the working of the sensus divinitatis.","['0', '0', '0', '0', '0']", ,6
50,1.1.1.5.3.1.1.1,pro,"Plantinga emphasizes that God’s existence is not inferred from such circumstances—such an argument would be manifestly inadequate—rather, the circumstances form the context in which the sensus divinitatis operates to produce a basic belief in God. Thus belief in God is not arbitrary; it is grounded by the appropriate circumstances and so is properly basic.","['0', '0', '0', '0', '0']", ,7
51,1.1.1.5.3.1.1.2,con,"Insofar as more basic beliefs such as ""my senses can be trusted"" do not underlie one's perceptual beliefs, this is a sign of the irrationality of the human mind more than anything else, and the same is true for an imagined ""sensus divinatus"".","['0', '0', '0', '0', '0']", ,7
52,1.1.1.5.3.1.1.3,con,"No one is born being able to recognize and name trees: this is acquired by teaching. Yet there is no teaching for the sensus divinitatis, and so we cannot be sure we correctly interpret the stimulus it supplies us.","['0', '0', '0', '0', '0']", ,7
53,1.1.1.5.3.1.1.4,con,"""There is a tree"" is prompted by certain visual stimuli, the proper functioning of which can be verified independent of the tree, and the belief in the tree can be corroborated by other senses, such as touching it. This is not the case with the sensus divinitatis.","['0', '0', '0', '0', '0']", ,7
54,1.1.1.5.3.1.2,con,The existence and proper functioning of a sensus divinitatis presumes the existence of a god to stimulate and be sensed by it. This is merely to beg the question.,"['0', '0', '0', '0', '0']", ,6
55,1.1.1.5.3.1.3,con,The genuine existence of such a sensus divinitatis (SD) and its proper functioning lack critical validation. As such nothing distinguishes a genuine and properly-functional SD from a non-genuine or non-functional SD.,"['0', '0', '0', '0', '0']", ,6
56,1.1.1.5.3.1.4,con,"While humans clearly have some kind of disposition towards theism, or there would be no theists, to assume such disposition is correctly characterised as a sense as opposed to a collection of biases and heuristics is to beg the question.","['0', '0', '0', '0', '0']", 1,6
57,1.1.1.5.3.2,con,"If justification involves obedience to one's epistemic duties or possession of a sound noetic structure of beliefs, then this leads to radical relativism. If belief in any God can meet this criteria, then just any belief, it is alleged, such as Linus’ belief in the Great Pumpkin, can also be justified.","['0', '0', '0', '0', '0']", ,5
58,1.1.1.5.3.2.1,pro,"With respect to justification, we can imagine someone placed in circumstances in which belief in the Great Pumpkin would be justified for him. For example, Linus’ parents assured him of the existence of the Great Pumpkin. Yet, this doesn’t imply these beliefs are justified for normally situated adults because they would formulate de facto defeaters for their belief in the Great Pumpkin.","['0', '0', '0', '0', '0']", ,6
59,1.1.1.5.3.2.2,con,Belief in God is not merely justified but also warranted. Warrant is that property that converts mere true belief into knowledge when possessed in sufficient degree.,"['0', '0', '0', '0', '0']", ,6
60,1.1.1.5.3.2.2.1,pro,"God has so constituted us that we naturally form belief in Him under certain circumstances; since the belief is thus formed by properly functioning cognitive faculties in an appropriate environment, it is warranted for us, and, insofar as our faculties are not disrupted by the noetic effects of sin, we shall believe this proposition deeply and firmly, so that we can be said, in virtue of the great warrant accruing to this belief for us, to know that God exists.”","['0', '0', '0', '0', '0']", ,7
61,1.1.1.5.3.2.2.1.1,pro,"S knows p if (1) the belief that p is produced in S by cognitive faculties that are functioning properly, (2) the cognitive environment in which p is produced is appropriate for those faculties, (3) the purpose of the module of the epistemic faculties producing the belief in question is to produce true beliefs, and (4) the objective probability of a belief’s being true, given that it is produced under those conditions, is high.","['0', '0', '0', '0', '0']", ,8
62,1.1.1.5.3.2.2.1.2,con,"""The noetic effects of sin"" is equivalent of saying to those who don't believe in God, ""your God detector is broken because you are evil"". This is an argument ad hominem.","['0', '0', '0', '0', '0']", ,8
63,1.1.1.5.3.2.2.1.2.1,con,"Theists and atheists alike are impacted by the noetic effects of sin. The manifestation of the noetic effects of sin among theists could be different from atheists. For atheists, it may affect their belief in God but not necessarily their personal morals. For the theist, sin could keep them entrapped and committed to a way of life that God never intended for them to live. The impacts are different, but theists are subject to the effects of sin as well.","['0', '0', '0', '0', '0']", ,9
64,1.1.1.5.3.2.2.1.3,con,"Saying ""God has so constituted us that we naturally form belief in Him under certain circumstances"" assumes the thesis of the entire debate and therefore can have no bearing on it. If we do not assume god exists we cannot assume god designed our faculties.","['0', '0', '0', '0', '1']", ,8
65,1.1.1.5.3.2.2.1.3.1,con,"God's existence can be assumed when attempting to form a coherent epistemology. Naturalism does the same in reverse when attempting to form a coherent epistemology that wouldn't include a God (e.g. verificationism, the falsification principle). It is acceptable to ask, ""if God is real, what kind of mechanisms would He have created for us to know Him?"" and then work this into our epistemology.","['0', '0', '0', '0', '0']", ,9
66,1.1.1.5.3.2.2.2,pro,"The question of whether belief in God is warranted can’t be settled just by attending to epistemological considerations; it is at bottom not merely an epistemological dispute, but an ontological or theological dispute. It follows that there is no de jure (undermining) objection to theistic belief independent of the de facto (factual) question of whether theism is true.","['0', '0', '0', '0', '0']", ,7
67,1.1.1.5.3.3,con,"Epistemic duty is self-set. How rigorous a person is when evaluating information is the task of critical thought, and that is a conscious dissection of evidence to ascertain veracity. Belief in God just means one is flexible, at least in some matters, because from scrutinizing and bias-aware epistemological purity of reason and objectivity, God cannot be found. That's why the word ""faith"" is required.","['0', '0', '0', '0', '0']", ,5
68,1.1.1.5.4,con,"Plenty of people claim, and some of them sincerely believe, to have encountered (or been abducted by) extraterrestrial beings who hides from the other humans. That is not enough to know that said beings actually exist.","['0', '0', '0', '0', '0']", 2,4
69,1.1.1.5.5,con,A self-evident conclusion is most likely an example of the fallacy begging the question.,"['2', '1', '0', '0', '1']", 2,4
70,1.1.1.5.5.1,con,"If self-evident truth is begging the question, then not only can God not be proven, but everything else anyone could ever hope to know about anything would be subject to an infinite regress or proofs. There would be no way to prove that this material world is real and that other people exist outside of our minds.","['0', '0', '0', '0', '1']", ,5
71,1.1.1.5.5.2,con,"Self-evident proof is the epistemological alternative to Quine's Web of Belief, the idea that there are no foundational or axiomatic proofs but rather an interdependent web. This web philosophy is in essence a well dressed plea for circular reasoning as an epistemological frame work. The web alternative is the one guilty of begging the question.","['0', '0', '0', '0', '1']", 1,5
72,1.1.1.5.6,con,"Direct experience, as asserted above, does not equate to logical or scientific proof in this case or even a true belief with justification.Many experienced and saw tears falling from trees and assumed they were the tears of the virgin... when they were shown that it was, in fact, defecating insects they were unmoved in their belief. Direct experience does not solve epistemology's problem of justification in this case.","['2', '0', '0', '0', '2']", 7,4
73,1.1.1.5.6.1,con,"In this case, repeated direct experience (observational evidence) is the source for demonstrating the insects were the cause. Thus, the parent argues this direct experience somehow invalidates direct experience as a source of justification.","['1', '0', '0', '0', '1']", ,5
74,1.1.1.5.7,con,A truth that is self-evident must be objectively true for anyone who considers it.,"['1', '0', '0', '0', '2']", ,4
75,1.1.1.5.7.1,pro,"Descartes started with ""I exist,"" as his self-evident, a priori truth. That we exist seems far more certain than God exists.","['0', '0', '0', '0', '1']", ,5
76,1.1.1.5.7.1.1,con,"However, that Descartes exists is not self-evident to other people, and as such self-existence is self-evident but not objective.","['0', '0', '0', '0', '1']", ,6
77,1.1.1.5.7.2,pro,"The ""self"" in self-evident does not refer to an individual that is perceiving, but that truth which is perceptible by everyone.","['0', '0', '0', '0', '1']", ,5
78,1.1.1.5.7.2.1,con,"The ""self"" in self-evident merely refers to the fact that a truth is evident in its own right without need for external corroboration, but this has nothing to do with whether the truth is objective.","['0', '0', '0', '0', '1']", ,6
79,1.1.1.5.7.3,pro,The existence of the force we call gravity is self-evident. Everyone perceives there is something that pulls us towards the ground.,"['1', '0', '0', '0', '0']", ,5
80,1.1.1.5.7.3.1,con,"Everyone perceives that we are pulled towards the ground, but ancients who explained why things fall without invoking as-yet-undiscovered gravity, or flat-Earthers today engaging in denialism, did and do not perceive that gravity self-evidently exists. Gravity is verified by empirical science, not self-evidence.","['0', '0', '0', '0', '0']", ,6
81,1.1.1.5.8,con,The God experience has been reproduced in labs. We cannot trust the testimony of others at face value and even our own experiences must be subject to inquiry.,"['2', '0', '0', '1', '1']", 16,4
82,1.1.1.5.8.1,pro,"The God experience has been reproduced by shamans and hierophants from different faiths using hallucinogens and rituals for thousands of years. While they may represent genuine contact with the divine, as outsiders we can no longer reasonably place these testimonies above critique or close examination.","['0', '0', '0', '0', '0']", ,5
83,1.1.1.5.8.2,con,Replicating a God-like experience in a lab only leads to the conclusion that there may be a physical component to interactions with God. It does not follow that people are not having veridical experiences with God or the spiritual realm.,"['0', '1', '0', '0', '2']", 5,5
84,1.1.1.5.8.2.1,con,"While true that we cannot eliminate the possibility of a genuine spiritual experience, it is also true that we no longer can insist on interpreting a stranger's testimony as a factual account of spiritual experience.","['0', '0', '0', '0', '0']", ,6
85,1.1.1.5.9,con,"If further evidence or knowledge could add something we cannot claim a ""highest standard"". For example, direct experience of God could be further evidenced if many people plus the individual directly experience it. It could be further still if data supported it and further still if experts agreed.","['1', '1', '0', '0', '1']", 6,4
86,1.1.1.5.9.1,con,"Believing that other people’s experiences reinforce our own is itself a self-evident truth that must come before we consider those experiences. Thus, self-evident truths come first.","['0', '0', '0', '0', '0']", ,5
87,1.1.1.5.9.1.1,con,"Some set of axioms are required for any system of logic or ""bounded argument"". This does not prove the equivalent value of two sets of axioms.","['0', '0', '0', '0', '0']", ,6
88,1.1.1.5.9.1.2,con,"All systems of logic and belief rest on axioms ( including this statement ). The mere existence of ""first"" premises, principles or assumptions does not negate or prove the truth value of a system of logic or belief. Various methods such as science, themselves having axioms, are used to evaluate the fitness or truth value of systems of belief or logic based on a given context -- which, itself will contain axioms.","['0', '0', '0', '0', '0']", ,6
89,1.1.1.5.9.2,con,"Believing that data (regardless of knowledge source) provides further evidence that reinforces our immediate experience is itself a self-evident truth. Thus, self-evident truths come first.","['0', '0', '0', '0', '0']", ,5
90,1.1.1.5.9.2.1,con,"Differing sets of self-evident truths can be judged on their relative fitness in a given context. In the context of proving the existence of God to others, direct experience and testimony, by themselves, are literally and measurably less than themselves plus further evidence. Experience A is less than Experience A plus Evidence B.","['0', '0', '0', '0', '0']", ,6
91,1.1.1.6,pro,"God spoke to Moses ""as a man speaketh to another."" Exodus 33:11.","['3', '0', '0', '0', '1']", 1,3
92,1.1.1.6.1,con,"There is no archaeological or paeleological evidence to suggest Moses existed. In fact, most biblical historians do not believe he existed.","['1', '0', '0', '0', '0']", ,4
93,1.1.1.6.2,con,You cannot use the book stating that God exist as a proof that God exist.,"['1', '0', '0', '0', '3']", 2,4
94,1.1.1.6.3,con,This is circular reasoning. You cannot use scripture to prove itself legitimate.,"['1', '0', '0', '0', '3']", ,4
95,1.1.1.6.3.1,pro,"You can't prove the existence of the author of a writing with the argument that it's written in the writing. It is written in the Hobbit, or there and back again that Bilbo Baggins is writing ""there and back again"" therefore Bilbo Baggins exists. Yet we know that Bilbo Baggins is a fictional character invented by Tolkien.","['1', '0', '0', '1', '1']", ,5
96,1.1.1.6.3.2,con,This claim is not about the Bible claiming it is true. It is about the Bible containing scientific facts and ethical principles which are ahead of their time and predictions of the future which can reasonably be explained by devine inspritation.,"['2', '0', '0', '0', '1']", 1,5
97,1.1.1.6.3.2.1,con,"Bible ""ahead of their times"" scientific facts are useless since we needed to develop science to confirm them, also they have been debunked.","['1', '0', '0', '0', '0']", 5,6
98,1.1.1.6.3.2.2,con,Other traditions had comparable or superior ethical principles before the Bible was compiled.,"['1', '0', '0', '0', '0']", 2,6
99,1.1.1.6.3.2.3,con,"Predictions of the future can be more reasonably explained by post events edits, and anyway have been debunked.","['1', '0', '0', '0', '0']", ,6
100,1.1.1.7,pro,God the Father and Jesus Christ visited Joseph Smith. First Vision,"['4', '0', '0', '0', '1']", 1,3
101,1.1.1.7.1,con,"Joseph Smith was a well known charlatan for his time, and ended up being murdered by his own followers after it was revealed he was deceiving them.  There's no evidence that the Book of Mormon is anything other than fiction.Joseph Smith","['1', '0', '0', '0', '2']", 1,4
102,1.1.1.8,con,A religious person claiming that they had a religious experience is not proof of anything other than that person's religiousness.,"['1', '0', '2', '1', '2']", 4,3
103,1.1.1.8.1,con,If we apply the same principle (personal experience is not evidence) to materialism we run into the same problem as when applied to theism. If personal experience is not evidence then there is no way to prove that the material world exists. Extreme skeptism about human experience has unintended consequences as it devastates any conceivable epistemological foundation.,"['0', '0', '0', '0', '0']", ,4
104,1.1.1.8.2,con,This does not provide an explanation for atheists who have religious experiences.,"['0', '0', '0', '0', '0']", ,4
105,1.1.1.8.2.1,pro,"An atheist who has a compelling religious experience would no longer be an atheist, so by this standard no account of personal revelation would be valid no matter how trustworthy or reliable. It's like a flat-earther denying all orbital photographs of the Earth's curve that weren't taken by a fellow flat-earther.","['0', '0', '0', '0', '0']", ,5
106,1.1.1.8.3,con,The above claim is predicated on a bias world view (materialism) which filters evidence (anything indicating a metaphysical reality) according to its bias and then claims there is no evidence to contradict the bias. It's therefore guilty of begging the question.,"['0', '0', '0', '0', '0']", ,4
107,1.1.1.9,con,"People of all religions claim to have had religious experiences that pertain to their belief systems. This suggests that religious experiences are psychological or social phenomena, rather than genuine experiences of a particular god.","['1', '0', '0', '0', '2']", 5,3
108,1.1.1.9.1,pro,Evangelical Christians claim to have experienced the presence of Jesus. Catholics claim to have have experienced the Virgin Mary or a saint. Muslims claim to have had a religious experience with Allah. Buddhists with Buddha and Hindus with Krishna or another deity and so on and so on.,"['0', '0', '0', '0', '0']", ,4
109,1.1.1.10,con,Many people have experiences which they interpret as involving God. But these may be misinterpretations of experiences which don't actually involve and God.,"['0', '0', '0', '0', '0']", ,3
110,1.1.1.11,con,"Some people have religious experiences of the absence of God. If the same standard applies in these cases, these would serve as evidence for atheism.","['0', '0', '0', '0', '0']", 1,3
111,1.1.1.12,con,Anecdotal evidence is the least reliable kind of evidence. This means experiences (in this context with god) have little to no value when it comes to proving whether a proposition (the existance of god) is true or false.,"['1', '0', '0', '0', '2']", ,3
112,1.1.1.12.1,pro,"The fact that memories are faulty means that recollection of experiences can not be trusted at face value, hence the unreliability of anecdotal evidence.","['0', '0', '0', '0', '0']", ,4
113,1.1.1.13,con,"Lighter and more complete theories than ""God"" can explain extraordinary phenomenons.","['1', '1', '0', '0', '5']", 2,3
114,1.1.1.13.1,pro,"For example, Lourdes is regarded as a sanctified site for many Catholics where miraculous healing would appear, but in fact, there are no more cancer healings in this site than there are spontaneous unexplained cancer healing in any other place.
See Les miracles, Lourdes et les probabilités (French), quote: ""We can say that with 67 healings in slightly more than 150 years, results are not more impressive in Lourdes that in hospitals.""","['0', '0', '0', '0', '0']", 1,4
115,1.1.1.14,con,Individual experiences are not sufficient evidence as people are able to experience things that do not match reality.,"['1', '1', '0', '2', '3']", ,3
116,1.1.1.15,con,"People have had similar experiences regarding e.g. pagan gods and nature spirits, so unless we accept that all of these exist we cannot use this as proof of God's existence.","['1', '1', '0', '0', '9']", 3,3
117,1.1.1.15.1,pro,Such experiences do not necessarily validate God specifically. They could validate any of numerous other things. The individual might only interpret the experience as religious as a result of confirmation bias.,"['0', '0', '0', '0', '0']", ,4
118,1.1.1.15.1.1,con,"Lack of validation is no indication of the opposite. Even the scientific method is not interested in validation, only falsification and partial support, which is offered by personal religious experiences.","['1', '0', '0', '0', '0']", ,5
119,1.1.1.15.1.1.1,con,"The scientific method definitely cares about validation precisely because so many scientific observations are of effects with only statistical results.   The more independent trials validating the result the more unlikely the negative is. What you are observing is a publication bias caused by journals so aren't interested in publishing results like ""Yes, relativistic effects have been demonstrated yet again"", etc.","['0', '0', '0', '0', '0']", ,6
120,1.1.1.15.2,con,"The evidence in favor of different religions differs wildly. Thus, there is reason to believe one religion is correct and the others are wrong.","['2', '0', '1', '1', '0']", 5,4
121,1.1.1.15.2.1,pro,"Religions that have been present for a longer period of time have tradition on their side, which newer religions lack.","['1', '1', '1', '0', '0']", ,5
122,1.1.1.15.2.1.1,con,"Human societies had the tradition of not granting people equal rights, but the West abandoned that practice as being wrong. Thus, something being a tradition is thus not of importance.","['2', '0', '0', '0', '0']", 2,6
123,1.1.1.15.2.1.2,con,"Tradition carries no weight in arguments, as something being assumed in the past is not sufficient reason to believe it is true. Neither is the fact that something was done in the past evidence that it is the best option. In fact, history is littered with examples of erroneous traditions.","['1', '0', '0', '0', '0']", ,6
124,1.1.1.15.2.1.2.1,con,"It can be true that ""something being assumed in the past is not sufficient reason to believe it is true,"" while at the same time being also true that ""tradition carries weight in arguments.""

This is because though tradition is not a sufficient reason for belief, it can be an important part of a set of reasons, and often is a necessary condition for belief.","['0', '0', '0', '0', '1']", ,7
125,1.1.1.15.2.1.2.1.1,con,"If there are a set of reasons something was believed in the past, the reasons themselves should be presented, instead of the fact that they were believed in the past.","['1', '0', '0', '0', '0']", 1,8
126,1.1.1.15.2.2,pro,"If a true God would not allow his religion to die, then it is necessarily the case that all the myriad pagan religions which have died off are false, and one of the currently existent religions must be true.","['2', '0', '1', '0', '0']", ,5
127,1.1.1.15.2.2.1,con,"There is no reason for us to belive that a true God would not allow his religion to die and, as it stands, it is a mere speculation.","['0', '0', '0', '0', '0']", 2,6
128,1.1.1.15.2.2.1.1,pro,"Most religions have a ""free will"" notion which would not be possible if God ""would not allow"" his religion to die as that would be violation of the free will.","['0', '0', '0', '0', '0']", ,7
129,1.1.1.15.2.3,con,"This is merely to punt to something beyond religious experience, making the argument from religious experience itself moot.","['0', '0', '0', '0', '0']", ,5
130,1.1.1.15.2.4,con,"Difference in the strength of the evidence is reason to believe that some are more likely than others to be true, if at least one religion is true. It is not reason enough to go the further steps to believe one specific religion is in fact true.","['0', '0', '0', '1', '0']", ,5
131,1.1.1.15.3,con,"It is perfectly coherent to believe that most religions simply have an incomplete or different experience or understanding of the same God, so it's not necessary to reject every doctrine of their belief or declare that they're entirely wrong. This belief is called inclusivism.","['2', '0', '0', '0', '1']", ,4
132,1.1.1.15.3.1,pro,"God may have revealed Himself in different ways to suit different cultures, and to help them with their specific spiritual journey.","['1', '1', '0', '1', '1']", ,5
133,1.1.1.15.3.1.1,pro,That would in fact be what a God who was good as defined by the classical definition would do. We know that problems are very different and require different approaches and solutions.,"['0', '0', '0', '0', '1']", 1,6
134,1.1.1.15.3.1.2,con,A god that reveals himself in such ways as to support contradictory conceptions of god would be making himself seem incompatibly different to different people. This constitutes deception and thus wouldn't be something a good and loving God would do.,"['0', '0', '0', '0', '0']", ,6
135,1.1.1.15.3.2,pro,"Prior to modern archeology, many cultures discovered dinosaur bones and called them dragons. The fact that they were wrong about many of the attributes of dinosaurs doesn't mean we have to completely reject their experience of fossils.","['1', '0', '0', '0', '3']", 2,5
136,1.1.1.15.3.3,pro,"There are many competing interpretations of quantum mechanics, but the fact that only one of them can be entirely right doesn't mean that we are forced to reject all of them, or to reject quantum theory itself.","['2', '0', '0', '1', '2']", ,5
