,Level,Stance,Claim,Votes,Comments,Depth
58,1.2.1.1.1.5.1.1.1.1.1.1.1.1.2.2,con,"Substance dualism does not imply human telekinesis. In an entity composed of both mind and matter, that mind may be limited to affecting that matter. The individual human mind may be limited to affecting the individual human brain as an inherent substantial form and not an emergent property.","['0', '0', '0', '0', '0']", 1,15
59,1.2.1.1.1.5.1.1.1.1.1.1.1.1.2.2.1,con,"That's just telekinesis with a very short range. We have no physical evidence of this, despite considerable research.","['0', '0', '0', '0', '0']", ,16
60,1.2.1.1.1.5.1.1.1.1.1.1.1.1.2.2.1.1,con,Searching for physical evidence of a supernatural phenomena doesn't make sense.,"['1', '0', '0', '0', '0']", ,17
61,1.2.1.1.1.5.1.1.1.1.1.1.1.1.2.2.1.1.1,con,Supernatural phenomena that interact with the physical world should leave physical/observable evidence just like anything else.,"['0', '0', '0', '0', '0']", ,18
62,1.2.1.1.1.5.1.1.1.1.1.1.1.1.3,pro,Psychics do not routinely win the lottery.,"['0', '0', '0', '0', '0']", ,14
63,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4,pro,Every faculty of mind can be lost due to brain damage.,"['0', '0', '0', '0', '0']", 4,14
64,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.1,pro,"If the brain were just an ""antenna"" for reviving instructions from the soul, then brain damage might cause a partial loss of bodily connection (motor control or sensory input), but not a partial loss mind itself (personality, memory, reason, etc.). But we actually observe that losses of both connection and mind occur, which discredits dualism.","['0', '0', '0', '0', '1']", ,15
65,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.1.1,con,"These findings are not inconsistent with substance dualism. If an individual is composed of both mind (soul) and body, then if the body is damaged, this will greatly limit the the ability of the mind to use it in the physical world.","['0', '0', '0', '0', '0']", ,16
66,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2,pro,The existence of the human brain is evidence against the supernatural because it is unclear why souls require brains.,"['0', '0', '0', '1', '0']", ,15
67,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.1,pro,"On supernaturalism, minds could exist in their own right as an immaterial (or substance-dual) soul. If souls could fulfill the brain's function, we would have no need of brains that take 1/5th of the body's energy. A simple transceiver would suffice.","['1', '0', '0', '1', '0']", ,16
68,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.1.1,con,Transceivers only send and receive signals. Something must exist to interpret and execute those signals. Even simple RC cars use complex circuit boards to execute a received command.,"['0', '0', '0', '0', '0']", ,17
69,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.1.2,con,Strawman: It is not claimed that a soul can fulfill the brain's functions. The claim is that the soul needs to animate a physical body to interact with the physical world.,"['0', '0', '0', '0', '0']", ,17
70,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.2,con,It is an unwarranted assumption to conclude that a simple transceiver would suffice in place of a brain for a soul to interact with the physical world because there would be nothing in place to interpret the commands.,"['1', '1', '0', '0', '1']", ,16
71,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.2.1,pro,"A signal can be sent to a device. That device can even receive that signal. But without something else to turn that signal into action (e.g. a processor), nothing would happen.","['0', '0', '0', '0', '0']", ,17
72,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.2.3,con,"If the soul was the mind and the seat of consciousness then the only thing the brain would need to do would be receive information from the soul, decode it, and send it to the rest of the body. The same is true in the reverse direction it would need to receive the senses encode them and send them to the soul. In reality though the brain is a processing unit filled with neural networks that process information themselves without the need to outsource the computing to a soul.","['0', '0', '0', '0', '0']", ,17
73,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.2.3.1,con,"The brain may be all the body needs to process physical stimuli; however, the soul is not claimed to conduct these functions for a person but to rather process non-physical stimuli.","['0', '0', '0', '0', '0']", ,18
74,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.3,con,Souls existing in their own right does not impede brains from existing. Existence is not perfectly efficient.,"['0', '1', '0', '0', '1']", ,16
75,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.2.3.1,con,"In the abstract, existence is not efficient, but in living creatures, evolution is a relentless seeker of efficiency. If the soul makes parts of the brain redundant, then those parts of the brain should have been sanded off by natural selection eons ago.","['0', '0', '0', '1', '0']", ,17
76,1.2.1.1.1.5.1.1.1.1.1.1.1.1.4.3,con,Every faculty of mind that we can observe or measure can be lost due to brain damage. We have no way of truly knowing if faculties of the mind are actually lost through brain damage. They could still be experienced in the spiritual dimension.,"['0', '1', '0', '0', '0']", ,15
77,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5,pro,Faith healing doesn't work on amputations. This example is important because it is immune to the placebo effect and confirmation bias.,"['0', '0', '0', '0', '0']", 1,14
78,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1,con,Strawman: Theism does not necessarily hold that intercessory prayer will evoke a response from God that complies with a request.,"['0', '0', '0', '0', '0']", 3,15
79,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.1,pro,"In the Christian Bible, God does not respond when the Israelites assume He will bless their every action, even if it doesn’t align with His will (e.g. bringing the ark of the covenant into battle against the Philistines). This may indicate that God doesn’t necessarily respond when man attempts to “use Him.”","['0', '0', '0', '0', '0']", ,16
80,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.2,pro,"In the Christian Bible, there are clear examples of prayer requests being denied and answered by God. This demonstrates that God is not some “on-demand” service.","['0', '0', '0', '0', '0']", ,16
81,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.2.1,pro,"According to James 4:3, if a person has the wrong motives, God will not hear their prayers.","['0', '0', '0', '0', '0']", ,17
82,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.2.2,con,"There's a vast gulf between ""not an on-demand service"" and ""not distinguishable from random chance""; this amounts to strategic equivocation.","['0', '0', '0', '0', '0']", ,17
83,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3,con,"In order for the idea of answered prayers to be plausible, the correlation between requests and answers must be statistically significant - which it is not.","['1', '0', '0', '0', '1']", 3,16
84,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3.1,con,"There are examples of intercessory prayers being granted by God; however, it does not follow that God grants every (or even close to every) intercessory prayer.","['0', '0', '0', '0', '1']", 2,17
85,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3.1.1,con,"There is no evidence that the statistical frequency of any outcome is affected by prayer. Some prayers are ""granted"", but the probability of this happening is not changed by prayer, and so prayer has no effect.","['0', '0', '0', '0', '0']", ,18
86,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3.2,con,"Searching for statistical significance in affirmative prayers is absurd. If God's answer is ""no,"" to all of these requests, then one could claim there is perfect statistical evidence for answers to prayer.","['0', '0', '0', '0', '1']", ,17
87,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3.2.1,con,"Some things that are prayed for do happen, so a God who exists but answers ""no"" to all requests is contrary to the evidence.","['0', '0', '0', '0', '0']", ,18
88,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.3.2.2,con,"Searching for statistical evidence for a claim is not absurd, as that is the only way to determine if the claim has any validity.","['0', '0', '0', '0', '0']", ,18
89,1.2.1.1.1.5.1.1.1.1.1.1.1.1.5.1.4,con,There are very clear examples in the Bible of intercessory prayers being granted by God.,"['0', '1', '0', '0', '0']", 1,16
90,1.2.1.1.1.5.1.1.1.1.1.1.1.1.6,pro,Astrology has been debunked by science.,"['0', '0', '0', '0', '0']", ,14
91,1.2.1.1.1.5.1.1.1.1.1.1.1.1.7,con,"There are equally many examples of science being unable to explain the supernatural, such as ghosts.","['0', '0', '0', '0', '0']", ,14
92,1.2.1.1.1.5.1.1.1.1.1.1.1.1.7.1,pro,Science can only theorize on ghostly phenomena but has yet to prove definitively that they do not exist. God is one such phenomena.,"['0', '0', '0', '0', '0']", ,15
93,1.2.1.1.1.5.1.1.1.1.1.1.1.2,con,"The findings of science may disprove certain religious or supernatural propositions about the physical world; however, it does not follow that the supernatural does not exist.","['0', '0', '0', '0', '0']", ,13
94,1.2.1.1.1.5.1.1.1.1.1.1.1.2.1,con,"It does not follow deductively that the supernatural does not exist, but science is inductive, and it does follow inductively that if every supernatural claim ever tested was proven false, then the next supernatural claim will also turn out to be false, and the next, and the next...","['0', '0', '0', '0', '0']", ,14
95,1.2.1.1.1.5.1.1.1.1.1.1.2,pro,We have very good grounds for excluding supernatural explanations a priori. There are no ontologically basic mental things. Minds are made of parts; they're not atoms. Non-reductionism is a confusion.,"['0', '0', '0', '0', '1']", 5,12
96,1.2.1.1.1.5.1.1.1.1.1.1.2.1,pro,"The illusion of a ""self"" also turns out to be an inference. Minds turn out to be made of simpler parts (i.e. patterns encoded in neurons). The Buddhist practice of vipassan? meditation renders the fact of anatta (no-self) starkly apparent even on a direct subjective level.","['0', '0', '0', '0', '0']", ,13
97,1.2.1.1.1.5.1.1.1.1.1.1.2.1.1,con,"A subjective experience requires a subject, which is ""self.""","['0', '0', '0', '0', '0']", ,14
98,1.2.1.1.1.5.1.1.1.1.1.1.2.1.1.1,con,"Subjective experience requires a mind, yes, but minds are made of parts. The ""self"" may simply be a label, which the various mind-parts assume from time to time.","['0', '0', '0', '0', '0']", ,15
99,1.2.1.1.1.5.1.1.1.1.1.1.2.1.1.2,con,"This depends on what is meant by self. It may be true that a subjective experience requires some form of a brain but not necessarily a coherent concept of ""self"".","['0', '0', '0', '0', '1']", ,15
100,1.2.1.1.1.5.1.1.1.1.1.1.2.2,pro,"Agent detection bias explains a lot of superstition/supernaturalism. This bias isn't just evident in humans. If the wind blows something over near a dog, its ears perk up and it barks at the source of the sound, just like if had be caused by an animal. If your caveman ancestors didn't jump at shadows like this, occasionally a shadow would have eaten them. So that one wasn't your ancestor. That's why humans often ""feel a presence"" (i.e. a ""spirit"") even when nothing is there.","['0', '0', '0', '0', '0']", ,13
101,1.2.1.1.1.5.1.1.1.1.1.1.2.2.1,con,"While those who are committed to an atheistic worldview often interpret the evolutionary theories to mean that religious beliefs are nothing more than a fluke development of nature, the theories themselves say nothing about whether the beliefs we have formed are true.","['0', '0', '0', '0', '0']", 4,14
102,1.2.1.1.1.5.1.1.1.1.1.1.2.2.1.1,pro,"Theories used to explain religion, if correct, show not one thing more than that we have certain mental tools which under certain conditions give rise to the belief in the existence of entities that rally religious commitments. But pointing that out does nothing, all by itself, to tell us about whether those religious beliefs are justified or not. The mere fact that we have beliefs that spring from mental tools  is totally irrelevant to the justification of beliefs that spring from them.","['0', '0', '0', '0', '0']", ,15
103,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2,con,"In relation to God, the parent could actually be the sensus divinitatis functioning properly. If God exists, we would EXPECT Him to place a sense within us that help us naturally believe He exists. Therefore, the parent could be just one example of this sense working (although not necessarily properly...it may be malfunctioning due to the noetic effects of sin).","['0', '0', '0', '0', '0']", ,14
104,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.1,con,"""The noetic effects of sin""!? Translation: ""Your God detector is broken because you are evil"". This is a vicious ad hominem by Plantinga against everyone who is not a Christian like he is.","['0', '0', '0', '0', '1']", 3,15
105,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.1.1,pro,There is a negative correlation between religiosity and incarceration. Atheists are less likely to be lawbreakers than theists.,"['0', '0', '0', '0', '0']", 2,16
106,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.1.2,con,"Under the Christian worldview, all humans (theists and atheists alike) suffer from the effects of sin. The impacts of sin are multifaceted and various. One of these possible impacts is spiritual blindness which means the more license sin has to control us, the more it keeps us in the dark. This is a problem for atheists and theists alike. Since the grandparent relates to belief in God, atheists appear singled out. However, the noetic affects of sin would apply to theists as much as atheists.","['0', '0', '0', '0', '0']", ,16
107,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.1.2.1,pro,"Under the Christian worldview, the manifestation of the noetic effects of sin among theists would be different from atheists. For atheists, it may affect their belief in God but not necessarily their personal morals (there are many moral atheists that would put theists to shame). For the theist, sin could keep them entrapped in their sin and committed to a way of life that God never intended for them to live. The impacts are different, but theists are subject to the effects of sin as well.","['0', '0', '0', '0', '0']", 2,17
108,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.2,con,If the devil or an evil supreme being exists we would EXPECT him to place a sense in us that fools us into surrendering to them. If ghosts exist perhaps it is them that we are sensing. Any number of supernatural explanations can be put forth for agent detection bias but the natural explanation that requires no extra assumptions is the most likely.,"['0', '0', '0', '0', '2']", ,15
109,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.2.2,con,"If Christianity is true, the devil would has no such power to create such a sense within humanity. He could seek to manipulate and distort the sense we already have, but such a sense is outside of his power to create.","['0', '0', '0', '0', '0']", ,16
110,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3,con,"Ad-hoc justifications like this indicate Belief in Belief, and not sincere belief. The claimed model does not constrain anticipation--i.e. you know in advance the experiment will fail (your real belief), so you also have an excuse prepared in advance to rationalize the outcome in terms of the professed belief.","['0', '0', '0', '0', '0']", 9,15
111,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.1,pro,"If we want to setup an experiment with Christians to prove their God, they will not expect their God to prove itself. (But in the Bible, God is sometimes willing to prove itself.)","['0', '0', '1', '0', '0']", 1,16
112,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.2,con,"Ad-hoc justifications, (if they can indeed be called ad-hoc) count against the plausibility of a hypothesis. However, they don’t necessarily make that hypothesis false. The hypothesis could still be the best explanation of the evidence.","['0', '1', '0', '0', '1']", ,16
113,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.3,con,The parent is a generalized ad hominem attack against theists. All the same points could be made of atheists in one form or another. This type of discussion is completely fruitless and should be ignored.,"['2', '0', '0', '0', '1']", ,16
114,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.3.1,con,"There is no need to call it ad hominem, if the argument is closely connected with the claim itself.","['0', '0', '0', '0', '0']", ,17
115,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.4,con,"It is not “ad-hoc” to give rational answers to posed challenges related to one’s hypothesis. Calling an explanation “ad-hoc” may be an individual’s subjective interpretation informed by their own cognitive biases. Therefore, one should exercise great care before accusing a given explanation of being “ad-hoc.”","['0', '0', '0', '0', '1']", ,16
116,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.5,con,"To suggest that one “knows in advance the experiment will fail” and thus has an “excuse prepared in advance,” is insulting to the extreme to an individual’s intellectual honesty.","['1', '0', '0', '0', '1']", 5,16
117,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.5.1,con,"While some theists are merely ignorant of the facts and become atheists when confronted with them, many theists really are that duplicitous, which makes them very frustrating to talk to. For some of them, this is likely subconscious compartmentalization to avoid cognitive dissonance, rather than anything deliberate.","['0', '0', '0', '0', '0']", ,17
118,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.5.1.1,pro,"Both Muslims and christians believe, that they have the right, but both are unwilling to ask God for proof they are right, even if eternal life is in stake.","['0', '0', '0', '0', '0']", 9,18
119,1.2.1.1.1.5.1.1.1.1.1.1.2.2.2.3.5.2,con,People do some things unconsciously. So they doesn't do it on purpose.,"['0', '0', '0', '0', '0']", ,17
