;Level;Stance;Claim;Votes;Comments;Depth
19;1.1.1.1.7.1.3;con;Meat derived from living animals can only be consumed by excising it from the animals, which involves slaughter or mutilation, both of which involve unavoidable moral harms.;['0', '0', '0', '0', '0']; 9;6
20;1.1.1.1.7.2;pro;Eating from small-scale meat and animal product producers is more ethical than consuming the product of industrial farming practices.;['0', '0', '0', '0', '0']; 15;5
21;1.1.1.1.7.2.1;pro;There are many humane meat producers.;['0', '0', '0', '0', '0']; 2;6
22;1.1.1.1.7.2.1.1;con;With regard to the definition (1st one) of humane, killing perfectly healthy animals just because of preference or taste is neither tender nor compassionate and shows no sympathy for the animal. There is no way to kill a human humanely, nor an animal.;['1', '0', '0', '1', '0']; 17;7
23;1.1.1.1.7.2.2;pro;There are multiple forms of agriculture and organic farming with animal welfare in mind. Biodynamic agriculture is one example.;['0', '1', '1', '1', '0']; 1;6
24;1.1.1.1.7.2.3;pro;Certain forms of privately maintained animal rearing are not harmful, for instance keeping chickens in backyards.;['0', '1', '0', '0', '0']; 8;6
25;1.1.1.1.7.2.3.1;pro;Many meat animals in the third world are part of the family and protected from surrounding predators and only killed when there is need. Animals can be killed individually with minimum pain.;['0', '0', '1', '0', '0']; 3;7
26;1.1.1.1.7.2.3.2;con;Even in supposedly ethical free-range backyard farming where chickens are not harmed, other animals might be: chickens are omnivores so may consume or otherwise impact insects and other wildlife where they are kept, and thereby disrupt the native ecosystem/food chain there.;['0', '1', '0', '0', '0']; 17;7
27;1.1.1.1.7.2.3.2.1;pro;Chickens are also non-native, as they're domesticated and only is semi-part of the ecosystem. So every time they enter it, they could disrupt its natural life cycles (like food chains, but also resources, like nitrogen).;['0', '0', '1', '0', '0']; ;8
28;1.1.1.1.7.2.3.3;con;Most backyard chickens are still killed for food once they stop laying frequently.;['0', '1', '0', '2', '0']; ;7
29;1.1.1.1.7.2.3.4;con;Most backyard chickens are hens (females). Most of the cocks (males) will have been killed at hatching.;['0', '0', '1', '0', '1']; ;7
30;1.1.1.1.7.2.3.5;con;It is not feasible to support the world on this small scale farming, thus by not being vegan humans are forced to turn to crueler methods.;['1', '2', '0', '0', '0']; 7;7
31;1.1.1.1.7.2.3.6;con;Many chickens have been bred to produce more eggs than is healthy for them to do so. Their calcium can become severely depleted, and it is difficult to feed them enough to overcome this.;['1', '0', '0', '1', '1']; ;7
32;1.1.1.1.7.2.4;con;Such meat producers would never be able to produce enough meat to feed the entire world.;['0', '0', '0', '0', '0']; ;6
33;1.1.1.1.7.2.4.1;pro;This meat is often more expensive than factory produced alternatives.;['0', '0', '0', '0', '0']; ;7
34;1.1.1.1.7.2.4.1.1;pro;Industrial meat from developed countries is cheaper than local meat in most developing countries.;['0', '0', '0', '0', '0']; 6;8
35;1.1.1.1.7.2.5;con;Even locally produced meat involves slaughtering animals for their body parts, which is unethical.;['1', '0', '0', '0', '0']; ;6
36;1.1.1.1.7.2.6;con;The majority of consumers prioritize the cost and ease of meat rather than the ethics of production. Just because a minority choose to carefully select their produce, does not compensate for a majority who do not.;['0', '0', '1', '0', '0']; 3;6
37;1.1.1.1.7.3;con;There is no clear boundary between human and animal suffering, so humans should aim to reduce suffering for animals as they would for humans.;['0', '0', '0', '0', '0']; 7;5
38;1.1.1.1.7.4;con;Free range chickens are still slaughtered, selectively bred for rapid growth to a point where for some, their legs can't support them, and kept in overcrowded barns. Free Range doesn't equal a happy life for the animal.;['0', '0', '1', '0', '1']; 1;5
39;1.1.1.1.7.5;con;Many people do not have access to or cannot afford ethically produced meat.;['0', '0', '0', '0', '0']; 26;5
40;1.1.1.2;pro;Animals have innate, individual rights, which are taken away when they are killed or made to suffer.;['6', '2', '6', '6', '13']; 13;3
41;1.1.1.2.1;pro;Plants do not have rights, as only individuals can have rights and plants are not individuals.;['0', '0', '0', '0', '0']; 2;4
42;1.1.1.2.1.1;pro;Individuals are indivisible (by definition) yet plants may be divided (e.g. by taking a cutting) and both parts survive happily. Thus, plants are not individuals.;['0', '0', '1', '0', '1']; 2;5
43;1.1.1.2.1.2;con;There are good reasons to believe that group rights can exist.;['1', '0', '0', '0', '0']; 2;5
44;1.1.1.2.1.2.1;con;Group rights can only even potentially apply to groups of individuals. But unless plants are individuals (or a collection of individuals), group rights couldn't apply to them.;['0', '1', '0', '0', '0']; ;6
45;1.1.1.2.2;pro;The distinction between humans and animals from a biological and psychological perspective is small.;['0', '1', '0', '0', '0']; 8;4
46;1.1.1.2.2.1;pro;Animals have a desire to live.;['0', '0', '0', '0', '0']; 3;5
47;1.1.1.2.2.1.1;pro;Animals have a concept of what it's like to be free vs being held in captivity.;['1', '0', '0', '0', '0']; 1;6
48;1.1.1.2.2.1.2;con;Something's desire to live does not imply its right to live. This is the cornerstone of Darwinian survival - everything wants to survive but only the fittest will.;['0', '2', '0', '0', '1']; 1;6
49;1.1.1.2.2.2;pro;Animals are sentient and have the capacity to suffer, which relates to their having moral value.;['0', '0', '0', '0', '0']; 3;5
50;1.1.1.2.2.2.1;pro;Since pain is an evolutionary advantage, animals have evolved to experience suffering.;['1', '0', '1', '0', '0']; 7;6
51;1.1.1.2.2.2.2;pro;We should assume that animals are conscious.;['1', '1', '0', '0', '0']; 7;6
52;1.1.1.2.2.2.2.1;pro;Consciousness is a barely understood concept, even in humans, but this does not mean there is no consciousness. Humans act on the assumption consciousness exists for themselves and others.;['0', '2', '0', '0', '0']; ;7
53;1.1.1.2.2.2.2.1.1;con;Humans assume what we interpret from data and evidence. We cannot suppose animals are conscious if they don't show any evidence of it. So we shouldn't act on it until we know for sure.;['0', '0', '0', '0', '0']; ;8
54;1.1.1.2.2.2.2.2;pro;When we compare the human reactions signalling pain to reactions often expressed by animals when they possibly would feel pain, they are very similar.;['0', '0', '0', '0', '0']; 4;7
55;1.1.1.2.2.2.2.3;con;We can also assume that farmed animals have no concept of life outside the farm, and since they've never experienced anything but farm life, they would have no reason not to be happy with life on the farm.;['0', '0', '0', '0', '1']; ;7
56;1.1.1.2.2.2.3;con;Captive animals only suffer when they are aware of their wild counterparts, which they rarely are.;['0', '1', '0', '0', '1']; 10;6
57;1.1.1.2.2.3;pro;A number of animals have passed the 'Mirror test', proving that they can recognise themselves as an individual.;['0', '0', '0', '0', '0']; ;5
58;1.1.1.2.2.4;pro;Differential treatment of whether killing of someone or something for food is admissible must be based on some trait the subject is lacking. Since there's no trait that wouldn't end up us eating humans, we can't treat animal lives differently than human lives.;['0', '0', '0', '0', '0']; 19;5
59;1.1.1.2.2.5;con;Animals do not have similar levels of emotional comprehension or intelligence (1, 2) to humans. Therefore they are of less value.;['0', '0', '0', '0', '0']; 25;5
60;1.1.1.2.2.5.1;con;The ability to suffer on a physical or even psychological level is not related or correlated to comprehension/intelligence.;['0', '1', '0', '0', '0']; 5;6
61;1.1.1.2.2.5.1.1;pro;Many mammals can get the same or at least very similar mental conditions as humans, including depression, OCD, anxiety disorders, etc.;['0', '0', '0', '0', '0']; 1;7
62;1.1.1.2.2.5.2;con;There are difficulties in measuring emotional and general intelligence. To base a life's value on subjective ranking does not make sense.;['0', '0', '0', '1', '0']; ;6
63;1.1.1.2.2.5.2.1;pro;Humans possess few unique abilities or skills and are worse than animals in some respects. This does not make humans less valuable, and the same criteria should be applied to animals.;['0', '0', '0', '0', '0']; 4;7
64;1.1.1.2.2.5.2.2;pro;Animals react to stimuli differently, but still emotionally. Because they react differently, humans do not take it seriously or say their responses even exist or have merit. That is why people do not believe animals are intelligent or smart.;['0', '0', '0', '0', '0']; 2;7
65;1.1.1.2.2.6;con;Many animals do not pass the mirror test as a measure of self awareness.;['0', '0', '0', '0', '0']; ;5
66;1.1.1.2.2.6.1;con;The mirror test is likely a very unreliable test of self awareness.;['0', '0', '0', '2', '0']; ;6
67;1.1.1.2.2.7;con;Since animals do not possess free will in the same way as humans, they can't have any rights (p. 538).;['0', '0', '0', '0', '0']; 39;5
68;1.1.1.2.2.7.1;con;Animals may not have positive rights due to an inability to meaningfully have duties, but they could still have negative rights, for which free will is not necessary.;['0', '1', '0', '0', '0']; 2;6
69;1.1.1.2.2.7.2;con;Infants don't know about or obey any laws, and yet have rights: harming or killing infants is against the law. Animals have or may be given rights in the same way.;['1', '0', '0', '0', '0']; ;6
70;1.1.1.2.3;pro;Animal lives are of sufficient value that we should not inflict needless suffering onto them when non-animal alternatives exist.;['1', '0', '0', '0', '0']; 17;4
71;1.1.1.2.3.2;pro;Fur coats are unnecessary for warmth in all conditions, and they also require 15x as much energy to produce than non-fur equivalents.;['0', '0', '0', '0', '0']; 2;5
72;1.1.1.2.3.4;con;If one is concerned with numbers of deaths of living organisms, then this argument is actually in support of voluntary suicide via starvation, as many plants must be killed or aborted to support the life of one human being.;['3', '0', '1', '0', '0']; 10;5
73;1.1.1.2.3.4.1;con;When considering morality, it is necessary to draw a line. It is unlikely that most humans would adopt a moral position that requires them to starve themselves to death, therefore it is necessary to strike a balance between surviving and acting ethically.;['0', '0', '1', '0', '0']; ;6
74;1.1.1.2.4;con;Plants have no less right to exist on Earth than humans or animals, which negates the vegan moral argument.;['1', '0', '0', '0', '1']; 17;4
75;1.1.1.2.4.1;pro;"Plants have many of the same rights-attracting properties as humans and animals; they can communicate, they can develop social structures, sentience, they can have sex, they can even ""walk"" or eat ""animals"".";['0', '0', '0', '0', '0']; 7;5
76;1.1.1.2.4.1.1;pro;Veganism is based on the false superiority of animals against plants, while we already know about plant life (like Pando) that is much more complex than sponges (animals). It doesn't make sense for Pando to be considered 'just' food and sponge considered comparatively sacred.;['0', '0', '0', '0', '0']; 8;6
77;1.1.1.2.4.1.1.1;con;Appeal to extremes / reductio ad absurdum. Vegans do not have to argue that sponges are superior and sacred compared to some plants. The general superiority of animals is not false - some animals that we eat are conscious, sentient beings. No plants are conscious or sentient.;['1', '0', '0', '0', '0']; 1;7
78;1.1.1.2.4.1.2;pro;There is research to suggest that plants too can feel pain.;['0', '0', '0', '0', '0']; 11;6
79;1.1.1.2.4.1.2.1;pro;Plants release gases that are the equivalent of crying out in pain. Using a laser-powered microphone, researchers have picked up sound waves produced by plants releasing gases when cut or injured.;['0', '0', '0', '1', '1']; 4;7
80;1.1.1.2.4.1.2.1.1;con;Reacting to trauma is not the same as feeling pain. Pain requires some subject to experience the pain and plants plausibly lack this subjectiveness.;['0', '0', '0', '0', '1']; ;8
81;1.1.1.2.4.1.2.2;pro;Plants can react to pain.;['0', '0', '0', '1', '1']; 4;7
82;1.1.1.2.4.1.2.3;con;They have neither nervous system nor pain receptors. Plus, although plants have neurotransmitters (even the same as ones found in humans), they do not use it for thinking but instead as protection (by changing their predators' brain chemistry to prevent their attacks).;['0', '0', '0', '0', '0']; 12;7
83;1.1.1.2.4.1.2.3.1;pro;"""Perhaps the cleverest instance of plant signalling involves two insect species, the first in the role of pest and the second as its exterminator. Several species, including corn and lima beans, emit a chemical distress call when attacked by caterpillars. Parasitic wasps some distance away lock in on that scent, follow it to the afflicted plant, and proceed to slowly destroy the caterpillars. Scientists call these insects “plant bodyguards.”"" [ link ]";['0', '0', '0', '0', '1']; 1;8
84;1.1.1.2.4.1.2.3.2;con;While plants seem not to perform central pain processing, they are still responsive to nociception in ways that reflect aversion.;['0', '0', '0', '0', '1']; 2;8
85;1.1.1.2.4.1.2.4;con;There is far more evidence that animals can suffer than there is evidence that plants can suffer.;['0', '0', '0', '0', '0']; 4;7
86;1.1.1.2.4.1.2.5;con;Fruits, for example, are deliberately tasty, so that other organisms consume them and thereby involuntarily distribute the fruits' seeds, as they are not digested, or left on the floor.;['0', '0', '0', '0', '0']; ;7
87;1.1.1.2.4.1.3;pro;Research indicates that plant roots seek out buried pipes through which water is flowing even if the exterior is dry. This suggests that plants somehow “hear” the sound of flowing water.;['0', '0', '0', '0', '0']; 3;6
88;1.1.1.2.4.1.4;pro;Plants have memory.;['0', '0', '0', '0', '0']; 1;6
89;1.1.1.2.4.1.4.1;con;Computers have memory, yet computers are not sentient in a morally relevant sense. Thus, having memory is not sufficient for being sentient in a morally relevant sense.;['0', '0', '0', '0', '0']; 1;7
90;1.1.1.2.4.1.5;con;There are good reasons to think that morally relevant sentience requires a central nervous system. As plants lack a central nervous system, it would follow that plants cannot be sentient in a morally relevant sense.;['0', '0', '0', '0', '0']; ;6
91;1.1.1.2.4.1.5.1;pro;Without a central nervous system, there could be no integrated perception or sense of self. As a sense of self as a locus of perception, action, and experience are required to be a moral subject, a central nervous system is plausibly necessary for something to be sentient in a morally relevant sense.;['0', '0', '0', '0', '0']; ;7
92;1.1.1.2.4.1.5.2;con;Scientific research into plant nervous systems is still in its infancy. Therefore, science cannot rule out that plants are living, feeling organisms like animals.;['0', '0', '0', '0', '0']; 16;7
93;1.1.1.2.4.1.5.2.1;pro;Current research tends to rely on knowledge of the animal nervous system in order to try and prove or disprove the existence of a nervous system in plants. This cannot rule out the possibility of a very different, but no less real, plant nervous system.;['0', '1', '0', '0', '1']; 1;8
94;1.1.1.2.4.1.5.2.2;pro;Experts in the field of plant neurobiology disagree on whether plants possess the equivalent of a brain and nervous system, suggesting that there is not yet a comprehensive enough body of evidence to prove or disprove brain-like function in plants.;['0', '0', '1', '0', '1']; 1;8
95;1.1.1.2.4.1.5.2.3;con;Given current understandings of neurology, there are good reasons to think that plants cannot feel fear, pain, and suffering in the same way as can chickens, cows, and other animals.;['1', '0', '0', '0', '2']; 7;8
96;1.1.1.2.4.1.5.3;con;Sentience is not an integral component of suffering. Aversion to unpleasant stimuli is sufficient to tell us that a particular organism would not willingly choose a given condition and we can thus determine whether our behavior has moral implications.;['0', '0', '0', '0', '0']; ;7
97;1.1.1.2.4.1.5.3.1;con;The suggestion that one can infer willingness from aversion implies that plants have free will and intentionality, which is hard to sustain.;['0', '0', '0', '0', '0']; 2;8
98;1.1.1.2.4.1.6;con;Plants are not regarded by the biological sciences as having an intelligence comparable to that of animals especially in respect to the ability to suffer. If this were true, one could not make an ethical distinction between harming one's neighbour and mowing his lawn.;['0', '0', '0', '0', '1']; 3;6
99;1.1.1.2.4.1.7;con;Responding to stimulus is not sufficient to establish morally relevant sentience. All living things (even bacteria) respond to stimulus, yet not all living things are sentient in a morally relevant sense.;['0', '0', '0', '0', '0']; 3;6
100;1.1.1.2.4.1.8;con;Plants are not the same as humans, as they are autotrophs, and thus do not require the destruction of life in their consumption practices (unless it's a carnivorous exception).;['0', '0', '0', '0', '0']; 2;6
101;1.1.1.2.4.2;pro;Valuing animals above plants is an anthropocentric bias based on our empathic sense to similarities that doesn't really value the life itself.;['0', '0', '0', '0', '0']; 10;5
102;1.1.1.2.4.2.1;pro;A less anthropocentric veganism would value all life in parallel to human and animal life, rendering all human behaviour immoral by virtue of the way in which we treat bacteria, plants etc. in order to sustain ourselves.;['0', '1', '1', '0', '1']; 1;6
103;1.1.1.2.4.2.2;con;This is a non sequitur. Even conceding that veganism is anthropocentric, it does not follow that we have a right harm those with lower moral status.;['1', '0', '0', '0', '2']; ;6
104;1.1.1.2.4.2.3;con;Veganism is anthropocentric in that it believes in a hierarchy of sentience, with humans at the top and plants at the bottom. However, this is not a contradiction, as veganism only argues that humans should reduce suffering where possible, not that humans are no better than plants.;['0', '1', '0', '1', '4']; 2;6
105;1.1.1.2.4.2.3.1;pro;This is consistent with Indigenous teachings which value the lives of humans, animals, bugs, and plants equally.;['0', '0', '0', '0', '0']; 5;7
106;1.1.1.2.4.2.3.1.1;con;No indigenous teaching can overrule the principle of minimal harm (namely, that one should seek to minimize harm). As veganism purportedly reduces harm over non-veganism, indigenous teachings cannot favor non-veganism over veganism.;['1', '0', '0', '0', '1']; ;8
107;1.1.1.2.4.2.3.2;pro;The different treatment of different beings can be explained by the level of harm that can be done to that being. Sentient beings can suffer more than non-sentient beings, because they can experience pain and certain emotions (Dawkins, 2000).;['0', '0', '0', '0', '0']; 1;7
108;1.1.1.2.4.2.3.2.1;con;"Our understanding of ""suffering"" is also informed by how similar something is to us - the more similar to us, the more likely we are to recognize suffering when we see it. Morally consistent veganism must assume that a life can suffer whether we recognize the form of that suffering or not. As it is impossible to prove a negative, i.e. that plants *don't* suffer, then we cannot assume we have the ability to effectively limit harm.";['0', '0', '2', '0', '0']; 1;8
109;1.1.1.2.4.2.3.2.2;con;Certain simpler forms of fauna (including many species of insects, fish and invertebrates) cannot consciously experience pain, but merely a reflexive response to physical damage that they don't have the cognitive ability to perceive as distressful. By this definition of non-violence, an ethical omnivorous diet can still rely on consumption of such animals that cannot consciously feel pain or distress.;['0', '0', '0', '1', '1']; 6;8
110;1.1.1.2.4.2.3.2.2.1;con;Neuroanatomical studies have shown that many fish possess similar pain-processing receptors to higher vertebrates. It is highly possible that fish have the capacity to experience pain and suffering, albeit possibly not in the same manner that humans do.;['0', '0', '0', '0', '0']; 4;9
111;1.1.1.2.4.2.4;con;Vegans avoid eating sentient beings. Eating some life, like plants, is necessary as it is not possible to create a complete nutritional menu from inanimate sources without the inclusion of some kind of life form.;['1', '1', '2', '0', '2']; 8;6
112;1.1.1.2.4.3;con;Human existence is inherently exploitative to some life forms. Veganism is the least exploitative.;['0', '0', '0', '0', '0']; 5;5
113;1.1.1.2.4.3.1;pro;Take any society or lifestyle that consumes some animal products. Substituting those animal products with vegan alternatives, keeping all else equal, cannot make that society or lifestyle less ethical. Indeed, from an animal rights perspective, it would be far more ethical. Thus veganism is always an ethical improvement over the comparable non-vegan-ism.;['0', '0', '0', '0', '0']; 2;6
114;1.1.1.2.4.4;con;It is not necessarily bad to value some lives more than others: Without species hierarchies, then it would be just as moral to kill a human as a plant, which most people would object to.;['0', '0', '0', '0', '0']; ;5
115;1.1.1.2.4.4.1;pro;The vast majority of people (vegans and non-vegans alike) do not consider plants to be as morally significant as animals. Given the choice between cutting the stems of a dozen daisies or cutting off a dog's head, the average person will choose to kill the daisies without hesitation.;['0', '0', '0', '0', '0']; 8;6
116;1.1.1.2.5;con;The life of an animal does not have enough value to outweigh the benefits of killing and consuming them.;['0', '0', '0', '0', '0']; 3;4
117;1.1.1.2.5.1;pro;One cow makes roughly 2500 dollars worth in beef alone, set aside the benefit from its skin and bones.;['0', '0', '0', '0', '0']; 5;5
118;1.1.1.2.5.2;con;The well-being of humans and the well-being of animals are not mutually exclusive.;['0', '0', '0', '0', '0']; 5;5
119;1.1.1.2.5.3;con;Humans are not inherently better than other animals (an idea propped up by religion: Genesis 1:26 Genesis 1:27), only evidently more cruel, subjecting animals to confinement from birth, mutilation, and imbalanced diet to manipulate growth. These aren't practiced by carnivorous animals in nature.;['0', '1', '0', '0', '0']; 1;5
120;1.1.1.2.5.3.1;con;"Religion shows otherwise, that eating animals makes humans worse off (as we are not above them), not better. ""Be not among drunkards or among gluttonous eaters of meat, for the drunkard and the glutton will come to poverty, and slumber will clothe them with rags"" Proverbs 23:20-21.";['0', '0', '0', '0', '0']; 1;6
121;1.1.1.2.6;con;To be legitimate, rights should be based on a real understanding of the thing to which they are given. Since many humans cannot empathise with animals, it cannot be said that they have rights.;['1', '1', '0', '1', '1']; 7;4
122;1.1.1.2.6.1;con;Animal rights should not be sacrificed just because of our own ignorance. Humans should become better people.;['1', '0', '0', '0', '0']; 1;5
123;1.1.1.2.6.1.1;pro;Even if humans lack the empathy needed to co-exist with animals right now, they could be taught to empathize at a high enough level to never need to get to a point where the lack of it comes at the cost to animal rights.;['0', '0', '0', '0', '0']; ;6
124;1.1.1.2.6.2;con;Many humans also cannot empathise with other humans, which does in no way mean that some humans don't deserve rights.;['0', '1', '0', '0', '1']; 1;5
125;1.1.1.2.7;con;We should strive to avoid killing animals and allow them a right to live, but is impractical to achieve those ideals in their entirety in reality.;['0', '1', '0', '1', '0']; ;4
126;1.1.1.2.7.1;pro;People could accidentally kill animals easily without noticing it, like insects, or intentionally to prevent themselves from getting harmed (like animals carrying illnesses to not get sick).;['0', '0', '0', '0', '0']; ;5
127;1.1.1.2.7.1.1;con;Killing insects accidentally is not immoral, just as accidental manslaughter is not immoral, inasmuch as one cannot choose not to do it.;['1', '0', '0', '0', '0']; ;6
128;1.1.1.2.7.1.2;con;Killing cows and pigs is more immoral than killing insects.;['0', '0', '0', '0', '0']; ;6
129;1.1.1.2.7.1.3;con;Killing invading animals that pose some sort of threat or risk to you may be killed because they pose some threat or risk to you. Animals that do not pose some sort of threat or risk need not be killed.;['0', '1', '0', '0', '0']; ;6
130;1.1.1.2.7.1.3.1;pro;Veganism does not preclude one's right to self-defence.;['0', '0', '0', '0', '0']; ;7
131;1.1.1.2.7.2;pro;Suffering is to some extent unavoidable because it is impossible to prevent, at least without violating another's rights.;['0', '0', '0', '0', '0']; 3;5
132;1.1.1.2.8;con;Rights are artificial constructs created to order human behavior and, as such, animals cannot have innate, individual rights.;['2', '0', '0', '0', '2']; 18;4
133;1.1.1.2.8.1;pro;To be a moral actor, one must be capable of making moral decisions. Animals do not have this ability.;['0', '0', '0', '0', '1']; 10;5
134;1.1.1.2.8.1.1;pro;Animals are not moral actors and as such their abuse, exploitation and life are not subject to a question of morals.;['0', '0', '0', '0', '0']; 1;6
135;1.1.1.2.8.1.1.1;pro;Plants are identical to animals in their inability to make moral decisions, yet humans must eat to survive.;['0', '0', '0', '0', '1']; ;7
136;1.1.1.2.8.1.1.1.1;con;The inability to make moral decisions does not render plants and animals morally equivalent.;['0', '0', '0', '0', '0']; ;8
137;1.1.1.2.8.1.2;pro;Morality is an evolutionary by-product of human intellect. Most animals do not have comparative intellect.;['0', '0', '0', '0', '1']; 2;6
138;1.1.1.2.8.1.3;con;Animals need not be moral actors, but only moral subjects. That is, morals need not apply to what an animal does, but only to what others do to the animals. As animals are moral subjects, what humans do to animals is morally relevant and important.;['0', '0', '0', '0', '0']; 4;6
139;1.1.1.2.8.1.3.1;pro;Babies are not moral actors, but they are moral subjects. It is immoral to harm babies. However, as babies do not and cannot know any better, if a baby were to cause harm, the baby would not be acting immorally. Animals are similar to babies in this respect.;['0', '0', '0', '0', '0']; ;7
140;1.1.1.2.8.1.3.2;pro;People who are asleep or in temporary comas are not moral actors, as they cannot act. Yet it is immoral to do harm to a person who is asleep or in a temporary coma as they are still moral subjects. The same applies to animals.;['0', '0', '0', '0', '0']; ;7
141;1.1.1.2.8.2;pro;No laws have been enacted to protect these rights for animals either so no legal system is being undermined by this.;['1', '0', '0', '0', '0']; 8;5
142;1.1.1.2.8.2.1;con;There are many laws that protect the rights of animals (e.g. not to be abused).;['0', '0', '1', '0', '0']; 6;6
143;1.1.1.2.8.3;con;Animals' lack of rights does not mean they shouldn't have the right to not to be exploited.;['0', '0', '0', '0', '0']; 1;5
144;1.1.1.2.8.4;con;In the past humans have failed to grant other groups of humans rights, we may be as wrong now about not granting rights to animals as we were then.;['0', '0', '0', '0', '0']; 10;5
145;1.1.1.3;pro;When most humans eat animals they do not consider the death that was required for their meal. If people had to consider the actual consequences of their diet far more would be vegan.;['2', '3', '6', '4', '8']; 8;3
146;1.1.1.3.1;con;This claim makes an assumption that is certainly false as many people eat the animals they themselves kill.;['1', '1', '0', '1', '2']; ;4
147;1.1.1.3.1.1;con;Even if some people are prepared to kill the animals they eat, it doesn't mean most people are.;['0', '0', '0', '0', '0']; 8;5
148;1.1.1.3.1.2;con;"Only 35% of hunters consider meat being the (main?) reason for hunting according to Responsive Management (""Motivations behind hunting"")";['0', '0', '0', '0', '0']; 6;5
149;1.1.1.3.2;con;The idea that we should stop doing things on the basis of them being distasteful would have disastrous consequences for human civilization.;['0', '2', '0', '1', '1']; 3;4
150;1.1.1.3.2.1;pro;Jobs like sewage processing and high-rise building construction, which many wouldn't dare perform, are essential to human civilization.;['0', '0', '0', '0', '0']; 3;5
151;1.1.1.4;con;The fact that something minimizes suffering does not entail that that thing is morally correct.;['1', '1', '0', '1', '1']; 7;3
152;1.1.1.4.1;pro;Mass extinction, in preventing suffering from being experienced, minimizes suffering, and yet it seems not to be morally correct.;['1', '0', '0', '0', '1']; 1;4
153;1.1.1.4.2;con;The important and neglected concept is needless suffering rather than any suffering. Some suffering happens that could be avoided, and such suffering is always immoral. Given that any scenario could be morally improved by eliminating needless suffering, it is moral to minimize needless suffering.;['0', '1', '0', '1', '0']; 2;4
154;1.1.1.5;con;With ethical farming practices, one can be vegetarian and still prevent needless harm and death of animals too. One doesn't need to go vegan for that to occur.;['2', '2', '1', '1', '6']; 9;3
155;1.1.1.5.1;con;Despite many believing its goods are merely 'by-products', the dairy industry can be as cruel - if not worse - than the meat industry.;['0', '1', '0', '0', '1']; 10;4
156;1.1.1.5.1.1;pro;Dairy cows are often artificially impregnated in order to ensure a continuous supply of milk from the cows.;['1', '0', '0', '0', '0']; 2;5
157;1.1.1.5.1.2;pro;Some dairy cows are not adequately treated (due to saving costs or bad practice), which creates antibiotic resistance in the herd.;['0', '0', '1', '0', '0']; 1;5
