;Level;Stance;Claim;Votes;Comments;Depth
28;1.1.2.2.2.3.1.3.4.1.1;con;Using this argument we should stop building schools because some construction companies are corrupt.;['0', '0', '0', '0', '0']; ;10
29;1.1.2.2.2.3.1.3.4.2;con;We are discussing UBI specifically. The systemic issue existing does not detract from its affects on UBI and fraud.;['0', '0', '0', '0', '0']; ;9
30;1.1.2.2.2.3.1.3.5;con;This is just as much an argument for no UBI as it is for a UBI. If there was UBI in the US it would be administered by the same flawed and inefficient system as current programs, which means that the same challenges would persist.;['0', '1', '1', '1', '1']; 6;8
31;1.1.2.2.2.3.1.4;pro;"A UBI will incentivize certain people to have children irresponsibly so they can receive more money ""for them"".";['0', '3', '1', '5', '4']; ;7
32;1.1.2.2.2.3.1.4.1;con;A UBI encourages more people to have children, solving the low birth rate problem that exists in many Western countries.;['0', '0', '0', '0', '2']; 16;8
33;1.1.2.2.2.3.1.4.1.1;pro;The lack of financial resources is an important reason why many individuals hold off on having children. A UBI mitigate this issue and helps the affected individuals to fulfil their desire to have children.;['0', '0', '0', '0', '0']; 4;9
34;1.1.2.2.2.3.1.4.1.1.1;pro;In the USA child-care costs account for at least 30% of a minimum-wage worker’s earnings. In New York and Massachusetts the cost rises to as much as 80%.;['0', '0', '7', '7', '0']; ;10
35;1.1.2.2.2.3.1.4.1.1.2;pro;Surveys have shown that European women want to have two or more children (2.36 on average). While countries in north-west Europe approach that number, in southern Europe they do not. Government action in the former, through child benefits, tax breaks, maternity leave or nursery provisions, may be a key factor.;['0', '0', '10', '0', '0']; ;10
36;1.1.2.2.2.3.1.4.1.1.3;pro;The average child in the U.S. represents an investment of $304,500 from the moment of birth to the child's 18th birthday. This is a significant amount.;['0', '2', '9', '4', '0']; ;10
37;1.1.2.2.2.3.1.4.1.1.4;con;That claim is very much contrary to the evidence of the people that have more children are generally low income.;['0', '0', '0', '0', '0']; 1;10
38;1.1.2.2.2.3.1.4.1.1.5;con;UBI contributes to the planet's biggest future problem, that of over-population. By removing the responsibility of being able to afford having children, it will lead to a vicious downward spiral of starvation and violence as more people compete for less and less life-sustaining resources such as food and water.;['0', '0', '0', '0', '0']; 6;10
39;1.1.2.2.2.3.1.4.1.1.5.1;con;Over population should be considered a serious problem but using financial positions to keep people from reproducing is perhaps an irresponsible approach. If we need to be careful with our population then that issue should be addressed directly and honestly and people should be informed of it rather than relying on an unrelated aspect of society to steer some people away.;['0', '0', '0', '0', '0']; ;11
40;1.1.2.2.2.3.1.4.1.1.5.2;con;Overpopulation is now being shown to be anon-issue, people are very aware of it and have reacted without being prompted. There have been fewer births recently than in a long time.;['0', '0', '0', '0', '0']; 2;11
41;1.1.2.2.2.3.1.4.1.1.6;con;It may not be a good idea for people who do not have moneymaking know-how or a sense of responsibility to raise children who would grow up to have similar traits.;['0', '0', '0', '0', '0']; ;10
42;1.1.2.2.2.3.1.4.1.1.6.1;con;"In a society under UBI, ""responsibility"" would become far more diverse than simply ""providing for yourself"" and ""not living beyond your means"".";['0', '0', '0', '0', '0']; ;11
43;1.1.2.2.2.3.1.4.1.2;con;The World population (and US population) are climbing rapidly. China, India and Sub-Saharan Africa are currently overpopulated, requiring significant food imports to sustain the population.;['0', '0', '0', '0', '0']; 2;9
44;1.1.2.2.2.3.1.4.1.3;con;This same incentive also exists under traditional welfare programs, most of which provide additional benefits to dependents.;['0', '0', '0', '0', '1']; ;9
45;1.1.2.2.2.3.1.4.1.3.1;pro;People across Europe are massively abusing children's allowance systems like the German one.;['0', '0', '0', '0', '0']; ;10
46;1.1.2.2.2.3.1.4.1.4;con;The birth rate isn't too bad. This assumes that finances are the main reason people don't have more kids.;['0', '0', '3', '0', '0']; ;9
47;1.1.2.2.2.3.1.4.1.5;con;There is no reason to assume low birth rates would be a problem.;['0', '0', '2', '1', '2']; ;9
48;1.1.2.2.2.3.1.4.1.5.1;pro;A birth rate below the replacement rate reduces human population (without harming), which is arguably desirable in this current state of overpopulation.;['0', '0', '0', '0', '0']; ;10
49;1.1.2.2.2.3.1.4.1.5.2;con;A low birth rate in one area or cultural segment will lead that segment to disappear in the long term, hence being taken over by other ways of thinking or living.;['0', '1', '0', '0', '0']; 8;10
50;1.1.2.2.2.3.1.4.1.5.2.1;con;The disappearance of certain cultural segments is not necessarily a bad thing.;['0', '0', '1', '0', '0']; 1;11
51;1.1.2.2.2.3.1.4.1.5.2.1.1;pro;Many cultural segments have disappeared along human history and it is hard to quantify whether this fact was detrimental to humanity as a whole in terms other than intuition.;['0', '0', '0', '0', '0']; ;12
52;1.1.2.2.2.3.1.4.1.5.2.1.2;pro;The existence of certain cultural segments is not objectively good or bad for the society, therefore it is hard to argue with certainty that their disappearance will be bad.;['0', '0', '1', '0', '0']; ;12
53;1.1.2.2.2.3.1.4.1.5.2.1.3;pro;The disappearance of certain cultural segments and the appearance of new ones is one of the factors that enables cultural evolution.;['0', '0', '0', '0', '0']; ;12
54;1.1.2.2.2.3.1.4.1.6;con;Countries with relatively high Human Development Index (HDI) ratings experience a demographic transition: fertility (defined as the number of children born by a woman over her lifetime) drops from around eight to near one and a half. As a UBI would further increase the HDI rating of a country (in particular the income per person aspect) this trend is likely to intensify.;['0', '4', '12', '2', '0']; ;9
55;1.1.2.2.2.3.1.4.1.6.1;pro;If rich countries generally have lower fertility rates, childcare costs are not the only factor decreasing fertility and thus a monetary increase like a UBI is unlikely to boost it.;['0', '0', '0', '1', '0']; ;10
56;1.1.2.2.2.3.1.4.1.6.2;con;This claim indirectly implies we should avoid developing countries (or reducing poverty) in order to increase the birth rates. This is barbaric.;['0', '1', '0', '2', '0']; ;10
57;1.1.2.2.2.3.1.4.1.6.3;con;One explanation of this phenomenon is the extensive entering of women into the the workplace. A UBI would mitigate the need for a job and enable women to focus on their motherhood, if wished. This could raise fertility rates again.;['0', '0', '0', '0', '1']; ;10
58;1.1.2.2.2.3.1.4.1.6.3.1;con;"The financial independence would allow women to pursue individual enrichment, such as gaining education, a desired career, an artistic pursuit, or travel opportunities. This freedom will let them put off motherhood until they are financially secure; thereby reducing birth rates";['0', '0', '0', '1', '1']; ;11
59;1.1.2.2.2.3.1.4.1.6.3.1.1;con;That is not the case if having more children would increase the amount of money they would receive.;['0', '0', '0', '0', '0']; ;12
60;1.1.2.2.2.3.1.4.1.6.3.1.2;con;Motherhood can be considered among the many forms of individual enrichment a woman might pursue.;['0', '0', '1', '0', '0']; ;12
61;1.1.2.2.2.3.1.4.1.6.3.2;con;This assumes women enter the workforce because they need to, rather than because they want to.;['0', '0', '4', '4', '1']; ;11
62;1.1.2.2.2.3.1.4.1.6.3.2.1;con;"Exactly how many people enter the workforce because they want to? Since when is joining the capitalist system vs being a marginalized ""poor"" outcast, a choice? People who ""choose"" to work are already either enjoying some kind of unearned income, or have lowered their quality of life to conform to what little they may legally get for free in the system.";['0', '0', '0', '0', '2']; ;12
63;1.1.2.2.2.3.1.4.1.7;con;The annual cost of raising a child is likely more than a base income of, for example, ten thousand dollars. Welfare policies give benefits to parents, but that happens only because governments acknowledge the immense cost that goes with it.;['0', '0', '0', '0', '0']; 4;9
64;1.1.2.2.2.3.1.4.1.7.1;con;Even if provided with a UBI, people would continue to work in order to ensure better education and resources for their children.;['0', '0', '0', '0', '0']; 4;10
65;1.1.2.2.2.3.1.4.1.7.2;con;A UBI is not meant to cover all familiar needs, but gives an incentive to parents that otherwise could not afford raising a child only with their jobs.;['0', '0', '0', '0', '0']; ;10
66;1.1.2.2.2.3.1.4.1.7.3;con;Children would likely be included in a UBI. An extra income would cover many of the expenses related to a child.;['0', '0', '0', '0', '0']; ;10
67;1.1.2.2.2.3.1.4.1.7.4;con;No welfare policy is given solely out of recognising immense costs. The government would not be financially incentivising something it does not want to encourage.;['0', '0', '0', '0', '0']; ;10
68;1.1.2.2.2.3.1.4.1.7.4.1;con;Medicare and other provisions of healthcare are given out because the government recognizes the immense costs of healthcare for the elderly and disabled.;['0', '0', '0', '0', '0']; ;11
69;1.1.2.2.2.3.1.4.1.8;con;Lower birth rates might be a better way of conserving resources especially among those with greater difficulty with job retention strengths.;['0', '0', '0', '0', '0']; ;9
70;1.1.2.2.2.3.1.4.3;con;This is nothing but supposition.;['3', '0', '0', '2', '3']; ;8
71;1.1.2.2.2.3.1.4.4;con;This is assuming that UBI payments would be sent to underage citizens in a way that allows their parents to abuse it, as opposed to (for example) being held in trust and issued as a lump sum upon majority.;['0', '0', '0', '0', '0']; ;8
72;1.1.2.2.2.3.1.4.5;con;A UBI is generally considered to be an amount that is paid to everybody, and everybody gets the same amount. It is not depended on individual circumstances.;['0', '0', '0', '0', '1']; ;8
73;1.1.2.2.2.3.1.4.5.1;con;And because this amount is unconditionally paid to everybody, also to children, a UBI creates an inherent incentive to give birth to many children. As legal guardians, parents can freely dispose of the children's UBI.;['0', '0', '1', '1', '0']; 3;9
74;1.1.2.2.2.3.1.4.6;con;Deliberately claiming another's money and using it against their best interests would constitute domestic abuse, which would be penalized and thus disincentivized.;['1', '1', '0', '0', '1']; ;8
75;1.1.2.2.2.3.1.4.6.1;con;Irresponsible use of children's UBI payments by parents is too hard to police properly.;['0', '0', '0', '1', '0']; ;9
76;1.1.2.2.2.3.1.4.6.1.1;con;Only if you give the child's UBI to the underage child or to their parents, instead of having it held in trust until they're old enough to make decisions about it.;['0', '0', '0', '0', '0']; ;10
77;1.1.2.2.2.3.1.4.6.2;con;This would mean that a parent who buys food for their child (paid for partly by the child's UBI) would be commiting domestic abuse, which seems absurd. In practice, a UBI would probably allocate a children's income to their parents until they are 18 or not living at home.;['2', '0', '0', '1', '0']; 3;9
78;1.1.2.2.2.3.1.4.6.3;con;Parents as the legal guardians of their children will have the right to administer their UBI payments until the children are of legal age.;['0', '0', '0', '0', '0']; ;9
79;1.1.2.2.2.3.1.4.7;con;A UBI incentivises individuals to pursue their own individual aspirations by eliminating the barriers of poverty. Those who no longer envision their lives as being stuck in a multigenerational cycle of poverty would be less inclined to limit their options through an accidental pregnancy and less inclined to see the benefit of having a child when they could pursue their individual goals instead.;['1', '0', '0', '2', '0']; ;8
80;1.1.2.2.2.3.1.4.9;con;The distribution for having children could be based upon the marginal cost of an extra child as determined by the poverty guidelines. This would greatly diminish this effect.;['0', '0', '0', '0', '0']; ;8
81;1.1.2.2.2.3.1.5;pro;Fraudulent use of the funds could include people claiming the UBI payments of care-dependent or deceased relatives.;['0', '0', '0', '1', '2']; ;7
82;1.1.2.2.2.3.1.5.1;con;Deceased people can easily be removed from eligibility lists when they are registered as dead.;['0', '0', '6', '4', '4']; ;8
83;1.1.2.2.2.3.1.5.1.1;con;Family members may just not register someone as dead and receive their benefits indefinitely.;['0', '0', '0', '0', '0']; ;9
84;1.1.2.2.2.3.1.5.1.1.1;con;"The difficulties involved in hiding a death would rapidly make this infeasible - funerals, closure of accounts and estates, the deceased's disappearance from public and social life, grieving of friends and families, etc. would all be telltale signs. Furthermore, the steps necessary to conceal each of these things (even temporarily; they likely could not be hid indefinitely at all) would be unlikely and difficult for a grieving family to implement, even if deliberately pre-planned.";['0', '0', '0', '0', '0']; ;10
85;1.1.2.2.2.3.1.5.1.1.1.1;con;If someone seriously wanted to do it (and with $10,000 annually on the line, there is indeed strong incentive for some people), it would not be too difficult to just hide someone's death by not publicizing it, and quietly disposing of the body (perhaps burying it in a private grave).;['0', '0', '0', '0', '0']; ;11
86;1.1.2.2.2.3.1.5.1.1.1.2;con;Someone could just choose not to do any of the things such as holding funerals, closing accounts/estates, telling friends and family, etc.;['0', '0', '0', '0', '0']; ;11
87;1.1.2.2.2.3.1.5.2;con;This is already a problem with traditional disability benefits, and is not an issue specific to UBI.;['0', '0', '0', '0', '0']; ;8
88;1.1.2.2.2.3.1.5.3;con;Care-dependent people still merit a UBI payment. If those providing their care are collecting it and spending it on their behalf - with their permission - it is unclear why this is a problem.;['0', '0', '0', '0', '1']; ;8
89;1.1.2.2.2.3.1.5.3.1;con;"The problem is that the family members may not actually be spending it on behalf of the care-dependent; they may just be taking it for themselves.";['0', '0', '2', '0', '0']; ;9
90;1.1.2.2.2.3.1.5.3.1.1;con;This would constitute financial abuse, which already happens with present-day pensions and disability and care payments. It is a separate issue, not an argument specifically against the UBI.;['0', '0', '0', '0', '0']; 1;10
91;1.1.2.2.2.3.1.5.3.1.1.1;con;It is an argument specifically against the UBI because prevention methods would be less effective with UBI. That is to say, even if stronger laws/enforcement against this kind of financial abuse are enacted, the introduction of a UBI would increase the amount of financial abuse by making it far easier and widespread/applicable.;['0', '0', '0', '0', '0']; ;11
92;1.1.2.2.2.3.1.6;con;UBI reduces the types of fraud possible to carry out identity fraud. This makes it much simpler and easier to fight than many types of fraud.;['0', '0', '0', '9', '11']; 2;7
93;1.1.2.2.2.3.1.6.1;pro;Most countries have a national ID number, and UBI could certainly be implemented alongside a stronger national identification database.;['0', '0', '0', '0', '0']; ;8
94;1.1.2.2.2.3.1.6.3;con;It's easier to fake an identity, than to fake an identity and make it look qualified to whichever entitlement program is being defrauded.;['0', '0', '0', '0', '0']; ;8
95;1.1.2.2.2.3.1.7;con;Because a UBI is unconditional, benefit fraud will likely decrease. The need to forge documents or misrepresent the truth in order to obtain benefits will become obsolete.;['0', '0', '9', '19', '12']; ;7
96;1.1.2.2.2.3.1.7.1;pro;Because everyone knows exactly how much and how often they should be receiving their payments, there is almost no room for corruption.;['0', '0', '0', '3', '1']; ;8
97;1.1.2.2.2.3.1.7.2;pro;UBI registration will encourage a more accurate population count, thus removing the need for an expensive census. The stringency of registration rules would affect the subsequent rate of fraud within the system.;['0', '0', '0', '0', '0']; ;8
98;1.1.2.2.2.3.1.7.2.1;con;The census data is richer than that collected via a UBI.;['0', '0', '0', '0', '0']; ;9
99;1.1.2.2.2.3.1.7.3;con;Not obsolete - the room for fraud/corruption would be almost entirely limited to attempting to claim for another person - alive, dead, or fictional.;['0', '0', '0', '0', '0']; 1;8
100;1.1.2.2.2.3.1.7.3.1;con;Which is likely still more easily uncovered than most welfare fraud committed today.;['0', '0', '1', '0', '0']; ;9
101;1.1.2.2.2.3.1.8;con;Whereas conditional income assistance can be exploited by taking the money without a genuine effort to move out of the program, a universal system has no such conditions and thus there is less room for exploitation.;['0', '0', '0', '23', '19']; ;7
102;1.1.2.2.2.3.1.8.1;pro;In Kenya, the move from conditional to unconditional payouts is underway, and the effects are mostly positive, with little abuse of the system.;['0', '2', '9', '4', '0']; 3;8
103;1.1.2.2.2.3.1.8.1.1;pro;A 12 year basic income experiment in Kenya shows that people typically spend this money on necessities like education, medicine, and food.;['0', '0', '1', '0', '0']; ;9
104;1.1.2.2.2.3.1.9;con;If a UBI replaced benefits that have restrictive limiting criteria, then it would reduce crime caused by benefit fraud as you would not need to notify changes of circumstances as extensively.;['0', '0', '3', '3', '7']; 2;7
105;1.1.2.2.2.3.1.9.1;pro;Some people found guilty of committing benefit fraud have done so unknowingly, by not realising that the state holds inaccurate information about them or that they need to amend the details of their circumstances.;['0', '0', '0', '0', '0']; 2;8
106;1.1.2.2.2.3.1.10;con;A UBI is less prone than other forms of welfare to fraud due to the fact that many points of interaction are outright removed, meaning many forms of fraud are outright impossible.;['0', '0', '1', '2', '1']; 4;7
107;1.1.2.2.2.3.1.10.1;con;As an attacker, the fewer points of interaction there are, the fewer interactions I have to successfully fake. This makes it easier to attack.;['0', '0', '0', '0', '0']; ;8
108;1.1.2.2.2.3.1.11;con;Blockchain can be used to set up a transparent, immutable UBI system, that can be verified by anyone. Grantcoin is an example of an UBI project that runs on the blockchain. It has been running for more than a year.;['0', '0', '2', '5', '7']; 1;7
109;1.1.2.2.2.3.1.11.1;pro;Part of the answer to the problem of income inequality and meeting basic human needs will come from technology. Block chains could be a cost effective platform to create better mechanisms for managing public welfare spending.;['0', '0', '0', '0', '0']; ;8
110;1.1.2.2.2.3.1.11.2;con;Blockchain contracts are also vulnerable, and can fail in spectacular ways. A hacker stole $31 million of Ether.;['0', '0', '0', '0', '0']; 2;8
111;1.1.2.2.2.3.1.11.3;con;Implementing UBI on a blockchain would need to go together with major social education and implementation of matching payment methods.;['0', '0', '0', '1', '0']; ;8
112;1.1.2.2.2.3.1.12;con;All economic activities are subject to fraud. With each method of potential for fraud a subsequent law can be created to address this issue.;['0', '0', '0', '0', '4']; ;7
113;1.1.2.2.2.3.1.12.1;pro;Fraudulent activity can happen in just about any domain (e.g. fish fraud). This does not invalidate the domain - i.e. fish fraud doesn't invalidate the fish trade.;['0', '0', '0', '0', '0']; ;8
114;1.1.2.2.2.3.1.12.2;con;A good law is one which doesn’t require additional laws to enforce it. If a new law will throw the governed into a quagmire of elaborating laws, and new regulations, perhaps that is criteria enough for not passing the law?;['0', '0', '0', '0', '0']; ;8
115;1.1.2.2.2.3.1.13;con;UBI is difficult to defraud due to being universal and unconditional.;['0', '0', '0', '0', '0']; ;7
116;1.1.2.2.2.3.1.13.1;pro;One of the very few ways to defraud a UBI scheme would be to create fictitious claimants, which would be far easier to detect than people simply lying about their circumstances to falsely claim welfare payments.;['0', '0', '0', '0', '0']; ;8
117;1.1.2.2.2.3.1.14;con;All government benefits are subject to some degree of fraud. A UBI is less subject to fraud due to its universal availability and equal distribution. The need to commit fraud is reduced along with the bureaucracy required to manage social benefit programs.;['3', '2', '2', '4', '53']; ;7
118;1.1.2.2.2.3.1.14.1;pro;Controlling one universal income which applies to everyone with no distinction is easier than multiple sources of financial help that depend on the person's characteristics.;['0', '0', '0', '0', '1']; ;8
119;1.1.2.2.2.3.1.14.2;con;All government benefits are subject to fraud, including a UBI. Therefore, no government benefit program should exist, including UBI.;['0', '0', '0', '0', '0']; ;8
120;1.1.2.2.2.3.1.14.2.1;con;Ignoring the plight of large numbers of poor people can lead to rioting and other disruptions of peace.;['0', '0', '0', '0', '1']; ;9
121;1.1.2.2.2.3.1.14.2.2;con;While it is impossible to eliminate fraud from government benefit programs, the problems that would arise form eliminating them are much worse than the cost of keeping them.;['0', '0', '0', '0', '0']; ;9
122;1.1.2.2.2.3.1.14.3;con;The universal availability and equal distribution would actually make it more susceptible to fraud, because there's less scrutiny so it's easier to just invent a fake identity and collect multiple payments. With the current entitlement system, in addition to creating the fake identity, you have to make that fake identity look eligible for the entitlement.;['0', '0', '0', '1', '3']; 1;8
123;1.1.2.2.2.4;con;Assuming that even a minimal level of currently existing welfare programs need to remain, the existence of a UBI disincentivizes the state to quickly reduce bureaucratic inefficiencies.;['0', '9', '6', '0', '0']; 9;5
124;1.1.2.2.2.4.1;pro;The presence of a UBI will demand government attention directed to implementing it. This means that less attention will go towards making other social welfare programs more efficient.;['0', '0', '0', '1', '0']; ;6
125;1.1.2.2.2.4.2;con;Having fewer welfare programs allows the state to focus on making them efficient instead of having to spread its attention across all of the currently existing programs.;['0', '0', '0', '0', '0']; ;6
126;1.1.2.2.2.5;con;That ease comes at the cost of inefficiency of expenditure. The best system would efficiently spend money (allocate it where it is most needed) and assume it gets there (eliminate bureaucratic efficiencies), but logistical errors in a system do not warrant an entire systemic overhaul.;['0', '0', '0', '0', '0']; ;5
127;1.1.2.2.2.5.1;pro;Allowing individual (distributed) decision-making provides for the money to flow where it is most needed (in the recipient's informed opinion), since the recipients of the UBI stipend will decide how to spend the money.  If the money is most needed in adjacent communities/sectors from those where it was initially disbursed, market forces will eventually drive the UBI money in that direction.;['0', '0', '0', '0', '0']; ;6
128;1.1.2.2.3;con;It may be simpler, but some people do not deserve or need a UBI (wealthy individuals, for example). Filtering out fewer people - who are in actual need - allows them to get more of the available resources.;['0', '0', '0', '0', '0']; ;4
129;1.1.2.3;pro;UBI is possibly the most cost effective solution for addressing homelessness, poverty, and crime as the overall cost is less than the cost of policing, medical care and lack of opportunities induced by poverty.;['0', '0', '0', '0', '1']; 21;3
130;1.1.2.3.1;pro;A UBI is a proactive approach to preventing abject poverty in the population, and proactive approaches are typically superior to reactive approaches. Studies have demonstrated significant anti-poverty benefits from the implementation of a UBI.;['0', '0', '0', '0', '0']; 4;4
131;1.1.2.3.2;pro;The estimated net costs of an UBI in the US add up to $539 billion annually ($20,000/individual). The UBI would decrease the official poverty rate from actual 13.5% to roughly 0%. Currently, the US spends $550 billion on poverty every year, achieving modest success only.;['0', '0', '0', '0', '0']; ;4
132;1.1.2.3.2.1;con;"This only considers the official poverty rate at the moment; if inflation (or segmented inflation—i.e. inflation mainly just on low-cost goods and services) were to occur, the official poverty line may rise, causing poverty rates to increase.";['0', '0', '1', '1', '0']; ;5
133;1.1.2.3.2.1.1;pro;Segmented inflation realistically might occur since more people will be buying low-income goods/services that previously could not be afforded by so many people, such as basic foodstuffs, low-cost housing, cheap cars, etc.;['0', '0', '1', '0', '0']; 2;6
134;1.1.2.3.2.2;con;If people who acquire the money cannot or do not use it to meet their needs, such as if the people are mentally ill, struggling with addiction, elderly, disabled, etc., then the official poverty rate would be misleading, since some people would still be living in poverty conditions (e.g. homeless, hungry).;['0', '0', '0', '0', '0']; ;5
135;1.1.2.3.2.3;con;The cited source is unreliable—even dubious.;['0', '0', '0', '2', '0']; ;5
136;1.1.2.3.2.3.1;pro;"The source makes an extremely dubious/misleading comparison between UBI and current entitlement spending. Specifically, the source says that the gross cost of a UBI program is ""often-mentioned but not-very-meaningful,"" but in the very next part of the sentence, it compares the *net cost* of a UBI to the *gross cost* of current entitlement programs. If the source says that gross costs of a UBI aren't important, it shouldn't compare UBI's net costs to gross costs of entitlement programs.";['0', '0', '0', '0', '0']; ;6
137;1.1.2.3.2.3.2;pro;"The source itself describes its estimates as ""back-of-the-envelope calculations,"" rather than even halfway rigorous economic models.";['0', '0', '0', '0', '0']; ;6
138;1.1.2.3.2.4;con;If those poverty programs were not cut then the new total cost of social spending would be $1089 billion dollars.;['0', '0', '0', '0', '0']; ;5
139;1.1.2.4;pro;Current welfare systems are complex and fragmented between a range of issues and services. This necessitates (and has resulted in) a significant bureaucracy which is highly cost ineffective and reduces the proportion of the welfare budget that is actually distributed.;['0', '0', '0', '0', '1']; 1;3
140;1.1.2.4.1;pro;Navigating bureaucracy takes time that a person can better spend seeking employment, caring for others, in leisure or in the community.;['0', '0', '1', '0', '0']; ;4
141;1.1.2.4.2;pro;Income redistribution agencies absorb about two-thirds to three-quarters of each dollar budgeted to them in overhead costs. Using government data, Robert L. Woodson (1989, p. 63) calculated that, on average, 70 cents of each dollar budgeted for government assistance goes not to the poor, but to the members of the welfare bureaucracy and others serving the poor. Michael Tanner (1996, p. 136 n. 18) cites regional studies supporting this 70/30 split.;['0', '0', '0', '0', '0']; ;4
142;1.1.2.4.3;pro;If the UBI replaces all other monetary welfare payments, it cuts related bureaucracy to zero, as it is transferred completely automatically to everyone every month.;['0', '0', '0', '0', '0']; 1;4
143;1.1.2.4.4;pro;In Nijmegen, in the Netherlands, roughly 90 million euros is given in welfare, but it costs 16 million euros to run the bureaucracy.;['0', '0', '0', '0', '0']; 7;4
144;1.1.2.4.5;con;Even if welfare systems are overly complex, it does not necessitate UBI, which may come with unknown issues, as a solution.;['0', '0', '0', '1', '0']; 1;4
