;Level;Stance;Claim;Votes;Comments;Depth
57;1.1.5;pro;The USE will prevent one country from vetoing measures that benefit the majority.;['1', '2', '2', '3', '13']; 5;2
58;1.1.5.1;pro;The UK vetoed an EU Treaty on the use of the single currency which then had to be circumvented by the other member states.;['1', '0', '0', '0', '0']; ;3
59;1.1.5.2;pro;EU needs to have more leverage to impose common European solutions and not to be blocked in every decision it takes. Of course, the USE won't make everyone happy each and every time, but that's a reality each nation state faces.;['0', '0', '0', '0', '1']; 4;3
60;1.1.5.3;pro;The EU wants to end member states veto power on tax policy as it is incredibly difficult to pass a uniform policy that would be agreeable to each individual member.;['0', '0', '0', '0', '1']; ;3
61;1.1.5.4;con;This veto power is important to protect the interests of each member state.;['0', '0', '1', '0', '0']; ;3
62;1.1.5.4.1;pro;Smaller states fear being railroaded by the larger countries like Germany and France, and being forced into situations they would not ordinarily find themselves in.;['0', '0', '0', '0', '0']; ;4
63;1.1.6;pro;A USE will make it easier for Europeans to migrate internally between countries, which will help to stabilize the economy.;['0', '0', '0', '1', '5']; ;2
64;1.1.6.1;pro;The US has far higher migration rates between states than Europe has between countries.;['0', '0', '0', '0', '0']; 11;3
65;1.1.6.1.1;con;It will take many years for people to feel like they can migrate across Europe as fluidly as people migrate in the US, as the ingrained feelings of national pride will get in the way.;['0', '0', '0', '0', '0']; 1;4
66;1.1.6.2;pro;Currently, not all European states are Schengen states, and have border controls that limit the free movement of Europeans within Europe.;['0', '0', '0', '0', '0']; ;3
67;1.1.6.3;con;Some extremist groups, which cultivate national hatred, would only be enabled to easily smuggle dangerous tools and target other nationalities as their victims.;['0', '0', '0', '0', '0']; 2;3
68;1.1.6.3.1;con;Since there are no border controls between the Schengen members, this is already possible and the establishment of USE will not have any noteworthy effects.;['0', '0', '0', '0', '0']; ;4
69;1.1.6.4;con;Language barriers means this is less likely to happen, and thus economic stabilisation is less likely to occur.;['0', '0', '0', '0', '0']; ;3
70;1.1.6.4.1;pro;There are over 100 different languages spoken natively within Europe.;['0', '0', '0', '0', '0']; 2;4
71;1.1.6.4.2;con;English is being commonly taught alongside the native language in multiple (if not all) member states. In addition, if there is a language barrier, it does not apply to more educated or younger people who are also most likely to migrate.;['0', '0', '0', '0', '0']; 2;4
72;1.1.6.5;con;Most European borders are already open under the EU, as the TFEU guarantees the right to free movement.;['0', '0', '0', '0', '1']; ;3
73;1.1.7;con;There are irreconcilable differences between EU member states that make the USE a nearly impossible endeavour.;['0', '0', '1', '3', '3']; ;2
74;1.1.7.1;pro;Not every EU member state is part of the eurozone. The transition for states to adopt the euro in the future will be economically difficult (p. 298).;['0', '1', '0', '0', '0']; 2;3
75;1.1.7.2;pro;Many European nations have separatist movements. The existence of these separatist movements underlines the fact there are various different identities in the EU.;['0', '1', '0', '0', '0']; 17;3
76;1.1.7.2.1;pro;In the UK, there are several independentist movements, such as the Scottish and the Ulster one.;['0', '0', '0', '0', '0']; ;4
77;1.1.7.2.2;pro;In France there is the Corsic separatist movement;['1', '0', '0', '0', '0']; ;4
78;1.1.7.2.3;pro;In Italy, there are Veneto and southern regions which are increasing their autonomy-independence questions.;['0', '0', '0', '0', '0']; ;4
79;1.1.7.2.4;pro;In Poland, there's the Silesian separatist movement.;['1', '0', '0', '0', '0']; ;4
80;1.1.7.2.4.1;con;The fact that this Silesian movement wants more autonomy doesn’t necessarily mean that they want to be totally separated from Poland.;['0', '0', '0', '0', '0']; 1;5
81;1.1.7.2.5;pro;In Belgium, there's the problem between Vallonia and Flanders.;['2', '0', '0', '0', '0']; ;4
82;1.1.7.2.6;pro;In Spain, there's the Catalonian problem.;['2', '0', '0', '0', '0']; ;4
83;1.1.7.2.7;con;"Separatist movements are an inevitability in any given state; a USE would not necessarily exacerbate the issue.";['0', '0', '0', '1', '1']; 2;4
84;1.1.7.2.7.1;con;The fact that separatist movements have occurred frequently between groups of people who are relatively similar underlies the extreme difficulty of forming a union between relatively dissimilar groups of people.;['0', '0', '0', '0', '0']; ;5
85;1.1.7.2.8;con;Separatists mostly want to leave their country but stay in the EU. They would stay in the USE, too.;['0', '0', '0', '0', '1']; 5;4
86;1.1.7.2.8.1;pro;Catalan supporters of independence mostly want Catalonia to be a new state inside Europe.;['0', '0', '0', '0', '0']; ;5
87;1.1.7.2.8.2;pro;Scotland wants to leave Great Britain, but stay in the EU.;['0', '0', '0', '0', '0']; ;5
88;1.1.7.2.8.3;con;Separatists movements that want to leave their country but stay in the EU clearly, by that fact, would rather be independent countries with as much independence as separate EU countries enjoy today than to be a minority in a larger country.;['0', '0', '0', '0', '0']; 5;5
89;1.1.7.2.9;con;The EU has actually been a guarantor for the Good Friday Agreement in Northern Ireland.;['0', '0', '0', '0', '1']; ;4
90;1.1.7.2.9.1;pro;The conflicting parties agreed on the terms given by the EU of respecting the EU convention of human rights and respecting UK and Ireland as partners of the Union.;['0', '0', '0', '0', '0']; 3;5
91;1.1.7.2.10;con;Separatist movements are often rooted in historical oppression, regardless of whether or not there's any legitimate oppression happening today. If the EU were to federalize, the ruling object wouldn't have such a history and could, theoretically, lead to fewer and less intense separatist movements.;['0', '0', '0', '1', '2']; ;4
92;1.1.7.3;pro;It will be difficult to find a consensus policy on agriculture given the differences between France and Germany.;['1', '0', '0', '0', '0']; ;3
93;1.1.7.4;pro;European states do not share a common European identity, and so should not form one state.;['0', '1', '0', '0', '0']; 9;3
94;1.1.7.4.1;pro;Europe is heavily divided on its attitude towards religion.;['6', '2', '2', '2', '0']; ;4
95;1.1.7.4.1.1;pro;In 2004, the EU member states could not find consensus on their common history, specifically regarding the problem of taking up Christianity in the constitution.;['0', '0', '0', '0', '0']; 1;5
96;1.1.7.4.1.2;pro;EU member states have differing policies on the burqa - the veil that some Muslim women wear - indicating that there is no consensus on religious policies.;['0', '0', '0', '0', '0']; ;5
97;1.1.7.4.1.2.1;con;Complete consensus is unachievable in any democracy.;['0', '0', '0', '0', '0']; ;6
98;1.1.7.4.1.3;pro;There is growing hostility towards Islam, despite it being the fastest growing religion in Europe.;['0', '0', '0', '0', '1']; ;5
99;1.1.7.4.1.3.1;con;Freedom of religion or belief is a Human Right (art.18 UDHR/ICCPR) and is supported by the EU. So Islam is free to grow.;['0', '0', '0', '0', '0']; ;6
100;1.1.7.4.1.3.2;con;Islam is a minority (2-3% in EU states: europe-infos.eu) and will still be one in 30 years (10%). So it's not really an important topic for the USE.;['0', '0', '0', '0', '0']; ;6
101;1.1.7.4.1.4;con;The Enlightenment promoted religious tolerance and freedom as a virtue, a value held by Europeans.;['0', '1', '0', '0', '1']; ;5
102;1.1.7.4.1.5;con;The separation of church and state is in place in every EU country. A USE would not change religious diversity.;['0', '0', '0', '1', '0']; 2;5
103;1.1.7.4.1.5.1;con;While Ireland nominally has the separation of church and state, many public schools and hospitals are run by the church.;['0', '0', '0', '0', '0']; ;6
104;1.1.7.4.3;pro;As opposed to regional authorities, centralised powers do not always understand local customs, as they are more removed from the people.;['2', '3', '2', '1', '3']; 20;4
105;1.1.7.4.3.1;pro;The Scottish government works closely with its local authorities to implement cultural policy.;['0', '0', '0', '0', '0']; ;5
106;1.1.7.4.3.2;pro;Local councils have ensured the continuation of cultural arts funding and grants in the UK, despite austerity measures.;['0', '0', '0', '0', '0']; ;5
107;1.1.7.4.3.3;con;The EU already invests in local cultures throughout its Member States, a practice which is likely to continue in a USE.;['0', '0', '0', '1', '2']; ;5
108;1.1.7.4.3.3.1;pro;The Conclusion of Cultural Heritage was adopted to ensure the cultural heritage of all EU member states could be preserved.;['0', '0', '0', '0', '0']; ;6
109;1.1.7.4.3.3.2;pro;The European Agenda for Culture aims to promote sustainability in cultural heritage throughout the EU.;['0', '0', '0', '0', '0']; ;6
110;1.1.7.4.3.3.3;pro;The Creative Europe Programme works with EU member states to support cultural and creative sectors of the EU.;['0', '0', '0', '0', '0']; ;6
111;1.1.7.4.3.3.4;pro;The EU regularly invests in environmental initiatives or steps in to protect the environment, which helps to protect local culture.;['0', '0', '0', '0', '0']; 2;6
112;1.1.7.4.3.3.4.1;pro;In 2017, Poland wanted to cut down trees in the Bialowieza Forest, one of the last primeval forest in Europe. It was the EU that stepped in to protect it.;['0', '0', '0', '0', '0']; ;7
113;1.1.7.4.3.3.5;con;Minority cultures will become one step further removed from the central state, as more power leaves their country in the direction of the centralized USE, and so it will become more difficult for minority interests to have their voices heard.;['0', '0', '0', '0', '0']; ;6
114;1.1.7.4.3.4;con;Currently, states act as centralised powers, and they exercise nationalism to maintain the countries' cohesion, unlike the EU. This sometimes hurts and mistreats local cultures, which lack of support to keep their culture and heritage.;['0', '0', '0', '0', '1']; 5;5
115;1.1.7.4.3.4.1;pro;"""Very little progress has been made in Romania concerning the right of minorities to use their Hungarian mother tongue in public institutions. Language rights, in practice, are simply not upheld."" 100 lawsuits for using the Hungarian language in Romania";['0', '0', '0', '0', '0']; 5;6
116;1.1.7.4.3.4.2;pro;Madrid's plan to push Spanish language in Catalan schools prompts independence anger.;['0', '0', '0', '0', '0']; ;6
117;1.1.7.4.3.4.3;pro;Local officials in South Tryol often don't speak the native language, and 'there are acts of racism each single day'.;['0', '0', '0', '0', '0']; 4;6
118;1.1.7.4.3.5;con;A pan-european federalist state would allow regions to gain more relevance above country states, which would be closer to people's needs and have more power for managing domestic affairs;['0', '0', '0', '0', '0']; 11;5
119;1.1.7.4.3.6;con;A solution would be that the union decides on nationwide policies, and local affairs on the state level.;['0', '0', '0', '0', '4']; ;5
120;1.1.7.4.3.6.1;pro;It would be even better to decide local affairs on a regional or local level. Europe has a great diversity of cultures within individual states.;['0', '0', '0', '0', '0']; 4;6
121;1.1.7.4.4;con;A USE would lead to a common European cultural identity being formed.;['2', '4', '0', '3', '7']; 8;4
122;1.1.7.4.4.1;pro;Despite cultural diversity, Europeans share very similar values.;['0', '0', '0', '0', '2']; 5;5
123;1.1.7.4.4.1.1;pro;Many present European cultures, traditions, values and identities are based on common heritage, such as ancient Greek culture, the Roman Empire, Christianity, the Renaissance, as well as the Enlightenment.;['0', '0', '0', '1', '2']; ;6
124;1.1.7.4.4.1.1.1;pro;European values were and are influenced by the Enlightenment.;['0', '0', '0', '0', '0']; ;7
125;1.1.7.4.4.1.1.1.1;pro;The rise in egalitarian thinking, in tandem with colonial expansion, introduced different cultures to each other, breaking down differences between cultural systems.;['0', '0', '0', '0', '0']; ;8
126;1.1.7.4.4.1.1.1.2;pro;The Enlightenment promoted the use of 'free argument and debate', a belief now embodied in European democratic political systems.;['0', '0', '0', '0', '0']; ;8
127;1.1.7.4.4.1.1.1.4;pro;The introduction of a conceptual 'public sphere' allowed for the creation of a 'common world', ultimately culminating in institutions like the EU and potentially a USE.;['0', '0', '0', '0', '0']; ;8
128;1.1.7.4.4.1.2;pro;Europeans tend to be more concerned about climate change than the rest of the world, with the exception of Latin America.;['0', '0', '0', '0', '0']; ;6
129;1.1.7.4.4.1.2.1;pro;The EU already encourages cooperation among its member states on addressing climate change issues.;['0', '0', '0', '0', '0']; 6;7
130;1.1.7.4.4.1.3;pro;European countries share a similar philosophy with regards to protecting the privacy of their citizens.;['0', '0', '1', '3', '1']; ;6
131;1.1.7.4.4.1.4;pro;EU members states share similar ethical concerns about allowing GMOs.;['1', '2', '0', '1', '2']; ;6
132;1.1.7.4.4.1.5;con;Attitudes towards immigrants is a polarising issue in Europe, one that Europeans do not have a consensus on.;['0', '0', '0', '0', '0']; 2;6
133;1.1.7.4.4.1.5.1;pro;Poland, Hungary and the Czech Republic have refused to take in refugees, and are consequently being sued by the EU.;['0', '0', '0', '0', '0']; ;7
134;1.1.7.4.4.1.5.2;pro;"Attitudes are vastly divided among different member states; for examples, over 80% of Spain is comfortable with migrants, where only 20% of Bulgaria is.";['0', '0', '0', '0', '0']; ;7
135;1.1.7.4.4.1.6;con;Attitudes towards gender issues diverge across EU member states.;['0', '0', '0', '0', '0']; 1;6
136;1.1.7.4.4.1.6.1;pro;While Western Europe has led the way in transgender rights, some EU states do not recognise any transgender rights.;['0', '0', '0', '0', '0']; ;7
137;1.1.7.4.4.1.6.2;pro;Family policies and practices in post-Soviet states have shaped contemporary gender roles and attitudes.;['0', '0', '0', '0', '0']; ;7
138;1.1.7.4.4.1.6.3;pro;Scandinavian countries are more liberal with their gender values, with higher orientation towards gender equality, than their fellow EU member states.;['0', '0', '0', '0', '0']; ;7
139;1.1.7.4.4.2;pro;Many European states have a great variety of culture and regional identities, and nonetheless the current European states are stable and mostly seen as beneficial. The USE can follow the same path of acceptation.;['0', '0', '0', '0', '0']; 1;5
140;1.1.7.4.4.3;pro;EU-wide exchange projects and programs are slowly creating a common culture.;['1', '0', '0', '0', '0']; ;5
141;1.1.7.4.4.3.1;pro;'DiscoverEU' provides 18 year olds with the opportunity to meet different cultures within the EU. Stimulating integration and a common culture.;['0', '0', '0', '0', '0']; 3;6
142;1.1.7.4.4.3.3;pro;Initiatives like the European Cultural Capital already act as a draw for many artists. More projects like this would follow with deeper integration.;['1', '0', '0', '0', '0']; ;6
143;1.1.7.4.4.4;pro;The need for a common language in a USE will allow people to communicate with each other, allowing for a common identity to be formed.;['4', '4', '1', '4', '1']; 2;5
144;1.1.7.4.4.4.1;pro;Small languages are already vanishing without any unification due to globalisation or other phenomena. A USE will simply allow one common language to replace these already dying languages.;['0', '0', '0', '0', '0']; 3;6
145;1.1.7.4.4.4.2;pro;A constructed language, like Esperanto, would provide for a mutual language that everyone, inside and outside the EU can (relativly) easily learn, while not threathening local linguistic diversity.;['0', '0', '0', '0', '0']; ;6
146;1.1.7.4.4.4.2.1;pro;Esperanto fits this role well, being uninterruptedly in use for more than one century. It is based on Latin, Greek, Romance, Germanic and Slavic languages.;['0', '0', '0', '0', '0']; ;7
147;1.1.7.4.4.4.2.2;con;Created languages, like Esperanto, generally fail, since they have not grown organically.;['0', '0', '0', '0', '0']; ;7
148;1.1.7.4.4.4.2.3;con;This would mean everyone, at every level of society, will have to learn a fresh new language that has no native speakers.;['0', '0', '0', '0', '0']; 3;7
149;1.1.7.4.4.4.2.3.1;pro;Other solutions would be far more efficient in the long run, some of whom are already out there: minimum EU-based requirements for schooling and Union-shared language programs have been enforced since decades, their effect is clearly visible in the last generations of EU citizens.;['0', '0', '0', '0', '0']; ;8
150;1.1.7.4.4.4.3;pro;While a USE, much like the EU, can have many official languages, there will need to be a common language used in all government matters. This will inadvertently promote the use of one language across the USE as people will need to be able to access government information.;['0', '0', '0', '0', '0']; ;6
151;1.1.7.4.4.4.4;pro;It would be easy and profitable to promote learning a lingua franca like English across all EU citizens, beside local and national languages.;['0', '0', '0', '0', '1']; 1;6
152;1.1.7.4.4.4.4.1;pro;In most European countries, half of the population at least knows English. This means English could be the new European federal language, and in every federal nation could be adopted the bilingualism system (the local language plus English).;['0', '0', '0', '0', '4']; 2;7
153;1.1.7.4.4.4.4.1.1;con;There is likely to be disagreement about which language should be the official language of the new USE.;['0', '1', '0', '0', '0']; 3;8
154;1.1.7.4.4.4.4.1.1.1;pro;"There is strong language barrier between European nations; some nations are patriotic about their language, some of which are among the most widely used languages in the world.";['0', '0', '0', '0', '0']; 10;9
155;1.1.7.4.4.4.4.1.1.1.1;pro;Spanish might be more used language that English.;['0', '0', '0', '0', '0']; 2;10
156;1.1.7.4.4.4.4.1.1.2;pro;For example, France wants French to be the most spoken language in the world.;['0', '0', '0', '0', '0']; ;9
157;1.1.7.4.4.4.4.2;con;English as a common language greatly favours other nations with Germanic root languages. Those who speak languages with different roots will have more difficulty in learning English.;['1', '0', '0', '0', '0']; ;7
158;1.1.7.4.4.4.4.3;con;"It is important to preserve existing languages; with a common language, we will lose the minor national languages of Europe in the long term and the languages spoken by bigger groups in the far future.";['0', '0', '0', '0', '0']; ;7
159;1.1.7.4.4.4.4.3.1;pro;"Language is an intrinsic part of any society's culture; losing a language will be losing culture that is important to many European citizens.";['0', '0', '0', '0', '0']; ;8
160;1.1.7.4.4.4.5;con;Given not everyone in the EU speaks the same language, it will be hard to have political debate and engagement.;['0', '0', '0', '0', '0']; 1;6
161;1.1.7.4.4.4.5.1;pro;It will be harder to relate to a representative that doesn’t speak your language.;['0', '0', '0', '0', '0']; ;7
162;1.1.7.4.4.4.6;con;A future USE is likely to retain the EU's current, pluralist language policy with a large number of official languages, and a handful working languages.;['0', '0', '0', '0', '0']; 1;6
163;1.1.7.4.4.4.7;con;Even under pressure of a standardised national language, dialects have continued to hang around and evolve.;['0', '0', '0', '0', '0']; ;6
164;1.1.7.4.4.5;pro;It is naive to expect a common identity to exist before a political union: historically common identities were only formed *through* political unions.;['0', '0', '0', '2', '0']; ;5
165;1.1.7.4.4.5.1;pro;The British identity did not exist before the union of England and Scotland (wiki);['0', '0', '0', '1', '0']; ;6
166;1.1.7.4.5;con;EU member states have signed up to the European Convention on Human Rights. This does, and could continue to, form a common basis for societal values in a USE.;['0', '1', '2', '2', '8']; 3;4
167;1.1.7.4.5.1;con;The EU is frequently criticized for staying quiet on human rights abuses in China, who it sees as a valuable trading partner.;['0', '0', '0', '0', '0']; 4;5
168;1.1.7.4.5.2;con;Most countries in the world have ratified the Universal Declaration of Human Rights. The belief in inalienable human rights is a universal one, and not one that can form the basis of a national identity.;['0', '0', '0', '0', '0']; ;5
169;1.1.7.4.6;con;There are many examples of culturally diverse societies that function as stable political unions. The USE would be no different.;['2', '1', '1', '1', '13']; 3;4
170;1.1.7.4.6.1;pro;"There is no cultural homogeneity in the US; in fact, the opposite is the case: the US can be grouped into eleven different 'nations', each with an entirely different culture. Nevertheless, the unity of the US is not compromised.";['1', '0', '0', '1', '2']; ;5
171;1.1.7.4.6.1.1;con;The USA's unity is compromised by the different 'nations' mentioned.;['0', '1', '0', '0', '0']; ;6
172;1.1.7.4.6.1.2;con;After 9/11, there have been religious tensions between especially Christianity and Islam in the US. chicagopolicyreview.org;['0', '0', '1', '0', '0']; ;6
173;1.1.7.4.6.1.3;con;Looking at the history of the US, it has known a history in which the different ethnicities and cultures have clashed with each other. en.wikipedia.org en.wikipedia.org en.wikipedia.org en.wikipedia.org;['0', '1', '0', '0', '0']; 1;6
174;1.1.7.4.6.1.3.1;pro;Even today the ethnic tensions between the different groups have not been fully resolved, harming relations between the groups. pewresearch.org;['0', '0', '0', '0', '0']; ;7
175;1.1.7.4.6.1.4;con;"The regional differences pointed to in these ""nations"" do not constitute entirely different cultures, and the overall culture of the USA is still a largely homogeneous one.";['0', '1', '0', '0', '0']; ;6
176;1.1.7.4.6.1.4.1;con;The USA accepted immigrants from all over the world who would embrace their funding ideals. It isn't homogeneous today and in the past it was largely heterogeneous.;['0', '0', '0', '0', '0']; ;7
177;1.1.7.4.6.1.4.1.1;pro;A significant proportion ofimmigrants (around 40%) who come to the United States are from Asia, in particular, from China.;['0', '0', '0', '0', '0']; ;8
178;1.1.7.4.6.2;pro;Almost all European countries today do not share a common homogeneous identity.;['0', '0', '0', '0', '1']; 7;5
179;1.1.7.4.6.2.1;pro;Germany experience a successful unification process despite having a wide variety of cultural identites.;['0', '0', '0', '0', '0']; ;6
180;1.1.7.4.6.2.2;pro;Hungary was cut apart (en.wikipedia.org) in 1920 and large parts got merged into neighbouring Austria, Slovakia, Romania, Yugoslavia (later Serbia, Croatia and Slovenia), where they form disctinct cultural groups, but separated by nation-state borders.;['0', '0', '0', '0', '0']; ;6
181;1.1.7.4.6.2.3;pro;Switzerland is a confederation regrouping different languages, cultures and political opinions;['0', '0', '0', '0', '1']; ;6
182;1.1.7.4.6.2.4;pro;Spain is a country made of 19 autonomous regions, with different cultures, each with its own parliament and even five official languages different from Spanish.;['0', '0', '0', '0', '0']; 1;6
